K12D0555_H0513:1b-0	@1b [dd] #//	[dd]_4 
K12D0555_H0513:17a-14	khang pa rtseg ma byas 'gyur te //	khang_0 ba_6 rtseg_9 ma_15 byed_18 'gyur_23 te_29 
K12D0555_H0513:17a-15	rab brtan mi g-yo gyur pa na //	rab_0 brtan_4 mi_10 g-yo_13 gyur_18 ba_23 na_26 
K12D0555_H0513:17a-16	bcom ldan ring bsrel btsal bar bya //	'joms_0 ldan_5 ring_10 bsrel_15 btsal_21 ba_27 byed_31 
K12D0555_H0513:17a-17	gal te chu yi rdza lug /	gal_0 te_4 chu_7 yi_11 rdza_14 lug_19 
K12D0555_H0513:17a-18	kha nas so dkar skyes gyur nas //	kha_0 nas_4 so_8 dkar_11 skye_16 gyur_22 nas_27 
K12D0555_H0513:17a-19	rin chen mtshon ltar rno gyur pa //	rin_0 chen_4 mtshon_9 ltar_16 rno_21 gyur_25 ba_30 
K12D0555_H0513:17a-20	bcom ldan ring bsrel btsal bar bya //	'joms_0 ldan_5 ring_10 bsrel_15 btsal_21 ba_27 byed_31 
K12D0555_H0513:17a-21	gal te ri bong rva thogs nas //	gal_0 te_4 ri_7 bong_10 rva_15 thogs_19 nas_25 
K12D0555_H0513:17a-22	them skad rab gtsang mngon bsgrubs te //	'thems_0 skad_5 rab_10 gtsang_14 mngon_21 sgrub_27 te_35 
K12D0555_H0513:17a-23	mtho ris gnas su 'dzeg rung na //	mtho_0 ris_5 gnas_9 su_14 'dzeg_17 rung_23 na_28 
K12D0555_H0513:17a-24	bcom ldan ring bsrel btsal bar bya //	'joms_0 ldan_5 ring_10 bsrel_15 btsal_21 ba_27 byed_31 
K12D0555_H0513:17a-25	byi bas them skas de 'dzegs te //	'byi_0 ba_4 'thems_8 skas_13 de_18 'dzegs_21 te_28 
K12D0555_H0513:17a-26	lha ma yin la bsngo [?] ba dang //	lha_0 ma_4 yin_7 la_11 sngo_14 ba_24 dang_27 
K12D0555_H0513:17a-27	nam mkha'i zla ba sgrib nus na //	nam_0 mkha_4 zla_11 ba_15 sgrib_18 nus_24 na_28 
K12D0555_H0513:17a-28	bcom ldan ring bsrel btsal bar bya //	'joms_0 ldan_5 ring_10 bsrel_15 btsal_21 ba_27 byed_31 
K12D0555_H0513:17a-29	gal te sbrang bur [?] ro nas //	gal_0 te_4 sbrang_7 bur_14 ro_22 nas_25 
K12D0555_H0513:17a-30	grong khyer kun tu rab rgyu zhing //	grong_0 'khyer_6 kun_12 tu_16 rab_19 rgyu_23 zhing_28 
K12D0555_H0513:17a-31	khang khyim rgya cher byas gyur na //	khang_0 khyim_6 rgya_12 cher_17 byed_22 gyur_27 na_32 
K12D0555_H0513:17a-32	bcom ldan ring bsrel btsal bar bya //	'joms_0 ldan_5 ring_10 bsrel_15 btsal_21 ba_27 byed_31 
K12D0555_H0513:17b-0	gal te bong bu'i mchu yi @17b mdog /	gal_0 te_4 bong_7 bu_12 mchu_17 yi_22 mdog_30 
K12D0555_H0513:17b-1	bim pa'i 'bras ltar dmar 'gyur zhing //	bim_0 ba_4 'bras_9 ltar_15 dmar_20 'gyur_25 zhing_31 
K12D0555_H0513:17b-2	glu gar la ni mkhas gyur na //	glu_0 gar_4 la_8 ni_11 mkhas_14 gyur_20 na_25 
K12D0555_H0513:17b-3	bcom ldan ring bsrel btsal bar bya //	'joms_0 ldan_5 ring_10 bsrel_15 btsal_21 ba_27 byed_31 
K12D0555_H0513:17b-4	gal te bya reg 'ug [?] pa [?] gnyis //	gal_0 te_4 byed_7 reg_11 'ug_15 ba_23 gnyis_30 
K12D0555_H0513:17b-5	gnas gcig lhan cig rab rtse zhing //	gnas_0 gcig_5 lhan_10 cig_15 rab_19 rtse_23 zhing_28 
K12D0555_H0513:17b-6	de dag phan tshun mdza' gyur na //	de_0 'dag_3 phan_7 tshun_12 mdza'_18 gyur_24 na_29 
K12D0555_H0513:17b-7	bcom ldan ring bsrel btsal bar bya //	'joms_0 ldan_5 ring_10 bsrel_15 btsal_21 ba_27 byed_31 
K12D0555_H0513:17b-8	gal te pa la'i 'dab ma las //	gal_0 te_4 ba_7 la_10 'dab_15 ma_20 las_23 
K12D0555_H0513:17b-9	gdugs dang bla re mngon bsgrubs te //	gdugs_0 dang_6 bla_11 re_15 mngon_18 sgrub_24 te_32 
K12D0555_H0513:17b-10	char chen skyabs ni byas gyur na //	char_0 chen_5 skyob_10 ni_17 byed_20 gyur_25 na_30 
K12D0555_H0513:17b-11	bcom ldan ring bsrel btsal bar bya //	'joms_0 ldan_5 ring_10 bsrel_15 btsal_21 ba_27 byed_31 
K12D0555_H0513:17b-12	gal te gru chen thams cad las //	gal_0 te_4 gru_7 chen_11 thams_16 cad_22 las_26 
K12D0555_H0513:17b-13	nor dang rin chen rab bkang ste //	nor_0 dang_4 rin_9 chen_13 rab_18 'geng_22 ste_28 
K12D0555_H0513:17b-14	thang bu skam la 'gro nus na //	thang_0 bu_6 skam_9 la_14 'gro_17 nus_22 na_26 
K12D0555_H0513:17b-15	bcom ldan ring bsrel btsal bar bya //	'joms_0 ldan_5 ring_10 bsrel_15 btsal_21 ba_27 byed_31 
K12D0555_H0513:17b-16	gal te sbrang bu lcags phye mchus //	gal_0 te_4 sbrang_7 bu_14 lcags_17 'byed_23 mchus_28 
K12D0555_H0513:17b-17	spos kyi ri bo khyer nas ni //	spros_0 kyi_5 ri_9 'bo_12 'khyer_15 nas_21 ni_25 
K12D0555_H0513:17b-18	dga' mgur 'phur zhing 'gro 'gyur na //	dga'_0 mgur_5 'phur_10 zhing_16 'gro_22 'gyur_27 na_33 
K12D0555_H0513:17b-19	bcom ldan ring bsrel btsal bar bya //	'joms_0 ldan_5 ring_10 bsrel_15 btsal_21 ba_27 byed_31 
K12D0555_H0513:17b-20	de nas de'i tshe bram ze chos kyi slob dpon	de_0 nas_3 de_7 tshe_12 bram_17 ze_22 chos_25 kyi_30 slob_34 dpon_39 
K12D0555_H0513:17b-21	gyis lung bstan pas tshigs su bcad pa 'di dag	gyis_0 lung_5 ston_10 ba_16 tshigs_20 su_27 gcod_30 ba_35 'di_38 'dag_42 
K12D0555_H0513:17b-22	thos nas / gzhon nu sems can thams cad kyis	thos_0 nas_5 gzhon_11 nu_17 sems_20 can_25 thams_29 cad_35 kyis_39 
K12D0555_H0513:17b-23	mthong bar dga' ba la tshigs su bcad de smras	mthong_0 ba_7 dga'_11 ba_16 la_19 tshigs_22 su_29 gcod_32 de_37 smras_40 
K12D0555_H0513:17b-24	thos nas / pa / legs so gzhon nu chen po khyod //	thos_0 nas_5 ba_11 legs_16 so_21 gzhon_24 nu_30 chen_33 po_38 khyod_41 
K12D0555_H0513:17b-25	'khor 'di kun gyi bkra shis yin //	'khor_0 'di_6 kun_10 gyi_14 bkra_18 shis_23 yin_28 
K12D0555_H0513:17b-26	thabs mkhas pa yi sems kyis ni //	thabs_0 mkhas_6 ba_12 yi_15 sems_18 kyis_23 ni_28 
K12D0555_H0513:17b-27	bla med sangs rgyas lung bstan thob //	bla_0 med_4 sangs_8 rgya_14 lung_20 ston_25 'thob_31 
K12D0555_H0513:17b-28	de bzhin gshegs pa'i gzigs chen gyis //	de_0 bzhin_3 gshegs_9 ba_16 gzigs_21 chen_27 gyis_32 
K12D0555_H0513:17b-29	'jig rten ngag [?] ni skyob mdzad pas //	'jig_0 rten_5 ngag_10 ni_19 skyob_22 mdzad_28 ba_34 
K12D0555_H0513:17b-30	khyod kyis rtse gcig nyon cig dang //	khyod_0 kyis_6 rtse_11 gcig_16 nyon_21 cig_26 dang_30 
K12D0555_H0513:17b-31	deng bdag rim bzhin bshad par bya //	deng_0 bdag_5 rim_10 bzhin_14 'chad_20 ba_26 byed_30 
K12D0555_H0513:18a-0	@18a *// sangs rgyas spyod yul bsam dka' bas //	sangs_9 rgya_15 spyod_21 yul_27 bsam_31 dka'_36 ba_41 
K12D0555_H0513:18a-1	'jig rten dag na mtshungs med pa //	'jig_0 rten_5 'dag_10 na_14 mtshungs_17 med_26 ba_30 
K12D0555_H0513:18a-2	chos sku ngo bo nyid bzhugs pas //	chos_0 sku_5 ngo_9 'bo_13 nyid_16 bzhugs_21 ba_28 
K12D0555_H0513:18a-3	rnal 'byor sgom la khyad par med //	rnal_0 'byor_5 sgom_11 la_16 khyad_19 ba_25 med_29 
K12D0555_H0513:18a-4	sangs rgyas sku kun mtshungs pas na //	sangs_0 rgya_6 sku_12 kun_16 mtshungs_20 ba_29 na_33 
K12D0555_H0513:18a-5	chos gsungs pa yang de bzhin te //	chos_0 gsungs_5 ba_12 yang_15 de_20 bzhin_23 te_29 
K12D0555_H0513:18a-6	sangs rgyas rnams la mdzad mi mnga'//	sangs_0 rgya_6 rnams_12 la_18 mdzad_21 mi_27 
K12D0555_H0513:18a-7	gzod ma nyid nas skye ba med //	gzod_0 ma_5 nyid_8 nas_13 skye_17 ba_22 med_25 
K12D0555_H0513:18a-8	bcom ldan rdo rje'i sku yin yang //	'joms_0 ldan_5 rdo_10 rje_14 sku_20 yin_24 yang_28 
K12D0555_H0513:18a-9	thabs kyis sprul pa'i sku ston pas //	thabs_0 kyis_6 sprul_11 ba_17 sku_22 ston_26 ba_31 
K12D0555_H0513:18a-10	de phyir bcom ldan ring bsrel ni //	de_0 phyir_3 'joms_9 ldan_14 ring_19 bsrel_24 ni_30 
K12D0555_H0513:18a-11	yungs 'bru tsam yang yod ma yin //	yungs_0 'bru_6 tsam_11 yang_16 yod_21 ma_25 yin_28 
K12D0555_H0513:18a-12	bcom ldan sha khrag sku min na //	'joms_0 ldan_5 sha_10 khrag_14 sku_20 min_24 na_28 
K12D0555_H0513:18a-13	ji ltar ring bsrel yod par 'gyur //	ji_0 ltar_3 ring_8 bsrel_13 yod_19 ba_23 'gyur_27 
K12D0555_H0513:18a-14	sems can rnams la phan gdags phyir //	sems_0 can_5 rnams_9 la_15 phan_18 'dogs_23 phyir_29 
K12D0555_H0513:18a-15	thabs kyis sku gdung bzhag pa yin //	thabs_0 kyis_6 sku_11 gdung_15 'jog_21 ba_27 yin_30 
K12D0555_H0513:18a-16	chos sku yang dag sangs rgyas pas; ;chos dbyings de bzhin gshegs pa yin //	chos_0 sku_5 yang_9 'dag_14 sangs_18 rgya_24 pas;_30 ;chos_35 dbyings_41 de_49 bzhin_52 gshegs_58 ba_65 yin_68 
K12D0555_H0513:18a-17	yang dag sku ni 'di yin pas //	yang_0 'dag_5 sku_9 ni_13 'di_16 yin_20 ba_24 
K12D0555_H0513:18a-18	de 'dra'i chos ni gsungs par mdzad //	de_0 'dra_3 chos_10 ni_15 gsungs_18 ba_25 mdzad_29 
K12D0555_H0513:18a-19	de nas 'khor 'dus pa de nyid du lha'i bu	de_0 nas_3 'khor_7 'du_13 ba_18 de_21 nyid_24 du_29 lha_32 bu_38 
K12D0555_H0513:18a-20	sum khri nyis stong gis de bzhin gshegs pa'i sku	sum_0 khri_4 nyis_9 stong_14 gis_20 de_24 bzhin_27 gshegs_33 ba_40 sku_45 
K12D0555_H0513:18a-21	tshe'i tshad shin tu ring bar bstan pa thos pas	tshe_0 tshad_7 shin_13 tu_18 ring_21 ba_26 ston_30 ba_36 thos_39 ba_44 
K12D0555_H0513:18a-22	thams cad bla na med pa yang dag par rdzogs	thams_0 cad_6 bla_10 na_14 med_17 ba_21 yang_24 'dag_29 ba_33 rdzogs_37 
K12D0555_H0513:18a-23	pa'i sangs rgyas sems bskyed nas ngo mtshar rmad du	ba_0 sangs_5 rgya_11 sems_17 skyed_22 nas_29 ngo_33 mtshar_37 rmad_44 du_49 
K12D0555_H0513:18a-24	byung ba'i dga' ba dang /	'byung_0 ba_6 dga'_11 ba_16 dang_19 
K12D0555_H0513:18a-25	mgu ba dang /	mgu_0 ba_4 dang_7 
K12D0555_H0513:18a-26	rangs pa thob pas thams cad ma grin gcig tu tshigs su bcad de smras pa /	rangs_0 ba_6 'thob_9 ba_14 thams_18 cad_24 ma_28 grin_31 gcig_36 tu_41 tshigs_44 su_51 gcod_54 de_59 smras_62 ba_68 
K12D0555_H0513:18b-0	sangs rgyas @18b mya ngan mi 'da' ste //	sangs_0 rgya_6 mya_17 ngan_21 mi_26 'da'_29 ste_34 
K12D0555_H0513:18b-1	yang dag chos kyang nub mi 'gyur //	yang_0 'dag_5 chos_9 kyang_14 nub_20 mi_24 'gyur_27 
K12D0555_H0513:18b-2	sems can rnams la phan gdags phyir //	sems_0 can_5 rnams_9 la_15 phan_18 'dogs_23 phyir_29 
K12D0555_H0513:18b-3	mya ngan 'da' bar bstan pa yin //	mya_0 ngan_4 'da'_9 ba_14 ston_18 ba_24 yin_27 
K12D0555_H0513:18b-4	bcom ldan bsam gyis mi khyab cing //	'joms_0 ldan_5 bsam_10 gyis_15 mi_20 khyab_23 cing_29 
K12D0555_H0513:18b-5	sku mchog tha dad mtshan med kyang //	sku_0 mchog_4 tha_10 dad_14 mtshan_18 med_25 kyang_29 
K12D0555_H0513:18b-6	sems can rnams la phan gdags phyir //	sems_0 can_5 rnams_9 la_15 phan_18 'dogs_23 phyir_29 
K12D0555_H0513:18b-7	bkod pa sna tshogs ston par mdzad //	bkod_0 ba_5 sna_8 tshogs_12 ston_19 ba_24 mdzad_28 
K12D0555_H0513:18b-8	de nas byang chub sems dpa' mdzes pa'i tog gis	de_0 nas_3 byang_7 chub_13 sems_18 dpa'_23 mdzes_28 ba_34 tog_39 gis_43 
K12D0555_H0513:18b-9	bcom ldan 'das kyi spyan sngar de bzhin gshegs pa	'joms_0 ldan_5 'da'_10 kyi_15 spyan_19 sngar_25 de_31 bzhin_34 gshegs_40 ba_47 
K12D0555_H0513:18b-10	bzhi dang / skyes bu chen po gnyis dang /	bzhi_0 dang_5 skye_12 bu_18 chen_21 po_26 gnyis_29 dang_35 
K12D0555_H0513:18b-11	lha'i bu rnams las de bzhin gshegs pa sh'akya thub	lha_0 bu_6 rnams_9 las_15 de_19 bzhin_22 gshegs_28 ba_35 sh_38 thub_46 
K12D0555_H0513:18b-12	pa'i sku tshe'i tshad bstan pa mngon sum du thos	ba_0 sku_5 tshe_9 tshad_16 ston_22 ba_28 mngon_31 sum_37 du_41 thos_44 
K12D0555_H0513:18b-13	pa yang 'dug pa'i stan las langs te /	ba_0 yang_3 'dug_8 ba_13 stan_18 las_23 ldang_27 te_33 
K12D0555_H0513:18b-14	thal mo sbyar nas gus pas bcom ldan 'das la 'di skad ces gsol to //	thal_0 mo_5 sbyor_8 nas_14 gus_18 ba_22 'joms_26 ldan_31 'da'_36 la_41 'di_44 skad_48 ces_53 gsol_57 to_62 
K12D0555_H0513:18b-15	bcom ldan 'das /	'joms_0 ldan_5 'da'_10 
K12D0555_H0513:18b-16	gal te yang dag par 'di ltar de bzhin gshegs	gal_0 te_4 yang_7 'dag_12 ba_16 'di_20 ltar_24 de_29 bzhin_32 gshegs_38 
K12D0555_H0513:18b-17	pa rnams yongs su mya ngan las mi 'da' zhing	ba_0 rnams_3 yongs_9 su_15 mya_18 ngan_22 las_27 mi_31 'da'_34 zhing_39 
K12D0555_H0513:18b-18	ring bsrel yang mi mnga' ba zhig lags na /	ring_0 bsrel_5 yang_11 mi_16 mnga'_19 ba_25 'jig_28 lags_33 na_38 
K12D0555_H0513:18b-19	ci'i slad du mdo sde las yongs su mya ngan las 'da' ba dang /	ci_0 slad_5 du_10 mdo_13 sde_17 las_21 yongs_25 su_31 mya_34 ngan_38 las_43 'da'_47 ba_52 dang_55 
K12D0555_H0513:18b-20	sangs rgyas la ring bsrel mnga' bar gsungs shing lha dang /	sangs_0 rgya_6 la_12 ring_15 bsrel_20 mnga'_26 ba_32 gsungs_36 shing_43 lha_49 dang_53 
K12D0555_H0513:18b-21	mi rnams kyis rim gro dang /	mi_0 rnams_3 kyis_9 rim_14 gro_18 dang_22 
K12D0555_H0513:18b-22	bkur sti dang /	bkur_0 sti_5 dang_9 
K12D0555_H0513:18b-23	mchod pa bgyid par 'gyur ba'i ched du 'das pa'i	mchod_0 ba_6 bgyid_9 ba_15 'gyur_19 ba_25 ched_30 du_35 'da'_38 ba_43 
K12D0555_H0513:18b-24	sangs rgyas rnams kyis kyang sku gdung mnga' bar bstan	sangs_0 rgya_6 rnams_12 kyis_18 kyang_23 sku_29 gdung_33 mnga'_39 ba_45 ston_49 
K12D0555_H0513:18b-25	cing 'jig rten na bzhag pas lha dang /	cing_0 'jig_5 rten_10 na_15 'jog_18 ba_24 lha_28 dang_32 
K12D0555_H0513:19a-0	mi rnams kyis mchod cing rim gro @19a *//	mi_0 rnams_3 kyis_9 mchod_14 cing_20 rim_25 gro_29 
K12D0555_H0513:19a-1	bgyis na bsod nams dpag tu ma mchis pa thob par 'gyur ro zhes gsungs la /	bgyid_0 na_6 bsod_9 nams_14 dpog_19 tu_24 ma_27 mchis_30 ba_36 'thob_39 ba_44 'gyur_48 ro_54 zhes_57 gsungs_62 la_69 
K12D0555_H0513:19a-2	deng ni ma mchis so zhes gsungs pas the tshom dang /	deng_0 ni_5 ma_8 mchis_11 so_17 zhes_20 gsungs_25 ba_32 the_36 tshom_40 dang_46 
K12D0555_H0513:19a-3	som nyi 'tshal bar 'gyur na /	som_0 nyi_4 'tshal_8 ba_15 'gyur_19 na_25 
K12D0555_H0513:19a-4	bcom ldan 'das /	'joms_0 ldan_5 'da'_10 
K12D0555_H0513:19a-5	bdag cag la thugs brtse bar dgongs te rgya cher rnam par dbye bar gsol /	bdag_0 cag_5 la_9 thugs_12 brtse_18 ba_24 dgongs_28 te_35 rgya_38 cher_43 rnam_48 ba_53 'byed_57 ba_62 gsol_66 
K12D0555_H0513:19a-6	de nas bcom ldan 'das kyis byang chub sems dpa' mdzes pa'i tog dang /	de_0 nas_3 'joms_7 ldan_12 'da'_17 kyis_22 byang_27 chub_33 sems_38 dpa'_43 mdzes_48 ba_54 tog_59 dang_63 
K12D0555_H0513:19a-7	'khor mang po rnams la bka' stsal pa /	'khor_0 mang_6 po_11 rnams_14 la_20 bka'_23 stsal_28 ba_34 
K12D0555_H0513:19a-8	khyed kyis 'di ltar shes par bya ste /	'khyed_0 kyis_6 'di_11 ltar_15 shes_20 ba_25 byed_29 ste_33 
K12D0555_H0513:19a-9	yongs su mya ngan las 'da' zhing ring bsrel yod	yongs_0 su_6 mya_9 ngan_13 las_18 'da'_22 zhing_27 ring_33 bsrel_38 yod_44 
K12D0555_H0513:19a-10	do zhes gsungs pa ni dgongs pa'i dbang gis gsungs	do_0 zhes_3 gsungs_8 ba_15 ni_18 dgongs_21 ba_28 dbang_33 gis_39 gsungs_43 
K12D0555_H0513:19a-11	pa yin pas 'di ltar de'i don gang yin pa	ba_0 yin_3 ba_7 'di_11 ltar_15 de_20 don_25 gang_29 yin_34 ba_38 
K12D0555_H0513:19a-12	sems rtse gcig tu nyon cig /	sems_0 rtse_5 gcig_10 tu_15 nyon_18 cig_23 
K12D0555_H0513:19a-13	rigs kyi bu /	rigs_0 kyi_5 bu_9 
K12D0555_H0513:19a-14	byang chub sems dpa' sems dpa' chen po rnams kyis	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 rnams_39 kyis_45 
K12D0555_H0513:19a-15	'di ltar chos rnam pa bcus de bzhin gshegs pa	'di_0 ltar_4 chos_9 rnam_14 ba_19 'chu_22 de_27 bzhin_30 gshegs_36 ba_43 
K12D0555_H0513:19a-16	dgra bcom pa yang dag par rdzogs pa'i sangs rgyas	dgra_0 'joms_5 ba_10 yang_13 'dag_18 ba_22 rdzogs_26 ba_33 sangs_38 rgya_44 
K12D0555_H0513:19a-17	kyi de kho na nyid kyi tshul gyis mthar phyin	kyi_0 de_4 kho_7 na_11 nyid_14 kyi_19 tshul_23 gyis_29 mthar_34 phyin_40 
K12D0555_H0513:19a-18	pa'i mya ngan las 'das pa chen po yod par	ba_0 mya_5 ngan_9 las_14 'da'_18 ba_23 chen_26 po_31 yod_34 ba_38 
K12D0555_H0513:19a-19	gsungs pa gang yin pa shes par 'gyur bar rig	gsungs_0 ba_7 gang_10 yin_15 ba_19 shes_22 ba_27 'gyur_31 ba_37 rig_41 
K12D0555_H0513:19a-20	par bya'o // bcu gang zhe na /	ba_0 byed_4 'chu_13 gang_17 zhe_22 na_26 
K12D0555_H0513:19a-21	dang po ni de bzhin gshegs pa rnams nyon mongs pa'i sgrib pa dang /	dang_0 po_5 ni_8 de_11 bzhin_14 gshegs_20 ba_27 rnams_30 nyon_36 mongs_41 ba_47 sgrib_52 ba_58 dang_61 
K12D0555_H0513:19a-22	shes bya'i sgrib pa ma lus par spangs shing zad	shes_0 byed_5 sgrib_11 ba_17 ma_20 lus_23 ba_27 spong_31 shing_38 zad_44 
K12D0555_H0513:19a-23	pa'i phyir yongs su mya ngan las 'das pa zhes	ba_0 phyir_5 yongs_11 su_17 mya_20 ngan_24 las_29 'da'_33 ba_38 zhes_41 
K12D0555_H0513:19b-0	bya'o // gnyis pa ni de bzhin @19b gshegs pa rnams sems can ngo bo nyid med pa dang /	byed_0 gnyis_9 ba_15 ni_18 de_21 bzhin_24 gshegs_35 ba_42 rnams_45 sems_51 can_56 ngo_60 'bo_64 nyid_67 med_72 ba_76 dang_79 
K12D0555_H0513:19b-1	chos ngo bo nyid med par legs par thugs su	chos_0 ngo_5 'bo_9 nyid_12 med_17 ba_21 legs_25 ba_30 thugs_34 su_40 
K12D0555_H0513:19b-2	chud pa'i phyir yongs su mya ngan las 'das pa	chud_0 ba_5 phyir_10 yongs_16 su_22 mya_25 ngan_29 las_34 'da'_38 ba_43 
K12D0555_H0513:19b-3	zhes bya'o // gsum pa ni lus kyi gnas dang /	zhes_0 byed_5 gsum_14 ba_19 ni_22 lus_25 kyi_29 gnas_33 dang_38 
K12D0555_H0513:19b-4	chos kyi gnas yongs su gyur pa'i phyir yongs su mya ngan las 'das pa zhes bya'o //	chos_0 kyi_5 gnas_9 yongs_14 su_20 gyur_23 ba_28 phyir_33 yongs_39 su_45 mya_48 ngan_52 las_57 'da'_61 ba_66 zhes_69 byed_74 
K12D0555_H0513:19b-5	bzhi pa ni sems can rnams la don mdzad pa'i rgyu dang /	bzhi_0 ba_5 ni_8 sems_11 can_16 rnams_20 la_26 don_29 mdzad_33 ba_39 rgyu_44 dang_49 
K12D0555_H0513:19b-6	rkyen rang gi ngang [?] gis nye bar zhi bar	rkyen_0 rang_6 gi_11 ngang_14 gis_24 nye_28 ba_32 zhi_36 ba_40 
K12D0555_H0513:19b-7	gyur pa'i phyir yongs su mya ngan las 'das pa	gyur_0 ba_5 phyir_10 yongs_16 su_22 mya_25 ngan_29 las_34 'da'_38 ba_43 
K12D0555_H0513:19b-8	zhes bya'o // lnga pa ni de kho na nyid	zhes_0 byed_5 lnga_14 ba_19 ni_22 de_25 kho_28 na_32 nyid_35 
K12D0555_H0513:19b-9	kyi mtshan nyid tha dad med pa mnyam pa nyid	kyi_0 mtshan_4 nyid_11 tha_16 dad_20 med_24 ba_28 mnyam_31 ba_37 nyid_40 
K12D0555_H0513:19b-10	kyi chos kyi sku mngon sum du brnyes pa'i phyir	kyi_0 chos_4 kyi_9 sku_13 mngon_17 sum_23 du_27 brnyes_30 ba_37 phyir_42 
K12D0555_H0513:19b-11	yongs su mya ngan las 'das pa zhes bya'o //	yongs_0 su_6 mya_9 ngan_13 las_18 'da'_22 ba_27 zhes_30 byed_35 
K12D0555_H0513:19b-12	drug pa ni 'khor ba dang /	drug_0 ba_5 ni_8 'khor_11 ba_17 dang_20 
K12D0555_H0513:19b-13	mya ngan las 'das pa la ngo bo nyid gnyis	mya_0 ngan_4 las_9 'da'_13 ba_18 la_21 ngo_24 'bo_28 nyid_31 gnyis_36 
K12D0555_H0513:19b-14	su med par thugs su chud pa'i phyir yongs su	su_0 med_3 ba_7 thugs_11 su_17 chud_20 ba_25 phyir_30 yongs_36 su_42 
K12D0555_H0513:19b-15	mya ngan las 'das pa zhes bya'o //	mya_0 ngan_4 las_9 'da'_13 ba_18 zhes_21 byed_26 
K12D0555_H0513:19b-16	bdun pa ni chos thams cad kyi rtsa ba thugs	bdun_0 ba_5 ni_8 chos_11 thams_16 cad_22 kyi_26 rtsa_30 ba_35 thugs_38 
K12D0555_H0513:19b-17	su chud nas rnam par dag pa mngon sum du	su_0 chud_3 nas_8 rnam_12 ba_17 'dag_21 ba_25 mngon_28 sum_34 du_38 
K12D0555_H0513:19b-18	gyur pa'i phyir yongs su mya ngan las 'das pa	gyur_0 ba_5 phyir_10 yongs_16 su_22 mya_25 ngan_29 las_34 'da'_38 ba_43 
K12D0555_H0513:19b-19	zhes bya'o // brgyad pa ni chos thams cad la	zhes_0 byed_5 brgyad_14 ba_21 ni_24 chos_27 thams_32 cad_38 la_42 
K12D0555_H0513:19b-20	skye ba med cing 'grag pa med par rnal 'byor	skye_0 ba_5 med_8 cing_12 'grag_17 ba_23 med_26 ba_30 rnal_34 'byor_39 
K12D0555_H0513:19b-21	legs par bsgoms pa'i phyir yongs su mya ngan las	legs_0 ba_5 sgom_9 ba_16 phyir_21 yongs_27 su_33 mya_36 ngan_40 las_45 
K12D0555_H0513:19b-22	'das pa zhes bya'o //	'da'_0 ba_5 zhes_8 byed_13 
K12D0555_H0513:19b-23	dgu pa ni de bzhin nyid dang /	dgu_0 ba_4 ni_7 de_10 bzhin_13 nyid_19 dang_24 
K12D0555_H0513:19b-24	chos kyi dbyings dang /	chos_0 kyi_5 dbyings_9 dang_17 
K12D0555_H0513:19b-25	yang dag pa'i mtha' mnyam pa nyid kyi yang dag	yang_0 'dag_5 ba_9 mtha'_14 mnyam_20 ba_26 nyid_29 kyi_34 yang_38 'dag_43 
K12D0555_H0513:20a-0	pa'i mtha'i ye shes brnyes pa'i phyir yongs su @20a	ba_0 mtha_5 ye_12 shes_15 brnyes_20 ba_27 phyir_32 yongs_38 su_44 
K12D0555_H0513:20a-1	*// mya ngan las 'das pa zhes bya'o //	mya_4 ngan_8 las_13 'da'_17 ba_22 zhes_25 byed_30 
K12D0555_H0513:20a-2	bcu pa ni chos rnams kyi ngo bo nyid dang /	'chu_0 ba_4 ni_7 chos_10 rnams_15 kyi_21 ngo_25 'bo_29 nyid_32 dang_37 
K12D0555_H0513:20a-3	mya ngan las 'das pa'i ngo bo nyid la bye	mya_0 ngan_4 las_9 'da'_13 ba_18 ngo_23 'bo_27 nyid_30 la_35 'bye_38 
K12D0555_H0513:20a-4	brag med pa brnyes pa'i phyir yongs su mya ngan	brag_0 med_5 ba_9 brnyes_12 ba_19 phyir_24 yongs_30 su_36 mya_39 ngan_43 
K12D0555_H0513:20a-5	las 'das pa zhes bya ste /	las_0 'da'_4 ba_9 zhes_12 byed_17 ste_21 
K12D0555_H0513:20a-6	rigs kyi bu /	rigs_0 kyi_5 bu_9 
K12D0555_H0513:20a-7	'di dag ni yongs su mya ngan las 'das pa	'di_0 'dag_4 ni_8 yongs_11 su_17 mya_20 ngan_24 las_29 'da'_33 ba_38 
K12D0555_H0513:20a-8	yod par bstan pa'i chos rnam pa bcu zhes bya'o	yod_0 ba_4 ston_8 ba_14 chos_19 rnam_24 ba_29 'chu_32 zhes_36 byed_41 
K12D0555_H0513:20a-9	// gzhan yang rigs kyi bu /	gzhan_3 yang_9 rigs_14 kyi_19 bu_23 
K12D0555_H0513:20a-10	byang chub sems dpa' sems dpa' chen po rnams kyis	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 rnams_39 kyis_45 
K12D0555_H0513:20a-11	'di ltar yang chos rnam pa bcus de bzhin gshegs	'di_0 ltar_4 yang_9 chos_14 rnam_19 ba_24 'chu_27 de_32 bzhin_35 gshegs_41 
