K07D0045_H0045:1b-0	@1b [dd] #//	[dd]_4 
K07D0045_H0045:9b-12	pas bskal pa mtha' yas par yon tan mi zad	ba_0 bskal_4 ba_10 mtha'_13 yas_19 ba_23 yon_27 tan_31 mi_35 zad_38 
K07D0045_H0045:9b-13	par ston pa / ye shes kyi spyod yul rnam par dag pas nam mkha'i khams kyis klas pa /	ba_0 ston_4 ba_9 ye_14 shes_17 kyi_22 spyod_26 yul_32 rnam_36 ba_41 'dag_45 ba_49 nam_53 mkha_57 khams_64 kyis_70 klas_75 ba_80 
K07D0045_H0045:9b-14	bsam pa ji lta ba bzhin du 'gro ba'i lus gzugs kun tu ston pas gnas pa med pa /	bsam_0 ba_5 ji_8 lta_11 ba_15 bzhin_18 du_24 'gro_27 ba_32 lus_37 gzugs_41 kun_47 tu_51 ston_54 ba_59 gnas_63 ba_68 med_71 ba_75 
K07D0045_H0045:9b-15	sems can med pa dang ldan pas dbyings yongs su shes pas rab ri ba med pa /	sems_0 can_5 med_9 ba_13 dang_16 ldan_21 ba_26 dbyings_30 yongs_38 su_44 shes_47 ba_52 rab_56 ri_60 ba_63 med_66 ba_70 
K07D0045_H0045:9b-16	chos kyi dbyings thams cad 'od zer gyi dra bas	chos_0 kyi_5 dbyings_9 thams_17 cad_23 'od_27 zer_31 gyi_35 'dra_39 ba_43 
K07D0045_H0045:9b-17	rgyas par 'gengs pas shes rab nam mkha' lta bu	rgya_0 ba_6 'gengs_10 ba_17 shes_21 rab_26 nam_30 mkha'_34 lta_40 bu_44 
K07D0045_H0045:9b-18	sems shin tu zhi zhing rab tu zhi ba /	sems_0 shin_5 tu_10 zhi_13 zhing_17 rab_23 tu_27 zhi_30 ba_34 
K07D0045_H0045:9b-19	gzungs kyi rigs thams cad shes pa'i yul dang ldan pa /	gzungs_0 kyi_7 rigs_11 thams_16 cad_22 shes_26 ba_31 yul_36 dang_40 ldan_45 ba_50 
K07D0045_H0045:9b-20	ting nge 'dzin gyis pha rol gnon pa la 'jigs pa med pa /	ting_0 nge_5 'dzin_9 gyis_15 pha_20 rol_24 gnon_28 ba_33 la_36 'jigs_39 ba_45 med_48 ba_52 
K07D0045_H0045:9b-21	chos kyi dbyings gnas pa'i mthar thug pa'i mig can /	chos_0 kyi_5 dbyings_9 gnas_17 ba_22 mthar_27 thug_33 ba_38 mig_43 can_47 
K07D0045_H0045:10a-0	chos thams cad mi dmigs par gnas pa thob @10a *//	chos_0 thams_5 cad_11 mi_15 dmigs_18 ba_24 gnas_28 ba_33 'thob_36 
K07D0045_H0045:10a-1	pa; shes rab rgya mtsho mtha' yas pas rnam par rgyu ba /	pa;_0 shes_4 rab_9 rgya_13 mtsho_18 mtha'_24 yas_30 ba_34 rnam_38 ba_43 rgyu_47 ba_52 
K07D0045_H0045:10a-2	ye shes dam pa'i pha rol tu son pa /	ye_0 shes_3 dam_8 ba_12 pha_17 rol_21 tu_25 son_28 ba_32 
K07D0045_H0045:10a-3	shes rab kyi pha rol tu phyin pa thob pa /	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 'thob_33 ba_38 
K07D0045_H0045:10a-4	rdzu 'phrul gyi pha rol tu phyin pas 'gro ba /	rdzu_0 'phrul_5 gyi_12 pha_16 rol_20 tu_24 phyin_27 ba_33 'gro_37 ba_42 
K07D0045_H0045:10a-5	mchog thams cad kyi pha rol tu son pa /	mchog_0 thams_6 cad_12 kyi_16 pha_20 rol_24 tu_28 son_31 ba_35 
K07D0045_H0045:10a-6	ting nge 'dzin mchog la dbang thob pa sha stag go /	ting_0 nge_5 'dzin_9 mchog_15 la_21 dbang_24 'thob_30 ba_35 sha_38 stag_42 go_47 
K07D0045_H0045:10a-7	dge slong ma lnga brgya dang yang thabs gcig pa la 'di lta ste /	dge_0 slong_4 ma_10 lnga_13 brgya_18 dang_24 yang_29 thabs_34 gcig_40 ba_45 la_48 'di_51 lta_55 ste_59 
K07D0045_H0045:10a-8	go'u ta m'i skye dgu'i bdag mo chen mo dang /	go_0 ta_5 m_8 skye_12 dgu_17 bdag_23 mo_28 chen_31 mo_36 dang_39 
K07D0045_H0045:10a-9	dge slong ma bde ma dang /	dge_0 slong_4 ma_10 bde_13 ma_17 dang_20 
K07D0045_H0045:10a-10	dge slong ma autpa la'i mdog dang /	dge_0 slong_4 ma_10 autpa_13 la_19 mdog_24 dang_29 
K07D0045_H0045:10a-11	dge slong ma go'u ta m'i skem mo dang /	dge_0 slong_4 ma_10 go_13 ta_18 m_21 skem_25 mo_30 dang_33 
K07D0045_H0045:10a-12	sgra gcan zin gyi ma dge slong ma grags 'dzin	sgra_0 gcan_5 zin_10 gyi_14 ma_18 dge_21 slong_25 ma_31 grags_34 'dzin_40 
K07D0045_H0045:10a-13	la sogs pa dge slong ma lnga brgya dang thabs	la_0 sogs_3 ba_8 dge_11 slong_15 ma_21 lnga_24 brgya_29 dang_35 thabs_40 
K07D0045_H0045:10a-14	gcig go / dge bsnyen lnga brgya tsam dang yang thabs gcig pa la 'di lta ste /	gcig_0 go_5 dge_10 snyen_14 lnga_21 brgya_26 tsam_32 dang_37 yang_42 thabs_47 gcig_53 ba_58 la_61 'di_64 lta_68 ste_72 
K07D0045_H0045:10a-15	dge bsnyen gzi brjid bzang po dang /	dge_0 snyen_4 gzi_11 brjid_15 bzang_21 po_27 dang_30 
K07D0045_H0045:10a-16	sa'i gzi brjid dang /	sa_0 gzi_5 brjid_9 dang_15 
K07D0045_H0045:10a-17	shes rab 'od dang /	shes_0 rab_5 'od_9 dang_13 
K07D0045_H0045:10a-18	grags pa'i gzi brjid dang /	grags_0 ba_6 gzi_11 brjid_15 dang_21 
K07D0045_H0045:10a-19	grags pa mchog gi gzi brjid dang /	grags_0 ba_6 mchog_9 gi_15 gzi_18 brjid_22 dang_28 
K07D0045_H0045:10a-20	blo gros bzang dang /	blo_0 gros_4 bzang_9 dang_15 
K07D0045_H0045:10a-21	zla ba'i dpal dang /	zla_0 ba_4 dpal_9 dang_14 
K07D0045_H0045:10a-22	zla ba dga' dang /	zla_0 ba_4 dga'_7 dang_12 
K07D0045_H0045:10a-23	cher dga' dang /	cher_0 dga'_5 dang_10 
K07D0045_H0045:10a-24	sgra gcan bzang dang /	sgra_0 gcan_5 bzang_10 dang_16 
K07D0045_H0045:10a-25	cher bzang la sogs pa dge bsnyen lnga brgya dang thabs gcig go /	cher_0 bzang_5 la_11 sogs_14 ba_19 dge_22 snyen_26 lnga_33 brgya_38 dang_44 thabs_49 gcig_55 go_60 
K07D0045_H0045:10a-26	dge bsnyen ma lnga brgya tsam la 'di lta ste /	dge_0 snyen_4 ma_11 lnga_14 brgya_19 tsam_25 la_30 'di_33 lta_37 ste_41 
K07D0045_H0045:10a-27	dge bsnyen ma 'od chen dang /	dge_0 snyen_4 ma_11 'od_14 chen_18 dang_23 
K07D0045_H0045:10a-28	'od bzang dang /	'od_0 bzang_4 dang_10 
K07D0045_H0045:10a-29	lus bzang dang /	lus_0 bzang_4 dang_10 
K07D0045_H0045:10a-30	mngon dga' lus dang /	mngon_0 dga'_6 lus_11 dang_15 
K07D0045_H0045:10a-31	bzang mo dang; bzang dpal dang /	bzang_0 mo_6 dang;_9 bzang_15 dpal_21 dang_26 
K07D0045_H0045:10a-32	zla 'od dang /	zla_0 'od_4 dang_8 
K07D0045_H0045:10a-33	tog 'od dang /	tog_0 'od_4 dang_8 
K07D0045_H0045:10a-34	dpal 'od dang /	dpal_0 'od_5 dang_9 
K07D0045_H0045:10a-35	mig bzang la sogs pa dge bsnyen ma lnga brgya dang yang thabs gcig go /	mig_0 bzang_4 la_10 sogs_13 ba_18 dge_21 snyen_25 ma_32 lnga_35 brgya_40 dang_46 yang_51 thabs_56 gcig_62 go_67 
K07D0045_H0045:10a-36	de bzhin du lha dang /	de_0 bzhin_3 du_9 lha_12 dang_16 
K07D0045_H0045:10a-37	klu dang /	klu_0 dang_4 
K07D0045_H0045:10b-0	gnod @10b sbyin dang /	gnod_0 sbyin_10 dang_16 
K07D0045_H0045:10b-1	dri za dang /	'dri_0 za_4 dang_7 
K07D0045_H0045:10b-2	lha ma yin dang /	lha_0 ma_4 yin_7 dang_11 
K07D0045_H0045:10b-3	nam mkha' lding dang /	nam_0 mkha'_4 lding_10 dang_16 
K07D0045_H0045:10b-4	mi'am ci dang /	mi_0 ci_6 dang_9 
K07D0045_H0045:10b-5	lto 'phye chen po rnams kyis yongs su bskor cing	lto_0 'phye_4 chen_10 po_15 rnams_18 kyis_24 yongs_29 su_35 skor_38 cing_44 
K07D0045_H0045:10b-6	mdun gyis bltas nas bcom ldan 'das chos ston te	mdun_0 gyis_5 lta_10 nas_16 'joms_20 ldan_25 'da'_30 chos_35 ston_40 te_45 
K07D0045_H0045:10b-7	/ 'di lta ste; sdom pa gsum bstan pa zhes	'di_2 lta_6 ste;_10 sdom_15 ba_20 gsum_23 ston_28 ba_34 zhes_37 
K07D0045_H0045:10b-8	bya ba'i chos kyi sgo'i le'u yang dag par rab	byed_0 ba_4 chos_9 kyi_14 sgo_18 le_24 yang_29 'dag_34 ba_38 rab_42 
K07D0045_H0045:10b-9	/ tu ston to // de bzhin gshegs pa thams cad kyi yul /	tu_2 ston_5 to_10 de_16 bzhin_19 gshegs_25 ba_32 thams_35 cad_41 kyi_45 yul_49 
K07D0045_H0045:10b-10	byang chub sems dpa' spyod pa rab tu brjod pa'i	byang_0 chub_6 sems_11 dpa'_16 spyod_21 ba_27 rab_30 tu_34 rjod_37 ba_43 
K07D0045_H0045:10b-11	chos kyi dbyings kyi dkyil 'khor thams cad snang ba	chos_0 kyi_5 dbyings_9 kyi_17 dkyil_21 'khor_27 thams_33 cad_39 snang_43 ba_49 
K07D0045_H0045:10b-12	chos kyi dkyil 'khor thams cad yang dag par 'du	chos_0 kyi_5 dkyil_9 'khor_15 thams_21 cad_27 yang_31 'dag_36 ba_40 'du_44 
K07D0045_H0045:10b-13	bar snang ba / zhing gi dkyil 'khor thams cad rnam par sbyong ba'i rgyan /	ba_0 snang_4 ba_10 zhing_15 gi_21 dkyil_24 'khor_30 thams_36 cad_42 rnam_46 ba_51 sbyong_55 ba_62 rgyan_67 
K07D0045_H0045:10b-14	phas kyi rgol ba thams cad rnam par 'thor ba /	phas_0 kyi_5 rgol_9 ba_14 thams_17 cad_23 rnam_27 ba_32 'thor_36 ba_42 
K07D0045_H0045:10b-15	bdud kyi rtsod pa'i pha rol gyi dmag tshogs rab tu 'joms pa /	bdud_0 kyi_5 rtsod_9 ba_15 pha_20 rol_24 gyi_28 dmag_32 tshogs_37 rab_44 tu_48 'joms_51 ba_57 
K07D0045_H0045:10b-16	sems can gyi khams thams cad sim par byed pa /	sems_0 can_5 gyi_9 khams_13 thams_19 cad_25 sim_29 ba_33 byed_37 ba_42 
K07D0045_H0045:10b-17	sems can thams cad kyi sems kyi thibs po snang bar byed pa /	sems_0 can_5 thams_9 cad_15 kyi_19 sems_23 kyi_28 thibs_32 po_38 snang_41 ba_47 byed_51 ba_56 
K07D0045_H0045:10b-18	sems can thams cad kyi bsam pa ji lta ba bzhin du go bar byed pa /	sems_0 can_5 thams_9 cad_15 kyi_19 bsam_23 ba_28 ji_31 lta_34 ba_38 bzhin_41 du_47 go_50 ba_53 byed_57 ba_62 
K07D0045_H0045:10b-19	sems can thams cad kyi dbang po bzhin du 'khor lo bskor bar snang ba rab tu ston to //	sems_0 can_5 thams_9 cad_15 kyi_19 dbang_23 po_29 bzhin_32 du_38 'khor_41 lo_47 skor_50 ba_56 snang_60 ba_66 rab_69 tu_73 ston_76 to_81 
K07D0045_H0045:10b-20	de nas tshe dang ldan pa 'od srung chen po stan las langs te /	de_0 nas_3 tshe_7 dang_12 ldan_17 ba_22 'od_25 srung_29 chen_35 po_40 stan_43 las_48 ldang_52 te_58 
K07D0045_H0045:10b-21	bla gos phrag pa gcig tu bgos nas pus mo g-yas pa'i lha nga sa la btsugs te /	bla_0 gos_4 phrag_8 ba_14 gcig_17 tu_22 bgod_25 nas_30 pus_34 mo_38 g-yas_41 ba_47 lha_52 nga_56 sa_60 la_63 btsugs_66 te_73 
K07D0045_H0045:10b-22	bcom ldan 'das ga la ba de logs su thal	'joms_0 ldan_5 'da'_10 ga_15 la_18 ba_21 de_24 logs_27 su_32 thal_35 
K07D0045_H0045:10b-23	mo sbyar ba btud nas; bcom ldan 'das la 'di	mo_0 sbyor_3 ba_9 'dud_12 nas;_17 'joms_22 ldan_27 'da'_32 la_37 'di_40 
K07D0045_H0045:10b-24	skad ces gsol to //	skad_0 ces_5 gsol_9 to_14 
K07D0045_H0045:10b-25	bcom ldan 'das /	'joms_0 ldan_5 'da'_10 
K07D0045_H0045:10b-26	sems can gang dag sangs rgyas kyi chos tshol ba dang /	sems_0 can_5 gang_9 'dag_14 sangs_18 rgya_24 kyi_30 chos_34 tshol_39 ba_45 dang_48 
K07D0045_H0045:10b-27	sangs rgyas kyi stobs dang /	sangs_0 rgya_6 kyi_12 stobs_16 dang_22 
K07D0045_H0045:11a-0	mi 'jigs pa tshol ba de dag @11a *//	mi_0 'jigs_3 ba_9 tshol_12 ba_18 de_21 'dag_24 
K07D0045_H0045:11a-1	gis chos ji lta bu dag cig yang dag par blangs te gnas par bgyi /	gis_0 chos_4 ji_9 lta_12 bu_16 'dag_19 cig_23 yang_27 'dag_32 ba_36 blangs_40 te_47 gnas_50 ba_55 bgyid_59 
K07D0045_H0045:11a-2	de dag yongs su smin par 'gyur ba'i chos rnams ni ji lta bu zhig lags /	de_0 'dag_3 yongs_7 su_13 smin_16 ba_21 'gyur_25 ba_31 chos_36 rnams_41 ni_47 ji_50 lta_53 bu_57 'jig_60 lags_65 
K07D0045_H0045:11a-3	de dag bla na med par yang dag par rdzogs	de_0 'dag_3 bla_7 na_11 med_14 ba_18 yang_22 'dag_27 ba_31 rdzogs_35 
K07D0045_H0045:11a-4	pa'i byang chub las slar mi ldog cing thob par	ba_0 byang_5 chub_11 las_16 slar_20 mi_25 ldog_28 cing_33 'thob_38 ba_43 
K07D0045_H0045:11a-5	'gyur ba'i chos rnams ni ci lta bu zhig lags	'gyur_0 ba_6 chos_11 rnams_16 ni_22 ci_25 lta_28 bu_32 'jig_35 lags_40 
K07D0045_H0045:11a-6	/ de skad ces gsol pa dang /	de_2 skad_5 ces_10 gsol_14 ba_19 dang_22 
K07D0045_H0045:11a-7	bcom ldan 'das kyis tshe dang ldan pa 'od srung chen po la 'di skad ces bka' stsal to //	'joms_0 ldan_5 'da'_10 kyis_15 tshe_20 dang_25 ldan_30 ba_35 'od_38 srung_42 chen_48 po_53 la_56 'di_59 skad_63 ces_68 bka'_72 stsal_77 to_83 
K07D0045_H0045:11a-8	'od srung khyod skye bo mang po la phan pa dang /	'od_0 srung_4 khyod_10 skye_16 'bo_21 mang_24 po_29 la_32 phan_35 ba_40 dang_43 
K07D0045_H0045:11a-9	skye bo mang po la bde ba dang /	skye_0 'bo_5 mang_8 po_13 la_16 bde_19 ba_23 dang_26 
K07D0045_H0045:11a-10	'jig rten la snying brtse ba dang /	'jig_0 rten_5 la_10 snying_13 brtse_20 ba_26 dang_29 
K07D0045_H0045:11a-11	lha dang mi rnams kyi don dang /	lha_0 dang_4 mi_9 rnams_12 kyi_18 don_22 dang_26 
K07D0045_H0045:11a-12	phan pa dang bde ba'i phyir zhugs te /	phan_0 ba_5 dang_8 bde_13 ba_17 phyir_22 'jug_28 te_34 
K07D0045_H0045:11a-13	'di lta bu'i gnas dag 'dri bar sems pa ni /	'di_0 lta_4 bu_8 gnas_13 'dag_18 'bri_22 ba_27 sems_31 ba_36 ni_39 
K07D0045_H0045:11a-14	'od srung khyod legs so //	'od_0 srung_4 khyod_10 legs_16 so_21 
K07D0045_H0045:11a-15	legs so //	legs_0 so_5 
K07D0045_H0045:11a-16	'od srung /	'od_0 srung_4 
K07D0045_H0045:11a-17	de'i phyir legs par rab tu nyon la yid la zungs shig dang ngas bshad do //	de_0 phyir_5 legs_11 ba_16 rab_20 tu_24 nyon_27 la_32 yid_35 la_39 zungs_42 shig_48 dang_53 ngas_58 'chad_63 do_69 
K07D0045_H0045:11a-18	tshe dang ldan pa 'od srung chen po dang /	tshe_0 dang_5 ldan_10 ba_15 'od_18 srung_22 chen_28 po_33 dang_36 
K07D0045_H0045:11a-19	thams cad dang ldan pa'i 'khor des bcom ldan 'das kyi ltar mnyan pa dang /	thams_0 cad_6 dang_10 ldan_15 ba_20 'khor_25 des_31 'joms_35 ldan_40 'da'_45 kyi_50 ltar_54 nyan_59 ba_65 dang_68 
K07D0045_H0045:11a-20	bcom ldan 'das kyis de dag la 'di skad ces bka' stsal to //	'joms_0 ldan_5 'da'_10 kyis_15 de_20 'dag_23 la_27 'di_30 skad_34 ces_39 bka'_43 stsal_48 to_54 
K07D0045_H0045:11a-21	'od srung /	'od_0 srung_4 
K07D0045_H0045:11a-22	sems can gang dag sangs rgyas kyi ye shes tshol ba dang /	sems_0 can_5 gang_9 'dag_14 sangs_18 rgya_24 kyi_30 ye_34 shes_37 tshol_42 ba_48 dang_51 
K07D0045_H0045:11a-23	sangs rgyas kyi stobs dang /	sangs_0 rgya_6 kyi_12 stobs_16 dang_22 
K07D0045_H0045:11a-24	mi 'jigs pa tshol ba'i sems can de lta bu de dag gis /	mi_0 'jigs_3 ba_9 tshol_12 ba_18 sems_23 can_28 de_32 lta_35 bu_39 de_42 'dag_45 gis_49 
K07D0045_H0045:11a-25	de dag gang la brten nas dge ba'i rtsa ba	de_0 'dag_3 gang_7 la_12 rten_15 nas_21 dge_25 ba_29 rtsa_34 ba_39 
K07D0045_H0045:11a-26	rnams skye bar 'gyur ba'i chos gang yang mi dmigs	rnams_0 skye_6 ba_11 'gyur_15 ba_21 chos_26 gang_31 yang_36 mi_41 dmigs_44 
K07D0045_H0045:11a-27	so // 'od srung /	so_0 'od_6 srung_10 
K07D0045_H0045:11a-28	byang chub sems dpa' ji snyed pa 'di dag bla	byang_0 chub_6 sems_11 dpa'_16 ji_21 snyed_24 ba_30 'di_33 'dag_37 bla_41 
K07D0045_H0045:11b-0	na med pa yang dag par rdzogs pa'i @11b byang	na_0 med_3 ba_7 yang_10 'dag_15 ba_19 rdzogs_23 ba_30 byang_40 
K07D0045_H0045:11b-1	chub tshol zhing / sangs rgyas kyi chos rnams las 'dus byas gzhan par sems shing /	chub_0 tshol_5 zhing_11 sangs_19 rgya_25 kyi_31 chos_35 rnams_40 las_46 'du_50 byed_55 gzhan_60 ba_66 sems_70 shing_75 
K07D0045_H0045:11b-2	'dus ma byas las sangs rgyas kyi chos gzhan par sems la /	'du_0 ma_5 byed_8 las_13 sangs_17 rgya_23 kyi_29 chos_33 gzhan_38 ba_44 sems_48 la_53 
K07D0045_H0045:11b-3	sangs rgyas kyi chos rnams la sems shing 'du shes la spyod par 'gyur ram /	sangs_0 rgya_6 kyi_12 chos_16 rnams_21 la_27 sems_30 shing_35 'du_41 shes_45 la_50 spyod_53 ba_59 'gyur_63 ram_69 
K07D0045_H0045:11b-4	sangs rgyas kyi chos rnams la sems pa'o //	sangs_0 rgya_6 kyi_12 chos_16 rnams_21 la_27 sems_30 ba_35 
K07D0045_H0045:11b-5	snyam du shes na /	snyam_0 du_6 shes_9 na_14 
K07D0045_H0045:11b-6	shes pa de sangs rgyas kyi chos rnams las phyir log pa yin te /	shes_0 ba_5 de_8 sangs_11 rgya_17 kyi_23 chos_27 rnams_32 las_38 phyir_42 log_48 ba_52 yin_55 te_59 
K07D0045_H0045:11b-7	de dag ni bla na med pa yang dag par	de_0 'dag_3 ni_7 bla_10 na_14 med_17 ba_21 yang_24 'dag_29 ba_33 
K07D0045_H0045:11b-8	rdzogs pa'i byang chub la yang dag par zhugs pa	rdzogs_0 ba_7 byang_12 chub_18 la_23 yang_26 'dag_31 ba_35 'jug_39 ba_45 
K07D0045_H0045:11b-9	zhes mi bya'o // de ci'i phyir zhe na /	zhes_0 mi_5 byed_8 de_17 ci_20 phyir_25 zhe_31 na_35 
K07D0045_H0045:11b-10	sangs rgyas kyi chos su sems na /	sangs_0 rgya_6 kyi_12 chos_16 su_21 sems_24 na_29 
K07D0045_H0045:11b-11	de bdag tu 'dzin pa nyid yin pa'i phyir ro //	de_0 bdag_3 tu_8 'dzin_11 ba_17 nyid_20 yin_25 ba_29 phyir_34 ro_40 
K07D0045_H0045:11b-12	nyin gcig bzhin du sbyor bas de la brtson par byed na /	nyin_0 gcig_5 bzhin_10 du_16 sbyor_19 ba_25 de_29 la_32 brtson_35 ba_42 byed_46 na_51 
K07D0045_H0045:11b-13	de ni de'i bdag tu 'dzin pa yin te /	de_0 ni_3 de_6 bdag_11 tu_16 'dzin_19 ba_25 yin_28 te_32 
K07D0045_H0045:11b-14	'bral ba ma yin no //	'bral_0 ba_6 ma_9 yin_12 no_16 
K07D0045_H0045:11b-15	gang ma bral ba de sems pa'o //	gang_0 ma_5 'bral_8 ba_13 de_16 sems_19 ba_24 
K07D0045_H0045:11b-16	gang sems pa dang /	gang_0 sems_5 ba_10 dang_13 
K07D0045_H0045:11b-17	gang gis sems pa dang /	gang_0 gis_5 sems_9 ba_14 dang_17 
K07D0045_H0045:11b-18	gang la sems pa de rnam par nyams pa'o //	gang_0 la_5 sems_8 ba_13 de_16 rnam_19 ba_24 nyams_28 ba_34 
K07D0045_H0045:11b-19	gang rnam par nyams pa de rnam par rgyug go /	gang_0 rnam_5 ba_10 nyams_14 ba_20 de_23 rnam_26 ba_31 rgyug_35 go_41 
K07D0045_H0045:11b-20	gang rnam par rgyug pa de kun du rgyug go /	gang_0 rnam_5 ba_10 rgyug_14 ba_20 de_23 kun_26 du_30 rgyug_33 go_39 
K07D0045_H0045:11b-21	gang kun du rgyug pa de rjes su 'gro'o //	gang_0 kun_5 du_9 rgyug_12 ba_18 de_21 rjes_24 su_29 'gro_32 
K07D0045_H0045:11b-22	gang rjes su 'gro ba de rtog go /	gang_0 rjes_5 su_10 'gro_13 ba_18 de_21 rtogs_24 go_29 
K07D0045_H0045:11b-23	gang rtog pa de rnam par rtog go /	gang_0 rtogs_5 ba_10 de_13 rnam_16 ba_21 rtogs_25 go_30 
K07D0045_H0045:11b-24	gang rnam par rtog pa de rab tu rtog go /	gang_0 rnam_5 ba_10 rtogs_14 ba_19 de_22 rab_25 tu_29 rtogs_32 go_37 
K07D0045_H0045:11b-25	gang rab tu rtog pa de kun du rtog go /	gang_0 rab_5 tu_9 rtogs_12 ba_17 de_20 kun_23 du_27 rtogs_30 go_35 
K07D0045_H0045:11b-26	gang kun du rtog pa de ma zhi ba'o //	gang_0 kun_5 du_9 rtogs_12 ba_17 de_20 ma_23 zhi_26 ba_30 
K07D0045_H0045:11b-27	gang ma zhi ba de g-yon phyogs pa'o //	gang_0 ma_5 zhi_8 ba_12 de_15 g-yon_18 phyogs_24 ba_31 
K07D0045_H0045:11b-28	gang g-yon phyogs pa de 'khyam pa'o //	gang_0 g-yon_5 phyogs_11 ba_18 de_21 'khyam_24 ba_31 
K07D0045_H0045:11b-29	gang 'khyam pa de phongs pa'o //	gang_0 'khyam_5 ba_12 de_15 'phong_18 ba_25 
K07D0045_H0045:11b-30	cis phongs she na /	cis_0 'phong_4 she_11 na_15 
K07D0045_H0045:11b-31	bde bas phongs so //	bde_0 ba_4 'phong_8 so_15 
K07D0045_H0045:11b-32	bde ba gang zhe na /	bde_0 ba_4 gang_7 zhe_12 na_16 
K07D0045_H0045:12a-0	@12a *// gang la kun du rtog pa med pa de bde ba'o //	gang_9 la_14 kun_17 du_21 rtogs_24 ba_29 med_32 ba_36 de_39 bde_42 ba_46 
K07D0045_H0045:12a-1	gang phongs pa de skyon can no //	gang_0 'phong_5 ba_12 de_15 skyon_18 can_24 no_28 
K07D0045_H0045:12a-2	skyon can gang yin pa de nye bar 'gro ba'o //	skyon_0 can_6 gang_10 yin_15 ba_19 de_22 nye_25 ba_29 'gro_33 ba_38 
K07D0045_H0045:12a-3	gang nye bar 'gro ba de bag la nyal lo //	gang_0 nye_5 ba_9 'gro_13 ba_18 de_21 bag_24 la_28 nyal_31 lo_36 
K07D0045_H0045:12a-4	bag la nyal ba gang yin pa de mtshams sbyor ba'o //	bag_0 la_4 nyal_7 ba_12 gang_15 yin_20 ba_24 de_27 mtshams_30 sbyor_38 ba_44 
K07D0045_H0045:12a-5	gang mtshams sbyor ba de rnam par mtshams sbyor ba'o //	gang_0 mtshams_5 sbyor_13 ba_19 de_22 rnam_25 ba_30 mtshams_34 sbyor_42 ba_48 
K07D0045_H0045:12a-6	gang rnam par mtshams sbyor ba de yongs su mtshams sbyor ba'o //	gang_0 rnam_5 ba_10 mtshams_14 sbyor_22 ba_28 de_31 yongs_34 su_40 mtshams_43 sbyor_51 ba_57 
K07D0045_H0045:12a-7	gang yongs su mtshams sbyor ba de rnam par smra ba'o //	gang_0 yongs_5 su_11 mtshams_14 sbyor_22 ba_28 de_31 rnam_34 ba_39 smra_43 ba_48 
K07D0045_H0045:12a-8	gang rnam par smra ba de smra ba lkugs pa'o //	gang_0 rnam_5 ba_10 smra_14 ba_19 de_22 smra_25 ba_30 lkugs_33 ba_39 
K07D0045_H0045:12a-9	gang smra ba lkugs pa de mya ngan byed pa'o //	gang_0 smra_5 ba_10 lkugs_13 ba_19 de_22 mya_25 ngan_29 byed_34 ba_39 
K07D0045_H0045:12a-10	gang mya ngan byed pa de tshig par byed pa'o; ;gang tshig par byed pa de nyams pa ste /	gang_0 mya_5 ngan_9 byed_14 ba_19 de_22 tshig_25 ba_31 byed_35 pa;_40 ;gang_46 tshig_52 ba_58 byed_62 ba_67 de_70 nyams_73 ba_79 ste_82 
K07D0045_H0045:12a-11	yid du 'ong ba dang /	yid_0 du_4 'ong_7 ba_12 dang_15 
K07D0045_H0045:12a-12	yid du mi 'ong ba'i chos shes gang la gnas pa'i dra ba can no //	yid_0 du_4 mi_7 'ong_10 ba_15 chos_20 shes_25 gang_30 la_35 gnas_38 ba_43 'dra_48 ba_52 can_55 no_59 
K07D0045_H0045:12a-13	'di la chos gang yang gnas pa med mod kyi /	'di_0 la_4 chos_7 gang_12 yang_17 gnas_22 ba_27 med_30 mod_34 kyi_38 
K07D0045_H0045:12a-14	'on kyang 'du shes kyi rgyun gyis 'du shes bcings shing /	'on_0 kyang_4 'du_10 shes_14 kyi_19 rgyun_23 gyis_29 'du_34 shes_38 'ching_43 shing_50 
K07D0045_H0045:12a-15	'du shes bcings pas 'du shes kyi rgyun te /	'du_0 shes_4 'ching_9 ba_16 'du_20 shes_24 kyi_29 rgyun_33 te_39 
K07D0045_H0045:12a-16	des na 'du shes kyis bcings pa zhes bya'o //	des_0 na_4 'du_7 shes_11 kyis_16 'ching_21 ba_28 zhes_31 byed_36 
K07D0045_H0045:12a-17	ma byung ba'i gnas ni 'dod chags kyi gnas /	ma_0 'byung_3 ba_9 gnas_14 ni_19 'dod_22 chags_27 kyi_33 gnas_37 
K07D0045_H0045:12a-18	khro ba'i gnas /	khro_0 ba_5 gnas_10 
K07D0045_H0045:12a-19	zhe sdang gi gnas /	zhe_0 sdang_4 gi_10 gnas_13 
K07D0045_H0045:12a-20	gti mug gi gnas te /	gti_0 mug_4 gi_8 gnas_11 te_16 
K07D0045_H0045:12a-21	yang dag pa ma yin pa'i kun rtog pa la rtog /	yang_0 'dag_5 ba_9 ma_12 yin_15 ba_19 kun_24 rtogs_28 ba_33 la_36 rtogs_39 
K07D0045_H0045:12a-22	rnam par rtog /	rnam_0 ba_5 rtogs_9 
K07D0045_H0045:12a-23	dpyod /	dpyod_0 
K07D0045_H0045:12a-24	rnam par dpyod pas de'i phyir /	rnam_0 ba_5 dpyod_9 ba_15 de_19 phyir_24 
