K08D0044_H0094:1b-0	@1b [dd] #//	[dd]_4 
K08D0044_H0094:99b-5	gsung dbyangs gcig las mtha' yas mdo yi rnams //	gsung_0 dbyangs_6 gcig_14 las_19 mtha'_23 yas_29 mdo_33 yi_37 rnams_40 
K08D0044_H0094:99b-6	rgya mtsho dag kyang sangs rgyas shin tu ston //	rgya_0 mtsho_5 'dag_11 kyang_15 sangs_21 rgya_27 shin_33 tu_38 ston_41 
K08D0044_H0094:99b-7	'gro kun yid bzhin chos kyi char 'bebs kyi //	'gro_0 kun_5 yid_9 bzhin_13 chos_19 kyi_24 char_28 'bebs_33 kyi_39 
K08D0044_H0094:99b-8	rkang gnyis gtso bo de la bltar yang deng //	rkang_0 gnyis_6 gtso_12 'bo_17 de_20 la_23 bltar_26 yang_32 deng_37 
K08D0044_H0094:99b-9	dus gsum rgyal ba'i smon lam gang yod pa //	dus_0 gsum_4 rgyal_9 ba_15 smon_20 lam_25 gang_29 yod_34 ba_38 
K08D0044_H0094:99b-10	skad cig thugs la de dag mngon sum ste //	skad_0 cig_5 thugs_9 la_15 de_18 'dag_21 mngon_25 sum_31 ste_35 
K08D0044_H0094:99b-11	rgyal ba byang chub shing drung ston mdzad kyi //	rgyal_0 ba_6 byang_9 chub_15 shing_20 drung_26 ston_32 mdzad_37 kyi_43 
K08D0044_H0094:99b-12	rgyal ba'i drung du smyur te 'dod bar gyis //	rgyal_0 ba_6 drung_11 du_17 smyur_20 te_26 'dod_29 ba_34 gyis_38 
K08D0044_H0094:99b-13	sangs rgyas rnam par snang mdzad ye shes mtsho //	sangs_0 rgya_6 rnam_12 ba_17 snang_21 mdzad_27 ye_33 shes_36 mtsho_41 
K08D0044_H0094:99b-14	'od zer kun gyi sgo nas rab tu snang //	'od_0 zer_4 kun_8 gyi_12 sgo_16 nas_20 rab_24 tu_28 snang_31 
K08D0044_H0094:99b-15	de yi chos nyid ji ltar ji 'dra de dag ltos //	de_0 yi_3 chos_6 nyid_11 ji_16 ltar_19 ji_24 'dra_27 de_32 'dag_35 ltos_39 
K08D0044_H0094:99b-16	sangs rgyas 'gro kun mngon sum chos ston to //	sangs_0 rgya_6 'gro_12 kun_17 mngon_21 sum_27 chos_31 ston_36 to_41 
K08D0044_H0094:99b-17	de'i tshe 'jig rten gyi khams rgya mtsho de dag	de_0 tshe_5 'jig_10 rten_15 gyi_20 khams_24 rgya_30 mtsho_35 de_41 'dag_44 
K08D0044_H0094:99b-18	nas de bzhin gshegs pa'i 'od zer gyis yang dag	nas_0 de_4 bzhin_7 gshegs_13 ba_20 'od_25 zer_29 gyis_33 yang_38 'dag_43 
K08D0044_H0094:99b-19	par bskul ba'i rnams byang chub sems dpa' rang rang	ba_0 skul_4 ba_10 rnams_15 byang_21 chub_27 sems_32 dpa'_37 rang_42 rang_47 
K08D0044_H0094:99b-20	gi 'khor gyi dkyil 'khor rgya mtsho dang lhan cig	gi_0 'khor_3 gyi_9 dkyil_13 'khor_19 rgya_25 mtsho_30 dang_36 lhan_41 cig_46 
K08D0044_H0094:99b-21	tu 'phags te / bcom ldan 'das de bzhin gshegs	tu_0 'phag_3 te_10 'joms_15 ldan_20 'da'_25 de_30 bzhin_33 gshegs_39 
K08D0044_H0094:99b-22	pa rnam par snang mdzad gang na ba der 'ongs	ba_0 rnam_3 ba_8 snang_12 mdzad_18 gang_24 na_29 ba_32 der_35 'ongs_39 
K08D0044_H0094:99b-23	tu 'phags te / par gyur te / 'di ltar	tu_0 'phag_3 te_10 ba_15 gyur_19 te_24 'di_29 ltar_33 
K08D0044_H0094:99b-24	'jig rten gyi khams rgya mtsho gzhi dang snying po	'jig_0 rten_5 gyi_10 khams_14 rgya_20 mtsho_25 gzhi_31 dang_36 snying_41 po_48 
K08D0044_H0094:99b-25	me tog gi rgyan gyis brgyan pa 'di dang 'dabs	me_0 tog_3 gi_7 rgyan_10 gyis_16 rgyan_21 ba_28 'di_31 dang_35 'dabs_40 
K08D0044_H0094:99b-26	tu 'phags te / par gyur te / chags su	tu_0 'phag_3 te_10 ba_15 gyur_19 te_24 chags_29 su_35 
K08D0044_H0094:100a-0	@100a *// shar phyogs logs na 'jig rten gyi khams	'char_10 phyogs_15 logs_22 na_27 'jig_30 rten_35 gyi_40 khams_44 
K08D0044_H0094:100a-1	rgya mtsho padmo'i dpal dri ma med par snang ba'i	rgya_0 mtsho_5 padmo_11 dpal_19 'dri_24 ma_28 med_31 ba_35 snang_39 ba_45 
K08D0044_H0094:100a-2	rgyan ces bya ba yod de /	rgyan_0 ces_6 byed_10 ba_14 yod_17 de_21 
K08D0044_H0094:100a-3	'jig rten gyi khams bar ma'i rgyud de dag las	'jig_0 rten_5 gyi_10 khams_14 ba_20 ma_24 brgyud_29 de_35 'dag_38 las_42 
K08D0044_H0094:100a-4	'jig rten gyi khams rin po che'i phreng ba rdo	'jig_0 rten_5 gyi_10 khams_14 rin_20 po_24 che_27 phreng_33 ba_40 rdo_43 
K08D0044_H0094:100a-5	rje'i snying po zhes bya ba na de bzhin gshegs	rje_0 snying_6 po_13 zhes_16 byed_21 ba_25 na_28 de_31 bzhin_34 gshegs_40 
K08D0044_H0094:100a-6	pa'i chos kyi chu bo rnam par sangs rgyas pa	ba_0 chos_5 kyi_10 chu_14 'bo_18 rnam_21 ba_26 sangs_30 rgya_36 ba_42 
K08D0044_H0094:100a-7	/ nam mkha' mtha' yas pa'i rgyal po bzhugs pa'i	nam_2 mkha'_6 mtha'_12 yas_18 ba_22 rgyal_27 po_33 bzhugs_36 ba_43 
K08D0044_H0094:100a-8	'khor gyi dkyil 'khor rgya mtsho nas byang chub sems	'khor_0 gyi_6 dkyil_10 'khor_16 rgya_22 mtsho_27 nas_33 byang_37 chub_43 sems_48 
K08D0044_H0094:100a-9	dpa' chos kyi dpal padmo rnam par lta ba'i rgyal	dpa'_0 chos_5 kyi_10 dpal_14 padmo_19 rnam_25 ba_30 lta_34 ba_38 rgyal_43 
K08D0044_H0094:100a-10	mtshan zhes bya ba byang chub sems dpa' 'jig rten	mtshan_0 zhes_7 byed_12 ba_16 byang_19 chub_25 sems_30 dpa'_35 'jig_40 rten_45 
K08D0044_H0094:100a-11	gyi khams rgya mtsho'i rdul shin tu phra ba snyed	gyi_0 khams_4 rgya_10 mtsho_15 rdul_23 shin_28 tu_33 phra_36 ba_41 snyed_44 
K08D0044_H0094:100a-12	dang lhan cig tu 'khor gyi dkyil 'khor rgya mtsho	dang_0 lhan_5 cig_10 tu_14 'khor_17 gyi_23 dkyil_27 'khor_33 rgya_39 mtsho_44 
K08D0044_H0094:100a-13	de nas 'phags te bcom ldan 'das gang na ba	de_0 nas_3 'phag_7 te_14 'joms_17 ldan_22 'da'_27 gang_32 na_37 ba_40 
K08D0044_H0094:100a-14	der 'ong bar gyur te /	der_0 'ong_4 ba_9 gyur_13 te_18 
K08D0044_H0094:100a-15	byang chub sems dpa'i lus kyi sprin bcus nam mkha'	byang_0 chub_6 sems_11 dpa_16 lus_22 kyi_26 sprin_30 'chu_36 nam_41 mkha'_45 
K08D0044_H0094:100a-16	kun nas yog par byin gyis rlob cing rin po	kun_0 nas_4 yog_8 ba_12 byin_16 gyis_21 rlob_26 cing_31 rin_36 po_40 
K08D0044_H0094:100a-17	che'i char gyi 'od zer padmo'i sprin bcus nam mkha'	che_0 char_6 gyi_11 'od_15 zer_19 padmo_23 sprin_31 'chu_37 nam_42 mkha'_46 
K08D0044_H0094:100a-18	kun nas yog par byin gyis brlabs pa dang /	kun_0 nas_4 yog_8 ba_12 byin_16 gyis_21 brlabs_26 ba_33 dang_36 
K08D0044_H0094:100a-19	rin po che'i ri bo'i zom gyi sprin bcus nam	rin_0 po_4 che_7 ri_13 'bo_16 zom_21 gyi_25 sprin_29 'chu_35 nam_40 
K08D0044_H0094:100a-20	mkha' kun nas yog par byin gyis brlabs pa dang	mkha'_0 kun_6 nas_10 yog_14 ba_18 byin_22 gyis_27 brlabs_32 ba_39 dang_42 
K08D0044_H0094:100a-21	/ nyi ma'i 'khor lo'i lus kyi dkyil 'khor gyi	nyi_2 ma_6 'khor_11 lo_17 lus_22 kyi_26 dkyil_30 'khor_36 gyi_42 
K08D0044_H0094:100a-22	sprin bcus nam mkha' kun nas yog par byin gyis	sprin_0 'chu_6 nam_11 mkha'_15 kun_21 nas_25 yog_29 ba_33 byin_37 gyis_42 
K08D0044_H0094:100a-23	/ brlabs pa dang / rin po che'i me tog	brlabs_2 ba_9 dang_12 rin_19 po_23 che_26 me_32 tog_35 
K08D0044_H0094:100b-0	gi phreng ba'i sprin bcus nam mkha' kun @100b nas	gi_0 phreng_3 ba_10 sprin_15 'chu_21 nam_26 mkha'_30 kun_36 nas_46 
K08D0044_H0094:100b-1	yog par byin gyis brlabs pa dang /	yog_0 ba_4 byin_8 gyis_13 brlabs_18 ba_25 dang_28 
K08D0044_H0094:100b-2	sil snyan sgra thams cad 'byin pa'i sprin bcus nam	sil_0 snyan_4 sgra_10 thams_15 cad_21 'byin_25 ba_31 sprin_36 'chu_42 nam_47 
K08D0044_H0094:100b-3	mkha' kun nas yog par byin gyis brlabs pa dang	mkha'_0 kun_6 nas_10 yog_14 ba_18 byin_22 gyis_27 brlabs_32 ba_39 dang_42 
K08D0044_H0094:100b-4	/ phye ma'i shing gi mdzod kyi sprin bcus nam	'byed_2 ma_7 shing_12 gi_18 mdzod_21 kyi_27 sprin_31 'chu_37 nam_42 
K08D0044_H0094:100b-5	mkha' kun nas yog par byin gyis brlabs pa dang	mkha'_0 kun_6 nas_10 yog_14 ba_18 byin_22 gyis_27 brlabs_32 ba_39 dang_42 
K08D0044_H0094:100b-6	/ / spos dang /	spros_4 dang_9 
K08D0044_H0094:100b-7	bdug spos gzugs thams cad yongs su ston pa'i sprin	bdug_0 spros_5 gzugs_10 thams_16 cad_22 yongs_26 su_32 ston_35 ba_40 sprin_45 
K08D0044_H0094:100b-8	bcus nam mkha' kun nas yog par byin gyis brlabs	'chu_0 nam_5 mkha'_9 kun_15 nas_19 yog_23 ba_27 byin_31 gyis_36 brlabs_41 
K08D0044_H0094:100b-9	pa dang / spos thams cad kyi shing gi sprin	ba_0 dang_3 spros_10 thams_15 cad_21 kyi_25 shing_29 gi_35 sprin_38 
K08D0044_H0094:100b-10	bcus nam mkha' kun nas yog par byin gyis brlabs	'chu_0 nam_5 mkha'_9 kun_15 nas_19 yog_23 ba_27 byin_31 gyis_36 brlabs_41 
K08D0044_H0094:100b-11	pa dang / pa dang / de dag la sogs	ba_0 dang_3 ba_10 dang_13 de_20 'dag_23 la_27 sogs_30 
K08D0044_H0094:100b-12	pa mchod pa'i sprin 'jig rten gyi khams rgya mtsho'i	ba_0 mchod_3 ba_9 sprin_14 'jig_20 rten_25 gyi_30 khams_34 rgya_40 mtsho_45 
K08D0044_H0094:100b-13	rdul shin tu phra ba snyed kyis nam mkha' kun	rdul_0 shin_5 tu_10 phra_13 ba_18 snyed_21 kyis_27 nam_32 mkha'_36 kun_42 
K08D0044_H0094:100b-14	nas yog par byin gyis brlabs par byed cing /	nas_0 yog_4 ba_8 byin_12 gyis_17 brlabs_22 ba_29 byed_33 cing_38 
K08D0044_H0094:100b-15	bcom ldan 'das gang na ba der phyin te bcom	'joms_0 ldan_5 'da'_10 gang_15 na_20 ba_23 der_26 phyin_30 te_36 'joms_39 
K08D0044_H0094:100b-16	ldan 'das la phyag 'tshal nas shar phyogs su brten	ldan_0 'da'_5 la_10 phyag_13 'tshal_19 nas_26 'char_30 phyogs_35 su_42 rten_45 
K08D0044_H0094:100b-17	te me tog snang ba sna tshogs kyi snying po	te_0 me_3 tog_6 snang_10 ba_16 sna_19 tshogs_23 kyi_30 snying_34 po_41 
K08D0044_H0094:100b-18	can gyi sengge'i khri mngon par sprul nas skyil mo	can_0 gyi_4 sengge_8 khri_17 mngon_22 ba_28 sprul_32 nas_38 skyil_42 mo_48 
K08D0044_H0094:100b-19	krung bcas te 'khod par gyur to //	krung_0 'cha'_6 te_11 'khod_14 ba_20 gyur_24 to_29 
K08D0044_H0094:100b-20	de nas yang 'jig rten gyi khams rgya mtsho 'di	de_0 nas_3 yang_7 'jig_12 rten_17 gyi_22 khams_26 rgya_32 mtsho_37 'di_43 
K08D0044_H0094:100b-21	dang 'dabs chags su lho phyogs logs na 'jig rten	dang_0 'dabs_5 chags_11 su_17 lho_20 phyogs_24 logs_31 na_36 'jig_39 rten_44 
K08D0044_H0094:100b-22	gyi khams rgya mtsho rin po che thams cad snang	gyi_0 khams_4 rgya_10 mtsho_15 rin_21 po_25 che_28 thams_32 cad_38 snang_42 
K08D0044_H0094:100b-23	bas rnam par brgyan pa'i snying po zhes bya ba	ba_0 rnam_4 ba_9 rgyan_13 ba_20 snying_25 po_32 zhes_35 byed_40 ba_44 
K08D0044_H0094:100b-24	yod de / 'jig rten gyi khams bar ma'i rgyud	yod_0 de_4 'jig_9 rten_14 gyi_19 khams_23 ba_29 ma_33 brgyud_38 
K08D0044_H0094:100b-25	de dag las 'jig rten gyi khams 'od mtha' yas	de_0 'dag_3 las_7 'jig_11 rten_16 gyi_21 khams_25 'od_31 mtha'_35 yas_41 
K08D0044_H0094:100b-26	pa'i dkyil 'khor gyi rgyan na de bzhin gshegs pa	ba_0 dkyil_5 'khor_11 gyi_17 rgyan_21 na_27 de_30 bzhin_33 gshegs_39 ba_46 
K08D0044_H0094:100b-27	kun nas mkhyen pa'i 'od dpal gyi ri'i rgyal po	kun_0 nas_4 mkhyen_8 ba_15 'od_20 dpal_24 gyi_29 ri_33 rgyal_38 po_44 
K08D0044_H0094:100b-28	bzhugs pa'i 'khor gyi dkyil 'khor rgya mtsho nas byang	bzhugs_0 ba_7 'khor_12 gyi_18 dkyil_22 'khor_28 rgya_34 mtsho_39 nas_45 byang_49 
K08D0044_H0094:101a-0	yod de / @101a *// chub sems dpa' chos rgya	yod_0 de_4 chub_19 sems_24 dpa'_29 chos_34 rgya_39 
K08D0044_H0094:101a-1	mtsho rnam par snang ba'i blo gros zhes bya ba	mtsho_0 rnam_6 ba_11 snang_15 ba_21 blo_26 gros_30 zhes_35 byed_40 ba_44 
K08D0044_H0094:101a-0	yod de / @101a *// / byang chub sems dpa'	yod_0 de_4 byang_21 chub_27 sems_32 dpa'_37 
K08D0044_H0094:101a-1	'jig rten gyi khams rgya mtsho'i rdul shin tu phra	'jig_0 rten_5 gyi_10 khams_14 rgya_20 mtsho_25 rdul_33 shin_38 tu_43 phra_46 
K08D0044_H0094:101a-2	ba snyed dang lhan cig tu 'khor gyi dkyil 'khor	ba_0 snyed_3 dang_9 lhan_14 cig_19 tu_23 'khor_26 gyi_32 dkyil_36 'khor_42 
K08D0044_H0094:101a-3	de nas 'phags te /	de_0 nas_3 'phag_7 te_14 
K08D0044_H0094:101a-4	bcom ldan 'das gang na ba der 'ong bar 'gyur te /	'joms_0 ldan_5 'da'_10 gang_15 na_20 ba_23 der_26 'ong_30 ba_35 'gyur_39 te_45 
K08D0044_H0094:101a-5	nor bu'i rgyal po rgyan gyi yul thams cad kyis	nor_0 bu_4 rgyal_9 po_15 rgyan_18 gyi_24 yul_28 thams_32 cad_38 kyis_42 
K08D0044_H0094:101a-6	rnam par gsal bar byas pa'i snying po'i sprin bcus	rnam_0 ba_5 gsal_9 ba_14 byed_18 ba_23 snying_28 po_35 sprin_40 'chu_46 
K08D0044_H0094:101a-7	nam mkha' kun nas yog par byin gyis rlob cing	nam_0 mkha'_4 kun_10 nas_14 yog_18 ba_22 byin_26 gyis_31 rlob_36 cing_41 
K08D0044_H0094:101a-8	/ nor bu'i rgyal po kun nas snang ba rin	nor_2 bu_6 rgyal_11 po_17 kun_20 nas_24 snang_28 ba_34 rin_37 
K08D0044_H0094:101a-9	po che'i rgyan gyi sprin bcus nam mkha' kun nas	po_0 che_3 rgyan_9 gyi_15 sprin_19 'chu_25 nam_30 mkha'_34 kun_40 nas_44 
K08D0044_H0094:101a-10	yog par byin gyis brlabs pa dang /	yog_0 ba_4 byin_8 gyis_13 brlabs_18 ba_25 dang_28 
K08D0044_H0094:101a-11	nor bu'i rgyal po rin po che 'od 'phro ba rab tu 'bar zhing /	nor_0 bu_4 rgyal_9 po_15 rin_18 po_22 che_25 'od_29 'phro_33 ba_39 rab_42 tu_46 'bar_49 zhing_54 
K08D0044_H0094:101a-12	sangs rgyas kyi mtshan shin tu sgrog pa'i sprin bcus	sangs_0 rgya_6 kyi_12 mtshan_16 shin_23 tu_28 sgrog_31 ba_37 sprin_42 'chu_48 
K08D0044_H0094:101a-13	nam mkha' kun nas yog par byin gyis brlabs pa	nam_0 mkha'_4 kun_10 nas_14 yog_18 ba_22 byin_26 gyis_31 brlabs_36 ba_43 
K08D0044_H0094:101a-14	dang / nor bu'i rgyal po kun nas sgra 'byin	dang_0 nor_7 bu_11 rgyal_16 po_22 kun_25 nas_29 sgra_33 'byin_38 
K08D0044_H0094:101a-15	cing sangs rgyas kyi chos thams cad sgrog pa'i sprin	cing_0 sangs_5 rgya_11 kyi_17 chos_21 thams_26 cad_32 sgrog_36 ba_42 sprin_47 
K08D0044_H0094:101a-16	bcus nam mkha' kun nas yog par byin gyis brlabs	'chu_0 nam_5 mkha'_9 kun_15 nas_19 yog_23 ba_27 byin_31 gyis_36 brlabs_41 
K08D0044_H0094:101a-17	dang / pa dang / nor bu'i rgyal po shing	dang_0 ba_7 dang_10 nor_17 bu_21 rgyal_26 po_32 shing_35 
K08D0044_H0094:101a-18	gi yal ga sna tshogs kyis snying po byang chub	gi_0 yal_3 ga_7 sna_10 tshogs_14 kyis_21 snying_26 po_33 byang_36 chub_42 
K08D0044_H0094:101a-19	kyi rgyan byed pa'i sprin bcus nam mkha' kun nas	kyi_0 rgyan_4 byed_10 ba_15 sprin_20 'chu_26 nam_31 mkha'_35 kun_41 nas_45 
K08D0044_H0094:101a-20	yog par byin gyis brlabs pa dang /	yog_0 ba_4 byin_8 gyis_13 brlabs_18 ba_25 dang_28 
K08D0044_H0094:101a-21	nor bu'i rgyal po sgo kun nas rin po che'i 'od zer dang /	nor_0 bu_4 rgyal_9 po_15 sgo_18 kun_22 nas_26 rin_30 po_34 che_37 'od_43 zer_47 dang_51 
K08D0044_H0094:101a-22	sangs rgyas kyi sprul pas snang bar byed pa'i sprin	sangs_0 rgya_6 kyi_12 sprul_16 ba_22 snang_26 ba_32 byed_36 ba_41 sprin_46 
K08D0044_H0094:101a-23	bcus nam mkha' kun nas yog par byin gyis brlabs	'chu_0 nam_5 mkha'_9 kun_15 nas_19 yog_23 ba_27 byin_31 gyis_36 brlabs_41 
K08D0044_H0094:101a-24	pa dang / nor bu'i rgyal po rgyan thams cad	ba_0 dang_3 nor_10 bu_14 rgyal_19 po_25 rgyan_28 thams_34 cad_40 
K08D0044_H0094:101b-0	dang ma 'dres par 'khor gyi dkyil 'khor du @101b	dang_0 ma_5 'dre_8 ba_14 'khor_18 gyi_24 dkyil_28 'khor_34 du_40 
K08D0044_H0094:101b-1	gzugs brnyan ston pa'i sprin bcus nam mkha' kun nas	gzugs_0 rnyan_6 ston_13 ba_18 sprin_23 'chu_29 nam_34 mkha'_38 kun_44 nas_48 
K08D0044_H0094:101b-2	yog par byin gyis brlabs pa dang /	yog_0 ba_4 byin_8 gyis_13 brlabs_18 ba_25 dang_28 
K08D0044_H0094:101b-3	nor bu'i rgyal po 'od 'phro shin tu sdug pa'i	nor_0 bu_4 rgyal_9 po_15 'od_18 'phro_22 shin_28 tu_33 sdug_36 ba_41 
K08D0044_H0094:101b-4	sgron mas sangs rgyas thams cad kyi yul rjes su	sgron_0 mas_6 sangs_10 rgya_16 thams_22 cad_28 kyi_32 yul_36 rjes_40 su_45 
K08D0044_H0094:101b-5	sgrog pa'i sprin bcus nam mkha' kun nas yog par	sgrog_0 ba_6 sprin_11 'chu_17 nam_22 mkha'_26 kun_32 nas_36 yog_40 ba_44 
K08D0044_H0094:101b-6	byin gyis brlabs pa dang /	byin_0 gyis_5 brlabs_10 ba_17 dang_20 
K08D0044_H0094:101b-7	nor bu'i rgyal po sangs rgyas kyi zhing bsam gyis mi khyab pa dang /	nor_0 bu_4 rgyal_9 po_15 sangs_18 rgya_24 kyi_30 zhing_34 bsam_40 gyis_45 mi_50 khyab_53 ba_59 dang_62 
K08D0044_H0094:101b-8	de bzhin gshegs pa'i gzhal med khang gi gzugs brnyan	de_0 bzhin_3 gshegs_9 ba_16 'jal_21 med_27 khang_31 gi_37 gzugs_40 rnyan_46 
K08D0044_H0094:101b-9	yang dag par ston pa'i sprin bcus nam mkha' kun	yang_0 'dag_5 ba_9 ston_13 ba_18 sprin_23 'chu_29 nam_34 mkha'_38 kun_44 
K08D0044_H0094:101b-10	nas yog par byin gyis brlabs pa dang /	nas_0 yog_4 ba_8 byin_12 gyis_17 brlabs_22 ba_29 dang_32 
K08D0044_H0094:101b-11	nor bu'i rgyal po rin po che sna tshogs kyi	nor_0 bu_4 rgyal_9 po_15 rin_18 po_22 che_25 sna_29 tshogs_33 kyi_40 
K08D0044_H0094:101b-12	tshon gyi dus gsum gyi sangs rgyas kyi sku'i gzugs	tshon_0 gyi_6 dus_10 gsum_14 gyi_19 sangs_23 rgya_29 kyi_35 sku_39 gzugs_45 
K08D0044_H0094:101b-13	brnyan rnam par snang ba'i sprin bcus nam mkha' kun	rnyan_0 rnam_7 ba_12 snang_16 ba_22 sprin_27 'chu_33 nam_38 mkha'_42 kun_48 
K08D0044_H0094:101b-14	nas yog par byin gyis brlabs pa dang /	nas_0 yog_4 ba_8 byin_12 gyis_17 brlabs_22 ba_29 dang_32 
K08D0044_H0094:101b-15	de dag la sogs pa nor bu'i rgyal po'i sprin	de_0 'dag_3 la_7 sogs_10 ba_15 nor_18 bu_22 rgyal_27 po_33 sprin_38 
K08D0044_H0094:101b-16	'jig rten gyi khams rgya mtsho'i rdul phra mo snyed	'jig_0 rten_5 gyi_10 khams_14 rgya_20 mtsho_25 rdul_33 phra_38 mo_43 snyed_46 
K08D0044_H0094:101b-17	kyis nam mkha' kun nas yog par byin gyis brlabs	kyis_0 nam_5 mkha'_9 kun_15 nas_19 yog_23 ba_27 byin_31 gyis_36 brlabs_41 
K08D0044_H0094:101b-18	par byed cing / bcom ldan 'das gang na ba	ba_0 byed_4 cing_9 'joms_16 ldan_21 'da'_26 gang_31 na_36 ba_39 
K08D0044_H0094:101b-19	der phyin te bcom ldan 'das la phyag 'tshal nas	der_0 phyin_4 te_10 'joms_13 ldan_18 'da'_23 la_28 phyag_31 'tshal_37 nas_44 
K08D0044_H0094:101b-20	lho phyogs su brten te aindra n'i la dang /	lho_0 phyogs_4 su_11 rten_14 te_20 aindra_23 n_30 la_34 dang_37 
K08D0044_H0094:101b-21	'dzam bu n'a da dang /	'dzam_0 bu_6 n_9 da_13 dang_16 
K08D0044_H0094:101b-22	padma r'a ga sna tshogs kyi snying po can gyi	padma_0 r_6 ga_10 sna_13 tshogs_17 kyi_24 snying_28 po_35 can_38 gyi_42 
K08D0044_H0094:101b-23	sengge'i khri mngon par sprul nas skyil mo krung bcas	sengge_0 khri_9 mngon_14 ba_20 sprul_24 nas_30 skyil_34 mo_40 krung_43 'cha'_49 
K08D0044_H0094:101b-24	te 'khod par gyur to //	te_0 'khod_3 ba_9 gyur_13 to_18 
K08D0044_H0094:101b-25	de nas yang 'jig rten gyi khams rgya mtsho 'di	de_0 nas_3 yang_7 'jig_12 rten_17 gyi_22 khams_26 rgya_32 mtsho_37 'di_43 
K08D0044_H0094:101b-26	dang 'dabs chags su nub phyogs na 'jig rten gyi	dang_0 'dabs_5 chags_11 su_17 nub_20 phyogs_24 na_31 'jig_34 rten_39 gyi_44 
K08D0044_H0094:101b-27	khams rgya mtsho rin po che'i 'od yid du 'ong	khams_0 rgya_6 mtsho_11 rin_17 po_21 che_24 'od_30 yid_34 du_38 'ong_41 
K08D0044_H0094:101b-28	bar snang ba zhes bya ba yod de /	ba_0 snang_4 ba_10 zhes_13 byed_18 ba_22 yod_25 de_29 
K08D0044_H0094:102a-0	'jig rten gyi khams de dag las 'jig rten @102a *//	'jig_0 rten_5 gyi_10 khams_14 de_20 'dag_23 las_27 'jig_31 rten_36 
K08D0044_H0094:102a-1	gyi khams gos kyi stan yongs su 'byung ba na	gyi_0 khams_4 gos_10 kyi_14 stan_18 yongs_23 su_29 'byung_32 ba_39 na_42 
K08D0044_H0094:102a-2	de bzhin gshegs pa spos mngon du snang ba'i yon	de_0 bzhin_3 gshegs_9 ba_16 spros_19 mngon_24 du_30 snang_33 ba_39 yon_44 
K08D0044_H0094:102a-3	tan rin po ches brgyan pa'i 'khor gyi dkyil 'khor	tan_0 rin_4 po_8 ches_11 rgyan_16 ba_23 'khor_28 gyi_34 dkyil_38 'khor_44 
K08D0044_H0094:102a-4	rgya mtsho nas byang chub sems dpa' spos 'od 'phro	rgya_0 mtsho_5 nas_11 byang_15 chub_21 sems_26 dpa'_31 spros_36 'od_41 'phro_45 
K08D0044_H0094:102a-5	ba'i rgyan zla ba'i 'od ces bya ba byang chub	ba_0 rgyan_5 zla_11 ba_15 'od_20 ces_24 byed_28 ba_32 byang_35 chub_41 
K08D0044_H0094:102a-6	sems dpa' 'jig rten gyi khams rgya mtsho'i rdul shin	sems_0 dpa'_5 'jig_10 rten_15 gyi_20 khams_24 rgya_30 mtsho_35 rdul_43 shin_48 
K08D0044_H0094:102a-7	tu phra ba snyed dang lhan cig tu bcom ldan	tu_0 phra_3 ba_8 snyed_11 dang_17 lhan_22 cig_27 tu_31 'joms_34 ldan_39 
K08D0044_H0094:102a-8	'das gang na ba der 'ongs par gyur te /	'da'_0 gang_5 na_10 ba_13 der_16 'ongs_20 ba_26 gyur_30 te_35 
K08D0044_H0094:102a-9	rin po che dang /	rin_0 po_4 che_7 dang_11 
K08D0044_H0094:102a-10	spos dang /	spros_0 dang_5 
K08D0044_H0094:102a-11	me tog sna tshogs thams cad kyi khang pa brtsegs	me_0 tog_3 sna_7 tshogs_11 thams_18 cad_24 kyi_28 khang_32 ba_38 brtsegs_41 
K08D0044_H0094:102a-12	pa'i sprin gyis nam mkha' kun nas yog par byin	ba_0 sprin_5 gyis_11 nam_16 mkha'_20 kun_26 nas_30 yog_34 ba_38 byin_42 
K08D0044_H0094:102a-13	gyis rlob cing / nor bu'i rgyal po kha dog	gyis_0 rlob_5 cing_10 nor_17 bu_21 rgyal_26 po_32 kha_35 dog_39 
K08D0044_H0094:102a-14	mtha' yas pas brgyan par khang pa brtsegs pa'i sprin	mtha'_0 yas_6 ba_10 rgyan_14 ba_21 khang_25 ba_31 brtsegs_34 ba_42 sprin_47 
K08D0044_H0094:102a-15	bcus nam mkha' kun nas yog par byin gyis brlabs	'chu_0 nam_5 mkha'_9 kun_15 nas_19 yog_23 ba_27 byin_31 gyis_36 brlabs_41 
K08D0044_H0094:102a-16	gyis rlob cing / pa dang / rin po che'i sgron ma dang /	gyis_0 rlob_5 cing_10 ba_17 dang_20 rin_27 po_31 che_34 sgron_40 ma_46 dang_49 
K08D0044_H0094:102a-17	spos 'od 'phro ba'i khang pa brtsegs pa'i sprin bcus	spros_0 'od_5 'phro_9 ba_15 khang_20 ba_26 brtsegs_29 ba_37 sprin_42 'chu_48 
K08D0044_H0094:102a-18	nam mkha' kun nas yog par byin gyis brlabs pa	nam_0 mkha'_4 kun_10 nas_14 yog_18 ba_22 byin_26 gyis_31 brlabs_36 ba_43 
K08D0044_H0094:102a-19	dang / mu tig thams cad kyi khang ba brtsegs	dang_0 mu_7 tig_10 thams_14 cad_20 kyi_24 khang_28 ba_34 brtsegs_37 
K08D0044_H0094:102a-20	pa'i sprin bcus nam mkha' kun nas yog par byin	ba_0 sprin_5 'chu_11 nam_16 mkha'_20 kun_26 nas_30 yog_34 ba_38 byin_42 
