K02D0008_H0009:1b-0	@1b [dd] #//	[dd]_4 
K02D0008_H0009:118b-0	gzugs kyi @118b khams med do //	gzugs_0 kyi_6 khams_16 med_22 do_26 
K02D0008_H0009:118b-1	mig gi rnam par shes pa'i khams med do //	mig_0 gi_4 rnam_7 ba_12 shes_16 ba_21 khams_26 med_32 do_36 
K02D0008_H0009:118b-2	de la ni rna ba'i khams med do //	de_0 la_3 ni_6 rna_9 ba_13 khams_18 med_24 do_28 
K02D0008_H0009:118b-3	sgra'i khams med do //	sgra_0 khams_7 med_13 do_17 
K02D0008_H0009:118b-4	rna ba'i rnam par shes pa'i khams med do //	rna_0 ba_4 rnam_9 ba_14 shes_18 ba_23 khams_28 med_34 do_38 
K02D0008_H0009:118b-5	de la ni sna'i khams med do; ;dri'i khams med do //	de_0 la_3 ni_6 sna_9 khams_15 med_21 do;_25 ;dri_29 khams_36 med_42 do_46 
K02D0008_H0009:118b-6	sna'i rnam par shes pa'i khams med do //	sna_0 rnam_6 ba_11 shes_15 ba_20 khams_25 med_31 do_35 
K02D0008_H0009:118b-7	de la ni lce'i khams med do //	de_0 la_3 ni_6 lce_9 khams_15 med_21 do_25 
K02D0008_H0009:118b-8	ro'i khams med do //	ro_0 khams_5 med_11 do_15 
K02D0008_H0009:118b-9	lce'i rnam par shes pa'i khams med do //	lce_0 rnam_6 ba_11 shes_15 ba_20 khams_25 med_31 do_35 
K02D0008_H0009:118b-10	de la ni lus kyi khams med do //	de_0 la_3 ni_6 lus_9 kyi_13 khams_17 med_23 do_27 
K02D0008_H0009:118b-11	reg bya'i khams med do //	reg_0 byed_4 khams_10 med_16 do_20 
K02D0008_H0009:118b-12	lus kyi rnam par shes pa'i khams med do //	lus_0 kyi_4 rnam_8 ba_13 shes_17 ba_22 khams_27 med_33 do_37 
K02D0008_H0009:118b-13	de la ni yid kyi khams med do //	de_0 la_3 ni_6 yid_9 kyi_13 khams_17 med_23 do_27 
K02D0008_H0009:118b-14	chos kyi khams med do //	chos_0 kyi_5 khams_9 med_15 do_19 
K02D0008_H0009:118b-15	yid kyi rnam par shes pa'i khams med do //	yid_0 kyi_4 rnam_8 ba_13 shes_17 ba_22 khams_27 med_33 do_37 
K02D0008_H0009:118b-16	de la ni sa'i khams med do //	de_0 la_3 ni_6 sa_9 khams_14 med_20 do_24 
K02D0008_H0009:118b-17	chu'i khams med do //	chu_0 khams_6 med_12 do_16 
K02D0008_H0009:118b-18	me'i khams med do //	me_0 khams_5 med_11 do_15 
K02D0008_H0009:118b-19	rlung gi khams med do //	rlung_0 gi_6 khams_9 med_15 do_19 
K02D0008_H0009:118b-20	nam mkha'i khams med do //	nam_0 mkha_4 khams_11 med_17 do_21 
K02D0008_H0009:118b-21	rnam par shes pa'i khams med do ////	rnam_0 ba_5 shes_9 ba_14 khams_19 med_25 do_29 
K02D0008_H0009:118b-22	shes rab kyi pha rol tu phyin pa stong phrag brgya pa /	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 stong_33 phrag_39 brgya_45 ba_51 
K02D0008_H0009:118b-23	bam po drug pa /	bam_0 po_4 drug_7 ba_12 
K02D0008_H0009:118b-24	de la ni ma rig pa med do //	de_0 la_3 ni_6 ma_9 rig_12 ba_16 med_19 do_23 
K02D0008_H0009:118b-25	ma rig pa 'gag pa med do //	ma_0 rig_3 ba_7 'gag_10 ba_15 med_18 do_22 
K02D0008_H0009:118b-26	de la ni 'du byed med do //	de_0 la_3 ni_6 'du_9 byed_13 med_18 do_22 
K02D0008_H0009:118b-27	'du byed 'gag pa med do //	'du_0 byed_4 'gag_9 ba_14 med_17 do_21 
K02D0008_H0009:118b-28	de la ni rnam par shes pa med do //	de_0 la_3 ni_6 rnam_9 ba_14 shes_18 ba_23 med_26 do_30 
K02D0008_H0009:118b-29	rnam par shes pa 'gag pa med do //	rnam_0 ba_5 shes_9 ba_14 'gag_17 ba_22 med_25 do_29 
K02D0008_H0009:118b-30	de la ni ming dang gzugs med do //	de_0 la_3 ni_6 ming_9 dang_14 gzugs_19 med_25 do_29 
K02D0008_H0009:118b-31	ming dang gzugs 'gag pa med do //	ming_0 dang_5 gzugs_10 'gag_16 ba_21 med_24 do_28 
K02D0008_H0009:118b-32	de la ni skye mched drug med do //	de_0 la_3 ni_6 skye_9 mched_14 drug_20 med_25 do_29 
K02D0008_H0009:118b-33	skye mched drug 'gag pa med do //	skye_0 mched_5 drug_11 'gag_16 ba_21 med_24 do_28 
K02D0008_H0009:118b-34	de la ni reg pa med do //	de_0 la_3 ni_6 reg_9 ba_13 med_16 do_20 
K02D0008_H0009:118b-35	reg pa 'gag pa med do //	reg_0 ba_4 'gag_7 ba_12 med_15 do_19 
K02D0008_H0009:118b-36	de la ni tshor ba med do //	de_0 la_3 ni_6 tshor_9 ba_15 med_18 do_22 
K02D0008_H0009:118b-37	tshor ba 'gag pa med do //	tshor_0 ba_6 'gag_9 ba_14 med_17 do_21 
K02D0008_H0009:119a-0	de la ni sred @119a *//	de_0 la_3 ni_6 sred_9 
K02D0008_H0009:119a-1	pa med do //	ba_0 med_3 do_7 
K02D0008_H0009:119a-2	sred pa 'gag pa med do //	sred_0 ba_5 'gag_8 ba_13 med_16 do_20 
K02D0008_H0009:119a-3	de la ni /	de_0 la_3 ni_6 
K02D0008_H0009:119a-4	len pa med do //	len_0 ba_4 med_7 do_11 
K02D0008_H0009:119a-5	len pa 'gag pa med do //	len_0 ba_4 'gag_7 ba_12 med_15 do_19 
K02D0008_H0009:119a-6	de la ni /	de_0 la_3 ni_6 
K02D0008_H0009:119a-7	srid pa med do //	srid_0 ba_5 med_8 do_12 
K02D0008_H0009:119a-8	srid pa 'gag pa med do //	srid_0 ba_5 'gag_8 ba_13 med_16 do_20 
K02D0008_H0009:119a-9	de la ni /	de_0 la_3 ni_6 
K02D0008_H0009:119a-10	skye ba med do //	skye_0 ba_5 med_8 do_12 
K02D0008_H0009:119a-11	skye ba 'gag pa med do //	skye_0 ba_5 'gag_8 ba_13 med_16 do_20 
K02D0008_H0009:119a-12	de la ni /	de_0 la_3 ni_6 
K02D0008_H0009:119a-13	rga shi med do //	rga_0 'chi_4 med_8 do_12 
K02D0008_H0009:119a-14	rga shi 'gag pa med do //	rga_0 'chi_4 'gag_8 ba_13 med_16 do_20 
K02D0008_H0009:119a-15	de la ni /	de_0 la_3 ni_6 
K02D0008_H0009:119a-16	sdug bsngal med do //	sdug_0 sngal_5 med_12 do_16 
K02D0008_H0009:119a-17	sdug bsngal yongs su shes pa med do //	sdug_0 sngal_5 yongs_12 su_18 shes_21 ba_26 med_29 do_33 
K02D0008_H0009:119a-18	de la ni /	de_0 la_3 ni_6 
K02D0008_H0009:119a-19	kun 'byung ba med do //	kun_0 'byung_4 ba_11 med_14 do_18 
K02D0008_H0009:119a-20	kun 'byung ba spang ba med do //	kun_0 'byung_4 ba_11 spong_14 ba_20 med_23 do_27 
K02D0008_H0009:119a-21	de la ni /	de_0 la_3 ni_6 
K02D0008_H0009:119a-22	'gog pa med do //	'gog_0 ba_5 med_8 do_12 
K02D0008_H0009:119a-23	'gog pa mngon du bya ba med do //	'gog_0 ba_5 mngon_8 du_14 byed_17 ba_21 med_24 do_28 
K02D0008_H0009:119a-24	de la ni /	de_0 la_3 ni_6 
K02D0008_H0009:119a-25	lam med do //	lam_0 med_4 do_8 
K02D0008_H0009:119a-26	lam bsgoms pa med do //	lam_0 sgom_4 ba_11 med_14 do_18 
K02D0008_H0009:119a-27	de la ni /	de_0 la_3 ni_6 
K02D0008_H0009:119a-28	thob par bya ba med do //	'thob_0 ba_5 byed_9 ba_13 med_16 do_20 
K02D0008_H0009:119a-29	mngon du shes par bya ba med do //	mngon_0 du_6 shes_9 ba_14 byed_18 ba_22 med_25 do_29 
K02D0008_H0009:119a-30	de la ni /	de_0 la_3 ni_6 
K02D0008_H0009:119a-31	rgyun du zhugs pa med do //	rgyun_0 du_6 'jug_9 ba_15 med_18 do_22 
K02D0008_H0009:119a-32	rgyan du zhugs pa'i 'bras bu med do //	rgyan_0 du_6 'jug_9 ba_15 'bras_20 bu_26 med_29 do_33 
K02D0008_H0009:119a-33	de la ni /	de_0 la_3 ni_6 
K02D0008_H0009:119a-34	lan gcig phyir 'ong ba med do //	lan_0 gcig_4 phyir_9 'ong_15 ba_20 med_23 do_27 
K02D0008_H0009:119a-35	lan gcig phyir 'ong ba'i 'bras bu med do //	lan_0 gcig_4 phyir_9 'ong_15 ba_20 'bras_25 bu_31 med_34 do_38 
K02D0008_H0009:119a-36	de la ni /	de_0 la_3 ni_6 
K02D0008_H0009:119a-37	phyir mi 'ong ba med do //	phyir_0 mi_6 'ong_9 ba_14 med_17 do_21 
K02D0008_H0009:119a-38	phyir mi 'ong ba'i 'bras bu med do //	phyir_0 mi_6 'ong_9 ba_14 'bras_19 bu_25 med_28 do_32 
K02D0008_H0009:119a-39	de la ni /	de_0 la_3 ni_6 
K02D0008_H0009:119a-40	dgra bcom pa med do //	dgra_0 'joms_5 ba_10 med_13 do_17 
K02D0008_H0009:119a-41	dgra bcom pa'i 'bras bu med do //	dgra_0 'joms_5 ba_10 'bras_15 bu_21 med_24 do_28 
K02D0008_H0009:119a-42	de la ni /	de_0 la_3 ni_6 
K02D0008_H0009:119a-43	rang sangs rgyas med do //	rang_0 sangs_5 rgya_11 med_17 do_21 
K02D0008_H0009:119a-44	rang byang chub med do //	rang_0 byang_5 chub_11 med_16 do_20 
K02D0008_H0009:119a-45	de la ni /	de_0 la_3 ni_6 
K02D0008_H0009:119a-46	byang chub sems dpa' med do //	byang_0 chub_6 sems_11 dpa'_16 med_21 do_25 
K02D0008_H0009:119a-47	lam gyi rnam pa shes pa nyid med do //	lam_0 gyi_4 rnam_8 ba_13 shes_16 ba_21 nyid_24 med_29 do_33 
K02D0008_H0009:119a-48	de la ni /	de_0 la_3 ni_6 
K02D0008_H0009:119a-49	sangs rgyas med do //	sangs_0 rgya_6 med_12 do_16 
K02D0008_H0009:119a-50	byang chub med do //	byang_0 chub_6 med_11 do_15 
K02D0008_H0009:119a-51	sh'a radva ti'i bu /	sh_0 radva_5 ti_11 bu_16 
K02D0008_H0009:119a-52	byang chub sems dpa' sems dpa' chen po de ltar spyod pa ni /	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 de_39 ltar_42 spyod_47 ba_53 ni_56 
K02D0008_H0009:119a-53	shes rab kyi pha rol tu phyin pa la brtson zhes bya ste /	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 la_33 brtson_36 zhes_43 byed_48 ste_52 
K02D0008_H0009:119a-54	de de ltar shes rab kyi pha rol tu phyin	de_0 de_3 ltar_6 shes_11 rab_16 kyi_20 pha_24 rol_28 tu_32 phyin_35 
K02D0008_H0009:119a-55	pa la spyod kyang gzugs la brtson zhes bya ba'am	ba_0 la_3 spyod_6 kyang_12 gzugs_18 la_24 brtson_27 zhes_34 byed_39 ba_43 
K02D0008_H0009:119a-56	/ mi brtson zhes bya bar yang dag par rjes	mi_2 brtson_5 zhes_12 byed_17 ba_21 yang_25 'dag_30 ba_34 rjes_38 
K02D0008_H0009:119b-0	su mi mthong @119b ngo; ;tshor ba la brtson zhes	su_0 mi_3 mthong_6 ngo;_19 ;tshor_24 ba_31 la_34 brtson_37 zhes_44 
K02D0008_H0009:119b-1	/ bya ba'am / mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	byed_2 ba_6 mi_14 brtson_17 zhes_24 byed_29 ba_33 yang_37 'dag_42 ba_46 rjes_50 su_55 mi_58 mthong_61 ngo_68 
K02D0008_H0009:119b-2	'du shes la brtson zhes bya ba'am /	'du_0 shes_4 la_9 brtson_12 zhes_19 byed_24 ba_28 
K02D0008_H0009:119b-3	mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	mi_0 brtson_3 zhes_10 byed_15 ba_19 yang_23 'dag_28 ba_32 rjes_36 su_41 mi_44 mthong_47 ngo_54 
K02D0008_H0009:119b-4	'du byed la brtson zhes bya ba'am /	'du_0 byed_4 la_9 brtson_12 zhes_19 byed_24 ba_28 
K02D0008_H0009:119b-5	mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	mi_0 brtson_3 zhes_10 byed_15 ba_19 yang_23 'dag_28 ba_32 rjes_36 su_41 mi_44 mthong_47 ngo_54 
K02D0008_H0009:119b-6	rnam par shes pa la brtson zhes bya ba'am /	rnam_0 ba_5 shes_9 ba_14 la_17 brtson_20 zhes_27 byed_32 ba_36 
K02D0008_H0009:119b-7	mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	mi_0 brtson_3 zhes_10 byed_15 ba_19 yang_23 'dag_28 ba_32 rjes_36 su_41 mi_44 mthong_47 ngo_54 
K02D0008_H0009:119b-8	de de ltar shes rab kyi pha rol tu phyin	de_0 de_3 ltar_6 shes_11 rab_16 kyi_20 pha_24 rol_28 tu_32 phyin_35 
K02D0008_H0009:119b-9	pa la spyod kyang mig la brtson zhes bya ba'am	ba_0 la_3 spyod_6 kyang_12 mig_18 la_22 brtson_25 zhes_32 byed_37 ba_41 
K02D0008_H0009:119b-10	/ mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	mi_2 brtson_5 zhes_12 byed_17 ba_21 yang_25 'dag_30 ba_34 rjes_38 su_43 mi_46 mthong_49 ngo_56 
K02D0008_H0009:119b-11	rna ba la brtson zhes bya ba'am /	rna_0 ba_4 la_7 brtson_10 zhes_17 byed_22 ba_26 
K02D0008_H0009:119b-12	mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	mi_0 brtson_3 zhes_10 byed_15 ba_19 yang_23 'dag_28 ba_32 rjes_36 su_41 mi_44 mthong_47 ngo_54 
K02D0008_H0009:119b-13	sna la brtson zhes bya ba'am /	sna_0 la_4 brtson_7 zhes_14 byed_19 ba_23 
K02D0008_H0009:119b-14	mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	mi_0 brtson_3 zhes_10 byed_15 ba_19 yang_23 'dag_28 ba_32 rjes_36 su_41 mi_44 mthong_47 ngo_54 
K02D0008_H0009:119b-15	lce la brtson zhes bya ba'am /	lce_0 la_4 brtson_7 zhes_14 byed_19 ba_23 
K02D0008_H0009:119b-16	mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	mi_0 brtson_3 zhes_10 byed_15 ba_19 yang_23 'dag_28 ba_32 rjes_36 su_41 mi_44 mthong_47 ngo_54 
K02D0008_H0009:119b-17	lus la brtson zhes bya ba'am /	lus_0 la_4 brtson_7 zhes_14 byed_19 ba_23 
K02D0008_H0009:119b-18	mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	mi_0 brtson_3 zhes_10 byed_15 ba_19 yang_23 'dag_28 ba_32 rjes_36 su_41 mi_44 mthong_47 ngo_54 
K02D0008_H0009:119b-19	yid la brtson zhes bya ba'am /	yid_0 la_4 brtson_7 zhes_14 byed_19 ba_23 
K02D0008_H0009:119b-20	mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	mi_0 brtson_3 zhes_10 byed_15 ba_19 yang_23 'dag_28 ba_32 rjes_36 su_41 mi_44 mthong_47 ngo_54 
K02D0008_H0009:119b-21	de de ltar shes rab kyi pha rol tu phyin	de_0 de_3 ltar_6 shes_11 rab_16 kyi_20 pha_24 rol_28 tu_32 phyin_35 
K02D0008_H0009:119b-22	pa la spyod kyang gzugs la brtson zhes bya ba'am	ba_0 la_3 spyod_6 kyang_12 gzugs_18 la_24 brtson_27 zhes_34 byed_39 ba_43 
K02D0008_H0009:119b-23	/ mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	mi_2 brtson_5 zhes_12 byed_17 ba_21 yang_25 'dag_30 ba_34 rjes_38 su_43 mi_46 mthong_49 ngo_56 
K02D0008_H0009:119b-24	sgra la brtson zhes bya ba'am /	sgra_0 la_5 brtson_8 zhes_15 byed_20 ba_24 
K02D0008_H0009:119b-25	mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	mi_0 brtson_3 zhes_10 byed_15 ba_19 yang_23 'dag_28 ba_32 rjes_36 su_41 mi_44 mthong_47 ngo_54 
K02D0008_H0009:119b-26	dri la brtson zhes bya ba'am /	'dri_0 la_4 brtson_7 zhes_14 byed_19 ba_23 
K02D0008_H0009:119b-27	mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	mi_0 brtson_3 zhes_10 byed_15 ba_19 yang_23 'dag_28 ba_32 rjes_36 su_41 mi_44 mthong_47 ngo_54 
K02D0008_H0009:119b-28	ro la brtson zhes bya ba'am /	ro_0 la_3 brtson_6 zhes_13 byed_18 ba_22 
K02D0008_H0009:120a-0	mi @120a *//	mi_0 
K02D0008_H0009:120a-1	brtson zhes bya bar yang dag par rjes su mi mthong ngo //	brtson_0 zhes_7 byed_12 ba_16 yang_20 'dag_25 ba_29 rjes_33 su_38 mi_41 mthong_44 ngo_51 
K02D0008_H0009:120a-2	reg la brtson zhes bya ba'am /	reg_0 la_4 brtson_7 zhes_14 byed_19 ba_23 
K02D0008_H0009:120a-3	mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	mi_0 brtson_3 zhes_10 byed_15 ba_19 yang_23 'dag_28 ba_32 rjes_36 su_41 mi_44 mthong_47 ngo_54 
K02D0008_H0009:120a-4	chos la brtson zhes bya ba'am /	chos_0 la_5 brtson_8 zhes_15 byed_20 ba_24 
K02D0008_H0009:120a-5	mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	mi_0 brtson_3 zhes_10 byed_15 ba_19 yang_23 'dag_28 ba_32 rjes_36 su_41 mi_44 mthong_47 ngo_54 
K02D0008_H0009:120a-6	de de ltar shes rab kyi pha rol tu phyin	de_0 de_3 ltar_6 shes_11 rab_16 kyi_20 pha_24 rol_28 tu_32 phyin_35 
K02D0008_H0009:120a-7	pa la spyod kyang mig gi khams la brtson zhes	ba_0 la_3 spyod_6 kyang_12 mig_18 gi_22 khams_25 la_31 brtson_34 zhes_41 
K02D0008_H0009:120a-8	bya ba'am / mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	byed_0 ba_4 mi_12 brtson_15 zhes_22 byed_27 ba_31 yang_35 'dag_40 ba_44 rjes_48 su_53 mi_56 mthong_59 ngo_66 
K02D0008_H0009:120a-9	gzugs kyi khams la brtson zhes bya ba'am /	gzugs_0 kyi_6 khams_10 la_16 brtson_19 zhes_26 byed_31 ba_35 
K02D0008_H0009:120a-10	mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	mi_0 brtson_3 zhes_10 byed_15 ba_19 yang_23 'dag_28 ba_32 rjes_36 su_41 mi_44 mthong_47 ngo_54 
K02D0008_H0009:120a-11	mig gi rnam par shes pa'i khams la brtson zhes bya ba'am /	mig_0 gi_4 rnam_7 ba_12 shes_16 ba_21 khams_26 la_32 brtson_35 zhes_42 byed_47 ba_51 
K02D0008_H0009:120a-12	mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	mi_0 brtson_3 zhes_10 byed_15 ba_19 yang_23 'dag_28 ba_32 rjes_36 su_41 mi_44 mthong_47 ngo_54 
K02D0008_H0009:120a-13	de de ltar shes rab kyi pha rol tu phyin	de_0 de_3 ltar_6 shes_11 rab_16 kyi_20 pha_24 rol_28 tu_32 phyin_35 
K02D0008_H0009:120a-14	pa la spyod kyang rna ba'i khams la brtson zhes	ba_0 la_3 spyod_6 kyang_12 rna_18 ba_22 khams_27 la_33 brtson_36 zhes_43 
K02D0008_H0009:120a-15	bya ba'am / mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	byed_0 ba_4 mi_12 brtson_15 zhes_22 byed_27 ba_31 yang_35 'dag_40 ba_44 rjes_48 su_53 mi_56 mthong_59 ngo_66 
K02D0008_H0009:120a-16	sgra'i khams la brtson zhes bya ba'am /	sgra_0 khams_7 la_13 brtson_16 zhes_23 byed_28 ba_32 
K02D0008_H0009:120a-17	mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	mi_0 brtson_3 zhes_10 byed_15 ba_19 yang_23 'dag_28 ba_32 rjes_36 su_41 mi_44 mthong_47 ngo_54 
K02D0008_H0009:120a-18	rna ba'i rnam par shes pa'i khams la brtson zhes bya ba'am /	rna_0 ba_4 rnam_9 ba_14 shes_18 ba_23 khams_28 la_34 brtson_37 zhes_44 byed_49 ba_53 
K02D0008_H0009:120a-19	mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	mi_0 brtson_3 zhes_10 byed_15 ba_19 yang_23 'dag_28 ba_32 rjes_36 su_41 mi_44 mthong_47 ngo_54 
K02D0008_H0009:120a-20	de de ltar shes rab kyi pha rol tu phyin	de_0 de_3 ltar_6 shes_11 rab_16 kyi_20 pha_24 rol_28 tu_32 phyin_35 
K02D0008_H0009:120a-21	pa la spyod kyang sna'i khams la brtson zhes bya	ba_0 la_3 spyod_6 kyang_12 sna_18 khams_24 la_30 brtson_33 zhes_40 byed_45 
K02D0008_H0009:120a-22	ba'am / mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	ba_0 mi_8 brtson_11 zhes_18 byed_23 ba_27 yang_31 'dag_36 ba_40 rjes_44 su_49 mi_52 mthong_55 ngo_62 
K02D0008_H0009:120a-23	dri'i khams la brtson zhes bya ba'am /	'dri_0 khams_6 la_12 brtson_15 zhes_22 byed_27 ba_31 
K02D0008_H0009:120a-24	mi brtson zhes bya bar yang dag bar rjes su mi mthong ngo //	mi_0 brtson_3 zhes_10 byed_15 ba_19 yang_23 'dag_28 ba_32 rjes_36 su_41 mi_44 mthong_47 ngo_54 
K02D0008_H0009:120b-0	sna'i rnam par shes pa'i khams la @120b brtson zhes bya ba'am /	sna_0 rnam_6 ba_11 shes_15 ba_20 khams_25 la_31 brtson_40 zhes_47 byed_52 ba_56 
K02D0008_H0009:120b-1	mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	mi_0 brtson_3 zhes_10 byed_15 ba_19 yang_23 'dag_28 ba_32 rjes_36 su_41 mi_44 mthong_47 ngo_54 
K02D0008_H0009:120b-2	de de ltar shes rab kyi pha rol tu phyin	de_0 de_3 ltar_6 shes_11 rab_16 kyi_20 pha_24 rol_28 tu_32 phyin_35 
K02D0008_H0009:120b-3	pa la spyod kyang lce'i khams la brtson zhes bya	ba_0 la_3 spyod_6 kyang_12 lce_18 khams_24 la_30 brtson_33 zhes_40 byed_45 
K02D0008_H0009:120b-4	ba'am / mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	ba_0 mi_8 brtson_11 zhes_18 byed_23 ba_27 yang_31 'dag_36 ba_40 rjes_44 su_49 mi_52 mthong_55 ngo_62 
K02D0008_H0009:120b-5	ro'i khams la brtson zhes bya ba'am /	ro_0 khams_5 la_11 brtson_14 zhes_21 byed_26 ba_30 
K02D0008_H0009:120b-6	mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	mi_0 brtson_3 zhes_10 byed_15 ba_19 yang_23 'dag_28 ba_32 rjes_36 su_41 mi_44 mthong_47 ngo_54 
K02D0008_H0009:120b-7	lce'i rnam bar shes pa'i khams la brtson zhes bya ba'am /	lce_0 rnam_6 ba_11 shes_15 ba_20 khams_25 la_31 brtson_34 zhes_41 byed_46 ba_50 
K02D0008_H0009:120b-8	mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	mi_0 brtson_3 zhes_10 byed_15 ba_19 yang_23 'dag_28 ba_32 rjes_36 su_41 mi_44 mthong_47 ngo_54 
K02D0008_H0009:120b-9	de de ltar shes rab kyi pha rol tu phyin	de_0 de_3 ltar_6 shes_11 rab_16 kyi_20 pha_24 rol_28 tu_32 phyin_35 
K02D0008_H0009:120b-10	pa la spyod kyang lus kyi khams la brtson zhes	ba_0 la_3 spyod_6 kyang_12 lus_18 kyi_22 khams_26 la_32 brtson_35 zhes_42 
K02D0008_H0009:120b-11	bya ba'am / mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	byed_0 ba_4 mi_12 brtson_15 zhes_22 byed_27 ba_31 yang_35 'dag_40 ba_44 rjes_48 su_53 mi_56 mthong_59 ngo_66 
K02D0008_H0009:120b-12	reg bya'i khams la brtson zhes bya ba'am /	reg_0 byed_4 khams_10 la_16 brtson_19 zhes_26 byed_31 ba_35 
K02D0008_H0009:120b-13	mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	mi_0 brtson_3 zhes_10 byed_15 ba_19 yang_23 'dag_28 ba_32 rjes_36 su_41 mi_44 mthong_47 ngo_54 
K02D0008_H0009:120b-14	lus kyi rnam par shes pa'i khams la brtson zhes bya ba'am /	lus_0 kyi_4 rnam_8 ba_13 shes_17 ba_22 khams_27 la_33 brtson_36 zhes_43 byed_48 ba_52 
K02D0008_H0009:120b-15	mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	mi_0 brtson_3 zhes_10 byed_15 ba_19 yang_23 'dag_28 ba_32 rjes_36 su_41 mi_44 mthong_47 ngo_54 
K02D0008_H0009:120b-16	de de ltar shes rab kyi pha rol tu phyin	de_0 de_3 ltar_6 shes_11 rab_16 kyi_20 pha_24 rol_28 tu_32 phyin_35 
K02D0008_H0009:120b-17	pa la spyod kyang yid kyi khams la brtson zhes	ba_0 la_3 spyod_6 kyang_12 yid_18 kyi_22 khams_26 la_32 brtson_35 zhes_42 
K02D0008_H0009:120b-18	bya ba'am / mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	byed_0 ba_4 mi_12 brtson_15 zhes_22 byed_27 ba_31 yang_35 'dag_40 ba_44 rjes_48 su_53 mi_56 mthong_59 ngo_66 
K02D0008_H0009:120b-19	chos kyi khams la brtson zhes bya ba'am /	chos_0 kyi_5 khams_9 la_15 brtson_18 zhes_25 byed_30 ba_34 
K02D0008_H0009:120b-20	mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	mi_0 brtson_3 zhes_10 byed_15 ba_19 yang_23 'dag_28 ba_32 rjes_36 su_41 mi_44 mthong_47 ngo_54 
K02D0008_H0009:120b-21	yid kyi rnam par shes pa'i khams la brtson zhes bya ba'am /	yid_0 kyi_4 rnam_8 ba_13 shes_17 ba_22 khams_27 la_33 brtson_36 zhes_43 byed_48 ba_52 
K02D0008_H0009:120b-22	mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	mi_0 brtson_3 zhes_10 byed_15 ba_19 yang_23 'dag_28 ba_32 rjes_36 su_41 mi_44 mthong_47 ngo_54 
K02D0008_H0009:120b-23	de de ltar shes rab kyi pha rol tu phyin	de_0 de_3 ltar_6 shes_11 rab_16 kyi_20 pha_24 rol_28 tu_32 phyin_35 
K02D0008_H0009:120b-24	pa la spyod kyang sa'i khams la brtson zhes bya	ba_0 la_3 spyod_6 kyang_12 sa_18 khams_23 la_29 brtson_32 zhes_39 byed_44 
K02D0008_H0009:121a-0	ba'am / mi brtson zhes bya bar @121a *//	ba_0 mi_8 brtson_11 zhes_18 byed_23 ba_27 
K02D0008_H0009:121a-1	yang dag par rjes su ma mthong ngo //	yang_0 'dag_5 ba_9 rjes_13 su_18 ma_21 mthong_24 ngo_31 
K02D0008_H0009:121a-2	chu'i khams la brtson zhes bya ba'am /	chu_0 khams_6 la_12 brtson_15 zhes_22 byed_27 ba_31 
K02D0008_H0009:121a-3	mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	mi_0 brtson_3 zhes_10 byed_15 ba_19 yang_23 'dag_28 ba_32 rjes_36 su_41 mi_44 mthong_47 ngo_54 
K02D0008_H0009:121a-4	me'i khams la brtson zhes bya ba'am /	me_0 khams_5 la_11 brtson_14 zhes_21 byed_26 ba_30 
K02D0008_H0009:121a-5	mi brtson zhes bya bar yang dag par rjes su mi mthong ngo //	mi_0 brtson_3 zhes_10 byed_15 ba_19 yang_23 'dag_28 ba_32 rjes_36 su_41 mi_44 mthong_47 ngo_54 
