K05D0010_H0012:1b-0	@1b [dd] #//	[dd]_4 
K05D0010_H0012:69b-20	gnod sems srab mor byed par 'gyur te /	gnod_0 sems_5 srab_10 mor_15 byed_19 ba_24 'gyur_28 te_34 
K05D0010_H0012:69b-21	gang zag de ni lan gcig phyir 'ong ba zhes bya'o //	gang_0 zag_5 de_9 ni_12 lan_15 gcig_19 phyir_24 'ong_30 ba_35 zhes_38 byed_43 
K05D0010_H0012:69b-22	des lam de nyid shas cher bsgoms pas 'dod pa la 'dod chags dang /	des_0 lam_4 de_8 nyid_11 shas_16 cher_21 sgom_26 ba_33 'dod_37 ba_42 la_45 'dod_48 chags_53 dang_59 
K05D0010_H0012:69b-23	gnod sems spong bar 'gyur te /	gnod_0 sems_5 spong_10 ba_16 'gyur_20 te_26 
K05D0010_H0012:69b-24	gang zag de ni phyir mi 'ong ba zhes bya'o //	gang_0 zag_5 de_9 ni_12 phyir_15 mi_21 'ong_24 ba_29 zhes_32 byed_37 
K05D0010_H0012:69b-25	des lam de nyid shas cher bsgoms pas gzugs la 'dod chags dang /	des_0 lam_4 de_8 nyid_11 shas_16 cher_21 sgom_26 ba_33 gzugs_37 la_43 'dod_46 chags_51 dang_57 
K05D0010_H0012:69b-26	gzugs med pa la 'dod chags dang /	gzugs_0 med_6 ba_10 la_13 'dod_16 chags_21 dang_27 
K05D0010_H0012:69b-27	ma rig pa dang /	ma_0 rig_3 ba_7 dang_10 
K05D0010_H0012:69b-28	nga rgyal dang /	nga_0 rgyal_4 dang_10 
K05D0010_H0012:69b-29	rgod pa spong bar 'gyur te /	rgod_0 ba_5 spong_8 ba_14 'gyur_18 te_24 
K05D0010_H0012:70a-0	gang zag de ni dgra bcom pa @70a *//	gang_0 zag_5 de_9 ni_12 dgra_15 'joms_20 ba_25 
K05D0010_H0012:70a-1	zhes bya'o //	zhes_0 byed_5 
K05D0010_H0012:70a-2	gang zag 'di ni stong pa nyid la gnas pa ste /	gang_0 zag_5 'di_9 ni_13 stong_16 ba_22 nyid_25 la_30 gnas_33 ba_38 ste_41 
K05D0010_H0012:70a-3	rnam par thar pa'i sgo stong pa nyid kyis dbang po lnga po dag thob par 'gyur zhing /	rnam_0 ba_5 thar_9 ba_14 sgo_19 stong_23 ba_29 nyid_32 kyis_37 dbang_42 po_48 lnga_51 po_56 'dag_59 'thob_63 ba_68 'gyur_72 zhing_78 
K05D0010_H0012:70a-4	bar chad med pa'i ting nge 'dzin la reg par 'gyur ro //	ba_0 'chad_4 med_9 ba_13 ting_18 nge_23 'dzin_27 la_33 reg_36 ba_40 'gyur_44 ro_50 
K05D0010_H0012:70a-5	bar chad med pa'i ting nge 'dzin gyis rnam par	ba_0 'chad_4 med_9 ba_13 ting_18 nge_23 'dzin_27 gyis_33 rnam_38 ba_43 
K05D0010_H0012:70a-6	grol ba'i ye shes mthong ba bskyed par 'gyur ro	grol_0 ba_5 ye_10 shes_13 mthong_18 ba_25 skyed_28 ba_35 'gyur_39 ro_45 
K05D0010_H0012:70a-7	// zhes bya ba nas /	zhes_3 byed_8 ba_12 nas_15 
K05D0010_H0012:70a-8	dgra bcom pa nyid thob par 'gyur ro //	dgra_0 'joms_5 ba_10 nyid_13 'thob_18 ba_23 'gyur_27 ro_33 
K05D0010_H0012:70a-9	zhes bya ba'i bar du snga ma bzhin du sbyar ro //	zhes_0 byed_5 ba_9 ba_14 du_18 snga_21 ma_26 bzhin_29 du_35 sbyor_38 ro_44 
K05D0010_H0012:70a-10	gang zag 'di ni mtshan ma med pa la gnas pa ste /	gang_0 zag_5 'di_9 ni_13 mtshan_16 ma_23 med_26 ba_30 la_33 gnas_36 ba_41 ste_44 
K05D0010_H0012:70a-11	rnam par thar pa'i sgo mtshan ma med pas dbang po lnga po dag thob par 'gyur /	rnam_0 ba_5 thar_9 ba_14 sgo_19 mtshan_23 ma_30 med_33 ba_37 dbang_41 po_47 lnga_50 po_55 'dag_58 'thob_62 ba_67 'gyur_71 
K05D0010_H0012:70a-12	zhes bya ba nas; dgra bcom pa nyid thob par 'gyur ro //	zhes_0 byed_5 ba_9 nas;_12 dgra_17 'joms_22 ba_27 nyid_30 'thob_35 ba_40 'gyur_44 ro_50 
K05D0010_H0012:70a-13	zhes bya ba'i bar du snga ma bzhin du sbyar ro //	zhes_0 byed_5 ba_9 ba_14 du_18 snga_21 ma_26 bzhin_29 du_35 sbyor_38 ro_44 
K05D0010_H0012:70a-14	gang zag 'di ni smon pa med pa la gnas pa ste /	gang_0 zag_5 'di_9 ni_13 smon_16 ba_21 med_24 ba_28 la_31 gnas_34 ba_39 ste_42 
K05D0010_H0012:70a-15	rnam par thar pa'i sgo smon pa med pas dbang po lnga po dag thob par 'gyur ro //	rnam_0 ba_5 thar_9 ba_14 sgo_19 smon_23 ba_28 med_31 ba_35 dbang_39 po_45 lnga_48 po_53 'dag_56 'thob_60 ba_65 'gyur_69 ro_75 
K05D0010_H0012:70a-16	de nas bar chad med pa'i ting nge 'dzin la reg par 'gyur te /	de_0 nas_3 ba_7 'chad_11 med_16 ba_20 ting_25 nge_30 'dzin_34 la_40 reg_43 ba_47 'gyur_51 te_57 
K05D0010_H0012:70a-17	bar chad med pa'i ting nge 'dzin thob nas /	ba_0 'chad_4 med_9 ba_13 ting_18 nge_23 'dzin_27 'thob_33 nas_38 
K05D0010_H0012:70a-18	rnam par grol ba ye shes mthong ba skye bar 'gyur ro //	rnam_0 ba_5 grol_9 ba_14 ye_17 shes_20 mthong_25 ba_32 skye_35 ba_40 'gyur_44 ro_50 
K05D0010_H0012:70a-19	zhes bya ba nas /	zhes_0 byed_5 ba_9 nas_12 
K05D0010_H0012:70a-20	dgra bcom pa nyid thob par 'gyur ro //	dgra_0 'joms_5 ba_10 nyid_13 'thob_18 ba_23 'gyur_27 ro_33 
K05D0010_H0012:70a-21	zhes bya ba'i bar du shes te /	zhes_0 byed_5 ba_9 ba_14 du_18 shes_21 te_26 
K05D0010_H0012:70a-22	sh'a ri'i bu /	sh_0 ri_5 bu_10 
K05D0010_H0012:70a-23	de ni byang chub sems dpa' sems dpa' chen po'i chos kyi mig yongs su dag pa yin no //	de_0 ni_3 byang_6 chub_12 sems_17 dpa'_22 sems_27 dpa'_32 chen_37 po_42 chos_47 kyi_52 mig_56 yongs_60 su_66 'dag_69 ba_73 yin_76 no_80 
K05D0010_H0012:70a-24	sh'a ri'i bu /	sh_0 ri_5 bu_10 
K05D0010_H0012:70a-25	gzhan yang byang chub sems dpas 'di ltar kun 'byung	gzhan_0 yang_6 byang_11 chub_17 sems_22 dpas_27 'di_32 ltar_36 kun_41 'byung_45 
K05D0010_H0012:70a-26	ba'i chos gang ci yod pa de thams cad 'gog	ba_0 chos_5 gang_10 ci_15 yod_18 ba_22 de_25 thams_28 cad_34 'gog_38 
K05D0010_H0012:70b-0	pa'i chos yin no zhes bya bar @70b rtogs nas	ba_0 chos_5 yin_10 no_14 zhes_17 byed_22 ba_26 rtogs_35 nas_41 
K05D0010_H0012:70b-1	/ dad pa la sogs pa dbang po lnga 'thob par 'gyur te /	dad_2 ba_6 la_9 sogs_12 ba_17 dbang_20 po_26 lnga_29 'thob_34 ba_40 'gyur_44 te_50 
K05D0010_H0012:70b-2	sh'a ri'i bu /	sh_0 ri_5 bu_10 
K05D0010_H0012:70b-3	de'ang byang chub sems dpa' sems dpa' chen po'i chos kyi mig yongs su dag pa yin no //	de_0 byang_7 chub_13 sems_18 dpa'_23 sems_28 dpa'_33 chen_38 po_43 chos_48 kyi_53 mig_57 yongs_61 su_67 'dag_70 ba_74 yin_77 no_81 
K05D0010_H0012:70b-4	sh'a ri'i bu /	sh_0 ri_5 bu_10 
K05D0010_H0012:70b-5	gzhan yang byang chub sems dpa' sems dpa' chen pos	gzhan_0 yang_6 byang_11 chub_17 sems_22 dpa'_27 sems_32 dpa'_37 chen_42 pos_47 
K05D0010_H0012:70b-6	'di ltar byang chub sems dpa' sems dpa' chen po	'di_0 ltar_4 byang_9 chub_15 sems_20 dpa'_25 sems_30 dpa'_35 chen_40 po_45 
K05D0010_H0012:70b-7	'di ni sems dang po bskyed pa ste /	'di_0 ni_4 sems_7 dang_12 po_17 skyed_20 ba_27 ste_30 
K05D0010_H0012:70b-8	sbyin pa'i pha rol tu phyin pa dang /	sbyin_0 ba_6 pha_11 rol_15 tu_19 phyin_22 ba_28 dang_31 
K05D0010_H0012:70b-9	tshul khrims kyi pha rol tu phyin pa dang /	tshul_0 khrims_6 kyi_13 pha_17 rol_21 tu_25 phyin_28 ba_34 dang_37 
K05D0010_H0012:70b-10	shes rab kyi pha rol tu phyin pa'i bar la spyod cing /	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 ba_35 la_39 spyod_42 cing_48 
K05D0010_H0012:70b-11	de de nas dad pa'i dbang po dang /	de_0 de_3 nas_6 dad_10 ba_14 dbang_19 po_25 dang_28 
K05D0010_H0012:70b-12	brtson 'grus kyi dbang po thob la /	brtson_0 'grus_7 kyi_13 dbang_17 po_23 'thob_26 la_31 
K05D0010_H0012:70b-13	de thabs la mkhas pa dang yang ldan /	de_0 thabs_3 la_9 mkhas_12 ba_18 dang_21 yang_26 ldan_31 
K05D0010_H0012:70b-14	dge ba'i rtsa bas kyang brtan pas /	dge_0 ba_4 rtsa_9 ba_14 kyang_18 brtan_24 ba_30 
K05D0010_H0012:70b-15	bsam bzhin du lus yongs su 'dzin te /	bsam_0 bzhin_5 du_11 lus_14 yongs_18 su_24 'dzin_27 te_33 
K05D0010_H0012:70b-16	byang chub sems dpa' sems dpa' chen po 'di ni	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 'di_39 ni_43 
K05D0010_H0012:70b-17	rgyal rigs shing s'a la chen po lta bu rnams	rgyal_0 rigs_6 shing_11 s_17 la_21 chen_24 po_29 lta_32 bu_36 rnams_39 
K05D0010_H0012:70b-18	su skye bar 'gyur /	su_0 skye_3 ba_8 'gyur_12 
K05D0010_H0012:70b-19	'di ni bram ze'i rigs shing s'a la chen po lta bu rnams su skye bar 'gyur /	'di_0 ni_4 bram_7 ze_12 rigs_17 shing_22 s_28 la_32 chen_35 po_40 lta_43 bu_47 rnams_50 su_56 skye_59 ba_64 'gyur_68 
K05D0010_H0012:70b-20	'di ni khyim bdag gi rigs shing s'a la chen po lta bu rnams su skye bar 'gyur /	'di_0 ni_4 khyim_7 bdag_13 gi_18 rigs_21 shing_26 s_32 la_36 chen_39 po_44 lta_47 bu_51 rnams_54 su_60 skye_63 ba_68 'gyur_72 
K05D0010_H0012:70b-21	'di ni rgyal chen bzhi'i ris kyi lha rnams kyi nang du skye bar 'gyur /	'di_0 ni_4 rgyal_7 chen_13 bzhi_18 ris_25 kyi_29 lha_33 rnams_37 kyi_43 nang_47 du_52 skye_55 ba_60 'gyur_64 
K05D0010_H0012:70b-22	'di ni sum cu rtsa gsum ba rnams su /	'di_0 ni_4 sum_7 cu_11 rtsa_14 gsum_19 ba_24 rnams_27 su_33 
K05D0010_H0012:70b-23	'di ni 'thab bral du /	'di_0 ni_4 'thab_7 'bral_13 du_18 
K05D0010_H0012:70b-24	'di ni dga' ldan du /	'di_0 ni_4 dga'_7 ldan_12 du_17 
K05D0010_H0012:70b-25	'di ni 'phrul dgar /	'di_0 ni_4 'phrul_7 dgar_14 
K05D0010_H0012:70b-26	'di ni gzhan 'phrul dbang byed kyi lha rnams su skye bar 'gyur ro //	'di_0 ni_4 gzhan_7 'phrul_13 dbang_20 byed_26 kyi_31 lha_35 rnams_39 su_45 skye_48 ba_53 'gyur_57 ro_63 
K05D0010_H0012:70b-27	de der gnas nas sems can rnams yongs su smin par byed par yang 'gyur te /	de_0 der_3 gnas_7 nas_12 sems_16 can_21 rnams_25 yongs_31 su_37 smin_40 ba_45 byed_49 ba_54 yang_58 'gyur_63 te_69 
K05D0010_H0012:70b-28	bde ba'i yo byad thams cad kyis sems can de dag la nye bar gnas par yang 'gyur /	bde_0 ba_4 yo_9 byad_12 thams_17 cad_23 kyis_27 sems_32 can_37 de_41 'dag_44 la_48 nye_51 ba_55 gnas_59 ba_64 yang_68 'gyur_73 
K05D0010_H0012:71a-0	@71a *// sangs rgyas kyi zhing yongs su dag par byed par yang 'gyur zhing /	sangs_9 rgya_15 kyi_21 zhing_25 yongs_31 su_37 'dag_40 ba_44 byed_48 ba_53 yang_57 'gyur_62 zhing_68 
K05D0010_H0012:71a-1	de bzhin gshegs pa dgra bcom pa yang dag par	de_0 bzhin_3 gshegs_9 ba_16 dgra_19 'joms_24 ba_29 yang_32 'dag_37 ba_41 
K05D0010_H0012:71a-2	rdzogs pa'i sangs rgyas rnams la mnyes par byed par	rdzogs_0 ba_7 sangs_12 rgya_18 rnams_24 la_30 mnyes_33 ba_39 byed_43 ba_48 
K05D0010_H0012:71a-3	'gyur / bsti stang du byed par 'gyur /	'gyur_0 sti_8 stang_13 du_19 byed_22 ba_27 'gyur_31 
K05D0010_H0012:71a-4	bla mar byed par 'gyur /	bla_0 mar_4 byed_8 ba_13 'gyur_17 
K05D0010_H0012:71a-5	ri mor byed par 'gyur /	ri_0 mor_3 byed_7 ba_12 'gyur_16 
K05D0010_H0012:71a-6	mchod par byed par 'gyur la /	mchod_0 ba_6 byed_10 ba_15 'gyur_19 la_25 
K05D0010_H0012:71a-7	nyan thos kyi sa'am /	nyan_0 thos_5 kyi_10 sa_14 
K05D0010_H0012:71a-8	rang sangs rgyas kyi sar ltung bar yang mi 'gyur te /	rang_0 sangs_5 rgya_11 kyi_17 sar_21 ltung_25 ba_31 yang_35 mi_40 'gyur_43 te_49 
K05D0010_H0012:71a-9	byang chub sems dpa' sems dpa' chen po 'di ni	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 'di_39 ni_43 
K05D0010_H0012:71a-10	bla na med pa yang dag par rdzogs pa'i byang	bla_0 na_4 med_7 ba_11 yang_14 'dag_19 ba_23 rdzogs_27 ba_34 byang_39 
K05D0010_H0012:71a-11	chub mngon par rdzogs par sangs rgyas kyi bar du	chub_0 mngon_5 ba_11 rdzogs_15 ba_22 sangs_26 rgya_32 kyi_38 ba_42 du_46 
K05D0010_H0012:71a-12	phyir ldog par mi 'gyur ro //	phyir_0 ldog_6 ba_11 mi_15 'gyur_18 ro_24 
K05D0010_H0012:71a-13	zhes bya bar rab tu shes te /	zhes_0 byed_5 ba_9 rab_13 tu_17 shes_20 te_25 
K05D0010_H0012:71a-14	sh'a ri'i bu /	sh_0 ri_5 bu_10 
K05D0010_H0012:71a-15	de'ang byang chub sems dpa' sems dpa' chen po'i chos kyi mig yongs su dag pa yin no //	de_0 byang_7 chub_13 sems_18 dpa'_23 sems_28 dpa'_33 chen_38 po_43 chos_48 kyi_53 mig_57 yongs_61 su_67 'dag_70 ba_74 yin_77 no_81 
K05D0010_H0012:71a-16	sh'a ri'i bu /	sh_0 ri_5 bu_10 
K05D0010_H0012:71a-17	gzhan yang byang chub sems dpa' sems dpa' chen pos	gzhan_0 yang_6 byang_11 chub_17 sems_22 dpa'_27 sems_32 dpa'_37 chen_42 pos_47 
K05D0010_H0012:71a-18	byang chub sems dpa' sems dpa' chen po 'di dag	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 'di_39 'dag_43 
K05D0010_H0012:71a-19	ni bla na med pa yang dag par rdzogs pa'i	ni_0 bla_3 na_7 med_10 ba_14 yang_17 'dag_22 ba_26 rdzogs_30 ba_37 
K05D0010_H0012:71a-20	byang chub tu lung bstan pa'o //	byang_0 chub_6 tu_11 lung_14 ston_19 ba_25 
K05D0010_H0012:71a-21	byang chub sems dpa' sems dpa' chen po 'di dag ni lung ma bstan pa'o //	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 'di_39 'dag_43 ni_47 lung_50 ma_55 ston_58 ba_64 
K05D0010_H0012:71a-22	'di dag ni nges pa'o //	'di_0 'dag_4 ni_8 nges_11 ba_16 
K05D0010_H0012:71a-23	'di dag ni ma nges pa'o //	'di_0 'dag_4 ni_8 ma_11 nges_14 ba_19 
K05D0010_H0012:71a-24	'di dag ni lung bstan par 'gyur ba'o //	'di_0 'dag_4 ni_8 lung_11 ston_16 ba_22 'gyur_26 ba_32 
K05D0010_H0012:71a-25	'di dag ni lung bstan par mi 'gyur ba'o //	'di_0 'dag_4 ni_8 lung_11 ston_16 ba_22 mi_26 'gyur_29 ba_35 
K05D0010_H0012:71a-26	'di dag ni phyir mi ldog pa'o //	'di_0 'dag_4 ni_8 phyir_11 mi_17 ldog_20 ba_25 
K05D0010_H0012:71a-27	'di dag ni phyir mi ldog pa ma yin pa'o //	'di_0 'dag_4 ni_8 phyir_11 mi_17 ldog_20 ba_25 ma_28 yin_31 ba_35 
K05D0010_H0012:71a-28	'di'i mngon par shes pa rnams ni yongs su rdzogs so //	'di_0 mngon_6 ba_12 shes_16 ba_21 rnams_24 ni_30 yongs_33 su_39 rdzogs_42 so_49 
K05D0010_H0012:71a-29	'di'i mngon par shes pa rnams ni yongs su ma	'di_0 mngon_6 ba_12 shes_16 ba_21 rnams_24 ni_30 yongs_33 su_39 ma_42 
K05D0010_H0012:71b-0	rdzogs @71b so; ;byang chub sems dpa' sems dpa' chen	rdzogs_0 so;_12 ;byang_16 chub_23 sems_28 dpa'_33 sems_38 dpa'_43 chen_48 
K05D0010_H0012:71b-1	po 'di ni mngon par shes pa rnams yongs su	po_0 'di_3 ni_7 mngon_10 ba_16 shes_20 ba_25 rnams_28 yongs_34 su_40 
K05D0010_H0012:71b-2	rdzogs pas shar phyogs kyi 'jig rten gyi khams gangg'a'i	rdzogs_0 ba_7 'char_11 phyogs_16 kyi_23 'jig_27 rten_32 gyi_37 khams_41 gangg'i_47 
K05D0010_H0012:71b-3	klung gi bye ma snyed dag tu song zhing /	klung_0 gi_6 'bye_9 ma_13 snyed_16 'dag_22 tu_26 'gro_29 zhing_34 
K05D0010_H0012:71b-4	de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas rnams mnyes par byed /	de_0 bzhin_3 gshegs_9 ba_16 dgra_19 'joms_24 ba_29 yang_32 'dag_37 ba_41 rdzogs_45 ba_52 sangs_57 rgya_63 rnams_69 mnyes_75 ba_81 byed_85 
K05D0010_H0012:71b-5	bsnyen bkur byed /	snyen_0 bkur_7 byed_12 
K05D0010_H0012:71b-6	bsti stang du byed /	sti_0 stang_5 du_11 byed_14 
K05D0010_H0012:71b-7	bla mar byed /	bla_0 mar_4 byed_8 
K05D0010_H0012:71b-8	ri mor byed /	ri_0 mor_3 byed_7 
K05D0010_H0012:71b-9	mchod pa byed do //	mchod_0 ba_6 byed_9 do_14 
K05D0010_H0012:71b-10	de bzhin du lho dang; nub dang /	de_0 bzhin_3 du_9 lho_12 dang;_16 nub_22 dang_26 
K05D0010_H0012:71b-11	byang dang /	byang_0 dang_6 
K05D0010_H0012:71b-12	byang shar dang /	byang_0 'char_6 dang_11 
K05D0010_H0012:71b-13	shar lho dang /	'char_0 lho_5 dang_9 
K05D0010_H0012:71b-14	lho nub dang /	lho_0 nub_4 dang_8 
K05D0010_H0012:71b-15	nub byang dang /	nub_0 byang_4 dang_10 
K05D0010_H0012:71b-16	'og dang /	'og_0 dang_4 
K05D0010_H0012:71b-17	steng gi phyogs kyi phyogs re rer yang 'jig rten	steng_0 gi_6 phyogs_9 kyi_16 phyogs_20 re_27 rer_30 yang_34 'jig_39 rten_44 
K05D0010_H0012:71b-18	gyi khams gangg'a'i klung gi bye ma snyed dag tu	gyi_0 khams_4 gangg'i_10 klung_20 gi_26 'bye_29 ma_33 snyed_36 'dag_42 tu_46 
K05D0010_H0012:71b-19	song zhing; de bzhin gshegs pa dgra bcom pa yang	'gro_0 zhing;_5 de_12 bzhin_15 gshegs_21 ba_28 dgra_31 'joms_36 ba_41 yang_44 
K05D0010_H0012:71b-20	dag par rdzogs pa'i sangs rgyas rnams mnyes par byed	'dag_0 ba_4 rdzogs_8 ba_15 sangs_20 rgya_26 rnams_32 mnyes_38 ba_44 byed_48 
K05D0010_H0012:71b-21	/ bsnyen bkur byed /	snyen_2 bkur_9 byed_14 
K05D0010_H0012:71b-22	bsti stang du byed /	sti_0 stang_5 du_11 byed_14 
K05D0010_H0012:71b-23	bla mar byed /	bla_0 mar_4 byed_8 
K05D0010_H0012:71b-24	ri mor byed /	ri_0 mor_3 byed_7 
K05D0010_H0012:71b-25	mchod pa byed do;/	mchod_0 ba_6 byed_9 
K05D0010_H0012:71b-26	'di ni mngon par shes pa rnams 'thob par 'gyur ro //	'di_0 ni_4 mngon_7 ba_13 shes_17 ba_22 rnams_25 'thob_31 ba_37 'gyur_41 ro_47 
K05D0010_H0012:71b-27	'di ni mngon par shes pa rnams 'thob par mi 'gyur ro //	'di_0 ni_4 mngon_7 ba_13 shes_17 ba_22 rnams_25 'thob_31 ba_37 mi_41 'gyur_44 ro_50 
K05D0010_H0012:71b-28	'di ni bzod pa thob pa'o //	'di_0 ni_4 bzod_7 ba_12 'thob_15 ba_20 
K05D0010_H0012:71b-29	'di ni bzod pa ma thob pa'o //	'di_0 ni_4 bzod_7 ba_12 ma_15 'thob_18 ba_23 
K05D0010_H0012:71b-30	byang chub sems dpa' sems dpa' chen po 'di'i sangs	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 'di_39 sangs_45 
K05D0010_H0012:71b-31	rgyas kyi zhing ni yongs su dag par 'gyur ro	rgya_0 kyi_6 zhing_10 ni_16 yongs_19 su_25 'dag_28 ba_32 'gyur_36 ro_42 
K05D0010_H0012:71b-32	// 'di'i sangs rgyas kyi zhing ni yongs su dag par mi 'gyur ro //	'di_3 sangs_9 rgya_15 kyi_21 zhing_25 ni_31 yongs_34 su_40 'dag_43 ba_47 mi_51 'gyur_54 ro_60 
K05D0010_H0012:71b-33	byang chub sems dpa' sems dpa' chen po 'di ni smon lam chen po dang ldan pa'o //	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 'di_39 ni_43 smon_46 lam_51 chen_55 po_60 dang_63 ldan_68 ba_73 
K05D0010_H0012:71b-34	'di ni smon lam chen po dang mi ldan pa'o //	'di_0 ni_4 smon_7 lam_12 chen_16 po_21 dang_24 mi_29 ldan_32 ba_37 
K05D0010_H0012:71b-35	'di ni sems can yongs su smin par byas so //	'di_0 ni_4 sems_7 can_12 yongs_16 su_22 smin_25 ba_30 byed_34 so_39 
K05D0010_H0012:72a-0	'dis ni sems can yongs su smin par ma byas @72a *//	'dis_0 ni_5 sems_8 can_13 yongs_17 su_23 smin_26 ba_31 ma_35 byed_38 
K05D0010_H0012:72a-1	so; ;byang chub sems dpa' sems dpa' chen po 'di	so;_0 ;byang_4 chub_11 sems_16 dpa'_21 sems_26 dpa'_31 chen_36 po_41 'di_44 
K05D0010_H0012:72a-2	la ni phyogs bcu'i 'jig rten gyi khams gangg'a'i klung	la_0 ni_3 phyogs_6 'chu_13 'jig_19 rten_24 gyi_29 khams_33 gangg'i_39 klung_49 
K05D0010_H0012:72a-3	gi bye ma snyed dag gi sangs rgyas bcom ldan	gi_0 'bye_3 ma_7 snyed_10 'dag_16 gi_20 sangs_23 rgya_29 'joms_35 ldan_40 
K05D0010_H0012:72a-4	'das rnams bsngags pa brjod pa mdzad do //	'da'_0 rnams_5 bsngags_11 ba_19 rjod_22 ba_28 mdzad_31 do_37 
K05D0010_H0012:72a-5	'di la ni bsngags pa brjod par mi mdzad do //	'di_0 la_4 ni_7 bsngags_10 ba_18 rjod_21 ba_27 mi_31 mdzad_34 do_40 
K05D0010_H0012:72a-6	byang chub sems dpa' sems dpa' chen po 'di dag	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 'di_39 'dag_43 
K05D0010_H0012:72a-7	ni sangs rgyas bcom ldan 'das rnams dang nye bar	ni_0 sangs_3 rgya_9 'joms_15 ldan_20 'da'_25 rnams_30 dang_36 nye_41 ba_45 
K05D0010_H0012:72a-8	gnas par 'gyur ro //	gnas_0 ba_5 'gyur_9 ro_15 
K05D0010_H0012:72a-9	'di dag ni nye bar gnas par mi 'gyur ro //	'di_0 'dag_4 ni_8 nye_11 ba_15 gnas_19 ba_24 mi_28 'gyur_31 ro_37 
K05D0010_H0012:72a-10	byang chub sems dpa' 'di'i tshe ni dpag tu yod par 'gyur ro //	byang_0 chub_6 sems_11 dpa'_16 'di_21 tshe_27 ni_32 dpog_35 tu_40 yod_43 ba_47 'gyur_51 ro_57 
K05D0010_H0012:72a-11	'di'i tshe ni dpag tu med par 'gyur ro //	'di_0 tshe_6 ni_11 dpog_14 tu_19 med_22 ba_26 'gyur_30 ro_36 
K05D0010_H0012:72a-12	'di'i 'od dang /	'di_0 'od_6 dang_10 
K05D0010_H0012:72a-13	dbyangs dang; dge slong gi dge 'dun ni dpag tu med par 'gyur ro //	dbyangs_0 dang;_8 dge_14 slong_18 gi_24 dge_27 'dun_31 ni_36 dpog_39 tu_44 med_47 ba_51 'gyur_55 ro_61 
K05D0010_H0012:72a-14	'di ni dpag tu yod par 'gyur ro //	'di_0 ni_4 dpog_7 tu_12 yod_15 ba_19 'gyur_23 ro_29 
K05D0010_H0012:72a-15	byang chub sems dpa' sems dpa' chen po 'di ni	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 'di_39 ni_43 
K05D0010_H0012:72a-16	bla na med pa yang dag par rdzogs pa'i byang	bla_0 na_4 med_7 ba_11 yang_14 'dag_19 ba_23 rdzogs_27 ba_34 byang_39 
K05D0010_H0012:72a-17	chub mngon par rdzogs par sangs rgyas nas byang chub	chub_0 mngon_5 ba_11 rdzogs_15 ba_22 sangs_26 rgya_32 nas_38 byang_42 chub_48 
K05D0010_H0012:72a-18	sems dpa'i dge 'dun dang ldan par 'gyur ro //	sems_0 dpa_5 dge_11 'dun_15 dang_20 ldan_25 ba_30 'gyur_34 ro_40 
K05D0010_H0012:72a-19	'di ni ldan par mi 'gyur ro //	'di_0 ni_4 ldan_7 ba_12 mi_16 'gyur_19 ro_25 
K05D0010_H0012:72a-20	'di ni dka' ba spyad pa spyod par 'gyur ro //	'di_0 ni_4 dka'_7 ba_12 spyod_15 ba_21 spyod_24 ba_30 'gyur_34 ro_40 
K05D0010_H0012:72a-21	'di ni spyod par mi 'gyur ro //	'di_0 ni_4 spyod_7 ba_13 mi_17 'gyur_20 ro_26 
K05D0010_H0012:72a-22	'di ni srid pa tha ma pa'o //	'di_0 ni_4 srid_7 ba_12 tha_15 ma_19 ba_22 
K05D0010_H0012:72a-23	'di ni srid pa tha ma pa ma yin no //	'di_0 ni_4 srid_7 ba_12 tha_15 ma_19 ba_22 ma_25 yin_28 no_32 
K05D0010_H0012:72a-24	'di ni byang chub kyi snying po la 'dug par 'gyur ro //	'di_0 ni_4 byang_7 chub_13 kyi_18 snying_22 po_29 la_32 'dug_35 ba_40 'gyur_44 ro_50 
K05D0010_H0012:72a-25	'di ni 'dug par mi 'gyur ro //	'di_0 ni_4 'dug_7 ba_12 mi_16 'gyur_19 ro_25 
K05D0010_H0012:72a-26	byang chub sems dpa' sems dpa' chen po 'di dag la ni bdud 'byung bar 'gyur ro //	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 'di_39 'dag_43 la_47 ni_50 bdud_53 'byung_58 ba_65 'gyur_69 ro_75 
K05D0010_H0012:72a-27	'di dag la ni 'byung bar mi 'gyur ro //	'di_0 'dag_4 la_8 ni_11 'byung_14 ba_21 mi_25 'gyur_28 ro_34 
K05D0010_H0012:72a-28	zhes bya bar rab tu shes te /	zhes_0 byed_5 ba_9 rab_13 tu_17 shes_20 te_25 
