K10D0181_H0182:1b-0	@1b [dd] #//	[dd]_4 
K10D0181_H0182:20b-18	rgyan gyi rnam pa 'ba' zhig yid la byed de /	rgyan_0 gyi_6 rnam_10 ba_15 'ba'_18 'jig_23 yid_28 la_32 byed_35 de_40 
K10D0181_H0182:20b-19	sems dang /	sems_0 dang_5 
K10D0181_H0182:20b-20	sems las byung ba rnams de la gnas so //	sems_0 las_5 'byung_9 ba_15 rnams_18 de_24 la_27 gnas_30 so_35 
K10D0181_H0182:20b-21	de ci'i phyir zhe na /	de_0 ci_3 phyir_8 zhe_14 na_18 
K10D0181_H0182:20b-22	de srog phangs pa'i shas che ba'i phyir ro //	de_0 srog_3 'phang_8 ba_15 shas_20 che_25 ba_29 phyir_34 ro_40 
K10D0181_H0182:20b-23	de nas mi nges /	de_0 nas_3 mi_7 nges_10 
K10D0181_H0182:20b-24	lha /	lha_0 
K10D0181_H0182:20b-25	rgyan de dag ni 'di rnams lags so zhes rgyan byed pa de dag rgyal po la phul lo //	rgyan_0 de_6 'dag_9 ni_13 'di_16 rnams_20 lags_26 so_31 zhes_34 rgyan_39 byed_45 ba_50 de_53 'dag_56 rgyal_60 po_66 la_69 'bul_72 lo_77 
K10D0181_H0182:20b-26	de nas rgyal po dga' zhing mgu ste rangs nas /	de_0 nas_3 rgyal_7 po_13 dga'_16 zhing_21 mgu_27 ste_31 rangs_35 nas_41 
K10D0181_H0182:20b-27	'di skad du /	'di_0 skad_4 du_9 
K10D0181_H0182:20b-28	gang khyod kyis zla ba bcu gnyis kyi las byas	gang_0 khyod_5 kyis_11 zla_16 ba_20 'chu_23 gnyis_27 kyi_33 las_37 byed_41 
K10D0181_H0182:20b-29	pa de ni khyod bya dga' chen po dbang ngo	ba_0 de_3 ni_6 khyod_9 byed_15 dga'_19 chen_24 po_29 dbang_32 ngo_38 
K10D0181_H0182:20b-30	zhes smras so // tshe dang ldan pa gang po /	zhes_0 smras_5 so_11 tshe_17 dang_22 ldan_27 ba_32 gang_35 po_40 
K10D0181_H0182:21a-0	de bzhin du byang chub sems dpa' sems dpa' @21a *//	de_0 bzhin_3 du_9 byang_12 chub_18 sems_23 dpa'_28 sems_33 dpa'_38 
K10D0181_H0182:21a-1	chen pos dang po sems bskyed pa nas /	chen_0 pos_5 dang_9 po_14 sems_17 skyed_22 ba_29 nas_32 
K10D0181_H0182:21a-2	phyi ma'i sems bskyed pa de'i bar du sems ma 'dres par bya'o //	phyi_0 ma_5 sems_10 skyed_15 ba_22 de_25 ba_30 du_34 sems_37 ma_42 'dre_45 ba_51 byed_55 
K10D0181_H0182:21a-3	ji ltar skyes bu gser mgar de yid la byed	ji_0 ltar_3 skye_8 bu_14 gser_17 mgar_22 de_27 yid_30 la_34 byed_37 
K10D0181_H0182:21a-4	pa gzhan dang ma 'dres par rgyan de dag byed	ba_0 gzhan_3 dang_9 ma_14 'dre_17 ba_23 rgyan_27 de_33 'dag_36 byed_40 
K10D0181_H0182:21a-5	de / de ci'i phyir zhe na /	de_0 de_5 ci_8 phyir_13 zhe_19 na_23 
K10D0181_H0182:21a-6	srog phangs pa'i shas che ba'i phyir yin pa de bzhin du /	srog_0 'phang_5 ba_12 shas_17 che_22 ba_26 phyir_31 yin_37 ba_41 de_44 bzhin_47 du_53 
K10D0181_H0182:21a-7	tshe dang ldan pa gang po /	tshe_0 dang_5 ldan_10 ba_15 gang_18 po_23 
K10D0181_H0182:21a-8	byang chub sems dpa' sems dpa' chen pos rnam pa	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 pos_36 rnam_40 ba_45 
K10D0181_H0182:21a-9	thams cad mkhyen pa nyid yid la byed pa ma	thams_0 cad_6 mkhyen_10 ba_17 nyid_20 yid_25 la_29 byed_32 ba_37 ma_40 
K10D0181_H0182:21a-10	'dres par bya ste /	'dre_0 ba_6 byed_10 ste_14 
K10D0181_H0182:21a-11	yid la byed pa gzhan dag gi skabs dbye par mi bya'o //	yid_0 la_4 byed_7 ba_12 gzhan_15 'dag_21 gi_25 skabs_28 'byed_34 ba_39 mi_43 byed_46 
K10D0181_H0182:21a-12	gal te rnam pa thams cad mkhyen pa nyid lhur len pa'i stobs chen /	gal_0 te_4 rnam_7 ba_12 thams_15 cad_21 mkhyen_25 ba_32 nyid_35 lhur_40 len_45 ba_49 stobs_54 chen_60 
K10D0181_H0182:21a-13	de nyid sems ma 'dres pa la gnas te /	de_0 nyid_3 sems_8 ma_13 'dre_16 ba_22 la_25 gnas_28 te_33 
K10D0181_H0182:21a-14	byang chub sems dpa' gzhan gang bskal pa grangs med	byang_0 chub_6 sems_11 dpa'_16 gzhan_21 gang_27 bskal_32 ba_38 grangs_41 med_48 
K10D0181_H0182:21a-15	pas bla na med pa yang dag par rdzogs pa'i	ba_0 bla_4 na_8 med_11 ba_15 yang_18 'dag_23 ba_27 rdzogs_31 ba_38 
K10D0181_H0182:21a-16	byang chub mngon par rdzogs par 'tshang rgya bar 'gyur	byang_0 chub_6 mngon_11 ba_17 rdzogs_21 ba_28 'tshang_32 rgya_40 ba_45 'gyur_49 
K10D0181_H0182:21a-17	ba de / byang chub sems dpa' sems dpa' chen	ba_0 de_3 byang_8 chub_14 sems_19 dpa'_24 sems_29 dpa'_34 chen_39 
K10D0181_H0182:21a-18	po des bskal pa brgyar yang mi thogs par 'gyur	po_0 des_3 bskal_7 ba_13 brgyar_16 yang_23 mi_28 thogs_31 ba_37 'gyur_41 
K10D0181_H0182:21a-19	ba de / ro // de ci'i phyir zhe na /	ba_0 de_3 ro_8 de_14 ci_17 phyir_22 zhe_28 na_32 
K10D0181_H0182:21a-20	gang gi phyir des yid la byed pa gzhan dag gi skabs ma phye ba'i phyir te /	gang_0 gi_5 phyir_8 des_14 yid_18 la_22 byed_25 ba_30 gzhan_33 'dag_39 gi_43 skabs_46 ma_52 'byed_55 ba_60 phyir_65 te_71 
K10D0181_H0182:21a-21	de'i phyir byang chub sems dpa' sems dpa' chen po	de_0 phyir_5 byang_11 chub_17 sems_22 dpa'_27 sems_32 dpa'_37 chen_42 po_47 
K10D0181_H0182:21a-22	sems ma 'dres pa la gnas pa de bskal pa	sems_0 ma_5 'dre_8 ba_14 la_17 gnas_20 ba_25 de_28 bskal_31 ba_37 
K10D0181_H0182:21a-23	brgyar yang mi thogs par yongs su rdzogs par byed	brgyar_0 yang_7 mi_12 thogs_15 ba_21 yongs_25 su_31 rdzogs_34 ba_41 byed_45 
K10D0181_H0182:21a-24	do // tshe dang ldan pa gang po /	do_0 tshe_6 dang_11 ldan_16 ba_21 gang_24 po_29 
K10D0181_H0182:21a-25	de ltar byang chub sems dpa' sems dpa' chen pos sems ma 'dres par bya'o //	de_0 ltar_3 byang_8 chub_14 sems_19 dpa'_24 sems_29 dpa'_34 chen_39 pos_44 sems_48 ma_53 'dre_56 ba_62 byed_66 
K10D0181_H0182:21b-0	de ltar na bdag kyang don de la @21b sbyor zhing /	de_0 ltar_3 na_8 bdag_11 kyang_16 don_22 de_26 la_29 sbyor_37 zhing_43 
K10D0181_H0182:21b-1	sems can dag kyang don de la sbyor te /	sems_0 can_5 'dag_9 kyang_13 don_19 de_23 la_26 sbyor_29 te_35 
K10D0181_H0182:21b-2	'di ltar sangs rgyas kyi ye shes bla na med pa'i don la sbyor ro //	'di_0 ltar_4 sangs_9 rgya_15 kyi_21 ye_25 shes_28 bla_33 na_37 med_40 ba_44 don_49 la_53 sbyor_56 ro_62 
K10D0181_H0182:21b-3	sbyin pa'i pha rol tu phyin pa las /	sbyin_0 ba_6 pha_11 rol_15 tu_19 phyin_22 ba_28 las_31 
K10D0181_H0182:21b-4	dpe'i le'u ste gsum pa'o ////	dpe_0 le_6 ste_11 gsum_15 ba_20 
K10D0181_H0182:21b-5	de skad ces smras pa dang /	de_0 skad_3 ces_8 smras_12 ba_18 dang_21 
K10D0181_H0182:21b-6	tshe dang ldan pa byams ma'i bu gang pos tshe	tshe_0 dang_5 ldan_10 ba_15 byams_18 ma_24 bu_29 gang_32 pos_37 tshe_41 
K10D0181_H0182:21b-7	dang ldan pa sh'a radva ti'i bu la 'di skad	dang_0 ldan_5 ba_10 sh_13 radva_18 ti_24 bu_29 la_32 'di_35 skad_39 
K10D0181_H0182:21b-8	ces smras so // tshe dang ldan pa /	ces_0 smras_4 so_10 tshe_16 dang_21 ldan_26 ba_31 
K10D0181_H0182:21b-9	gal te yid la byed pa de dag bar ma dor 'dres pa zhig na /	gal_0 te_4 yid_7 la_11 byed_14 ba_19 de_22 'dag_25 ba_29 ma_33 'dor_36 'dre_40 ba_46 'jig_49 na_54 
K10D0181_H0182:21b-10	de'i ngo bo nyid ni gang yin /	de_0 ngo_5 'bo_9 nyid_12 ni_17 gang_20 yin_25 
K10D0181_H0182:21b-11	gang dang ni ldan /	gang_0 dang_5 ni_10 ldan_13 
K10D0181_H0182:21b-12	de skad ces smras pa dang /	de_0 skad_3 ces_8 smras_12 ba_18 dang_21 
K10D0181_H0182:21b-13	tshe dang ldan pa sh'a radva ti'i bus 'di skad ces smras so //	tshe_0 dang_5 ldan_10 ba_15 sh_18 radva_23 ti_29 'bud_34 'di_38 skad_42 ces_47 smras_51 so_57 
K10D0181_H0182:21b-14	tshe dang ldan pa gang po /	tshe_0 dang_5 ldan_10 ba_15 gang_18 po_23 
K10D0181_H0182:21b-15	gang gi tshe nyan thos kyi sa dang ldan zhing /	gang_0 gi_5 tshe_8 nyan_13 thos_18 kyi_23 sa_27 dang_30 ldan_35 zhing_40 
K10D0181_H0182:21b-16	rang sangs rgyas kyi sa dang ldan pa'i yid la byed pa byung ba de'i tshe /	rang_0 sangs_5 rgya_11 kyi_17 sa_21 dang_24 ldan_29 ba_34 yid_39 la_43 byed_46 ba_51 'byung_54 ba_60 de_63 tshe_68 
K10D0181_H0182:21b-17	byang chub sems dpa' sems ma 'dres pa yin par rig par bya ste /	byang_0 chub_6 sems_11 dpa'_16 sems_21 ma_26 'dre_29 ba_35 yin_38 ba_42 rig_46 ba_50 byed_54 ste_58 
K10D0181_H0182:21b-18	'di ni byang chub sems dpa' sems dpa' chen po'i	'di_0 ni_4 byang_7 chub_13 sems_18 dpa'_23 sems_28 dpa'_33 chen_38 po_43 
K10D0181_H0182:21b-19	tshul bzhin ma yin pa yid la byed pa dag	tshul_0 bzhin_6 ma_12 yin_15 ba_19 yid_22 la_26 byed_29 ba_34 'dag_37 
K10D0181_H0182:21b-20	yin no // de ci'i phyir zhe na /	yin_0 no_4 de_10 ci_13 phyir_18 zhe_24 na_28 
K10D0181_H0182:21b-21	byang chub la ni ngo bo nyid med pa'i phyir ro //	byang_0 chub_6 la_11 ni_14 ngo_17 'bo_21 nyid_24 med_29 ba_33 phyir_38 ro_44 
K10D0181_H0182:21b-22	gal te byang chub sems dpa' sems dpa' chen po'i yid la byed pa 'dod chags dang ldan pa'am /	gal_0 te_4 byang_7 chub_13 sems_18 dpa'_23 sems_28 dpa'_33 chen_38 po_43 yid_48 la_52 byed_55 ba_60 'dod_63 chags_68 dang_74 ldan_79 ba_84 
K10D0181_H0182:21b-23	zhe sdang dang ldan pa'am /	zhe_0 sdang_4 dang_10 ldan_15 ba_20 
K10D0181_H0182:21b-24	gti mug dang ldan pa 'byung na /	gti_0 mug_4 dang_8 ldan_13 ba_18 'byung_21 na_28 
K10D0181_H0182:21b-25	'byung ba des byang chub sems dpa' sems 'dres par rig par bya ba ma yin no //	'byung_0 ba_7 des_10 byang_14 chub_20 sems_25 dpa'_30 sems_35 'dre_40 ba_46 rig_50 ba_54 byed_58 ba_62 ma_65 yin_68 no_72 
K10D0181_H0182:21b-26	de ci'i phyir zhe na /	de_0 ci_3 phyir_8 zhe_14 na_18 
K10D0181_H0182:21b-27	rnam par rtog pa 'di dag ni byang chub sems dpa'i srid pa mngon par 'grub pa ste /	rnam_0 ba_5 rtogs_9 ba_14 'di_17 'dag_21 ni_25 byang_28 chub_34 sems_39 dpa_44 srid_50 ba_55 mngon_58 ba_64 'grub_68 ba_74 ste_77 
K10D0181_H0182:21b-28	phan 'dogs par gyur pa /	phan_0 'dogs_5 ba_11 gyur_15 ba_20 
K10D0181_H0182:21b-29	rgyur gyur pa /	rgyur_0 gyur_6 ba_11 
K10D0181_H0182:22a-0	@22a *// grogs su gyur pa yin pa'i phyir ro //	grogs_9 su_15 gyur_18 ba_23 yin_26 ba_30 phyir_35 ro_41 
K10D0181_H0182:22a-1	'di dag ni thams cad mkhyen pa nyid du 'gyur bar byed pa'o //	'di_0 'dag_4 ni_8 thams_11 cad_17 mkhyen_21 ba_28 nyid_31 du_36 'gyur_39 ba_45 byed_49 ba_54 
K10D0181_H0182:22a-2	'di dag gis ni lus yongs su 'dzin to //	'di_0 'dag_4 gis_8 ni_12 lus_15 yongs_19 su_25 'dzin_28 to_34 
K10D0181_H0182:22a-3	thabs la mkhas pas ji ltar pha rol tu phyin	thabs_0 la_6 mkhas_9 ba_15 ji_19 ltar_22 pha_27 rol_31 tu_35 phyin_38 
K10D0181_H0182:22a-4	pa drug po rnams kyis yongs su bsngo ba byed	ba_0 drug_3 po_8 rnams_11 kyis_17 yongs_22 su_28 sngo_31 ba_37 byed_40 
K10D0181_H0182:22a-5	pa de bzhin du /	ba_0 de_3 bzhin_6 du_12 
K10D0181_H0182:22a-6	nyon mongs pa grogs su gyur pa rnams kyis kyang	nyon_0 mongs_5 ba_11 grogs_14 su_20 gyur_23 ba_28 rnams_31 kyis_37 kyang_42 
K10D0181_H0182:22a-7	byang chub sems dpa' sems dpa' chen po bla na	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 bla_39 na_43 
K10D0181_H0182:22a-8	med pa yang dag par rdzogs pa'i byang chub mngon	med_0 ba_4 yang_7 'dag_12 ba_16 rdzogs_20 ba_27 byang_32 chub_38 mngon_43 
K10D0181_H0182:22a-9	par rdzogs par 'tshang rgya ste /	ba_0 rdzogs_4 ba_11 'tshang_15 rgya_23 ste_28 
K10D0181_H0182:22a-10	tshe dang ldan pa gang po /	tshe_0 dang_5 ldan_10 ba_15 gang_18 po_23 
K10D0181_H0182:22a-11	de lta bas na thams cad mkhyen pa nyid la	de_0 lta_3 ba_7 na_11 thams_14 cad_20 mkhyen_24 ba_31 nyid_34 la_39 
K10D0181_H0182:22a-12	bar chad byed par 'gyur ba'i yid la byed pa	ba_0 'chad_4 byed_9 ba_14 'gyur_18 ba_24 yid_29 la_33 byed_36 ba_41 
K10D0181_H0182:22a-13	gang dag yin pa de dag 'byung bas byang chub	gang_0 'dag_5 yin_9 ba_13 de_16 'dag_19 'byung_23 ba_30 byang_34 chub_40 
K10D0181_H0182:22a-14	sems dpa' sems dpa' chen pos sems 'dres pa zhes	sems_0 dpa'_5 sems_10 dpa'_15 chen_20 pos_25 sems_29 'dre_34 ba_40 zhes_43 
K10D0181_H0182:22a-15	bya bar rig par bya'o //	byed_0 ba_4 rig_8 ba_12 byed_16 
K10D0181_H0182:22a-16	de dag gang zhe na /	de_0 'dag_3 gang_7 zhe_12 na_16 
K10D0181_H0182:22a-17	'di lta ste; nyan thos dang ldan pa dang /	'di_0 lta_4 ste;_8 nyan_13 thos_18 dang_23 ldan_28 ba_33 dang_36 
K10D0181_H0182:22a-18	rang sangs rgyas dang ldan par 'gyur ba de dag gis sems 'dres par rig par bya'o //	rang_0 sangs_5 rgya_11 dang_17 ldan_22 ba_27 'gyur_31 ba_37 de_40 'dag_43 gis_47 sems_51 'dre_56 ba_62 rig_66 ba_70 byed_74 
K10D0181_H0182:22a-19	de las gzhan pa'i yid la byed pa srid pa'i	de_0 las_3 gzhan_7 ba_13 yid_18 la_22 byed_25 ba_30 srid_33 ba_38 
K10D0181_H0182:22a-20	rjes su mthun pa gang dag yin pa de dag	rjes_0 su_5 mthun_8 ba_14 gang_17 'dag_22 yin_26 ba_30 de_33 'dag_36 
K10D0181_H0182:22a-21	'byung bas ni / byang chub sems dpa' sems dpa'	'byung_0 ba_7 ni_11 byang_16 chub_22 sems_27 dpa'_32 sems_37 dpa'_42 
K10D0181_H0182:22a-22	chen po sems 'dres par gnas pa ma yin no	chen_0 po_5 sems_8 'dre_13 ba_19 gnas_23 ba_28 ma_31 yin_34 no_38 
K10D0181_H0182:22a-23	'byung bas ni / // yid la byed pa de dag ci'i phyir 'dod par bya zhe na /	'byung_0 ba_7 ni_11 yid_19 la_23 byed_26 ba_31 de_34 'dag_37 ci_41 phyir_46 'dod_52 ba_57 byed_61 zhe_65 na_69 
K10D0181_H0182:22a-24	'di ltar byang chub sems dpa' sems dpa' chen po	'di_0 ltar_4 byang_9 chub_15 sems_20 dpa'_25 sems_30 dpa'_35 chen_40 po_45 
K10D0181_H0182:22a-25	de 'khor bas yongs su mi skyo ba'i go cha	de_0 'khor_3 ba_9 yongs_13 su_19 mi_22 skyo_25 ba_30 go_35 cha_38 
K10D0181_H0182:22a-26	bgos pa'i phyir te /	bgod_0 ba_5 phyir_10 te_16 
K10D0181_H0182:22b-0	de dag 'byung na skye ba'i gnas rnams yongs @22b su 'dzin la /	de_0 'dag_3 'byung_7 na_14 skye_17 ba_22 gnas_27 rnams_32 yongs_38 su_49 'dzin_52 la_58 
K10D0181_H0182:22b-1	skye ba'i gnas rnams yongs su bzung bas yang sbyin	skye_0 ba_5 gnas_10 rnams_15 yongs_21 su_27 bzung_30 ba_36 yang_40 sbyin_45 
K10D0181_H0182:22b-2	pa'i pha rol tu phyin pa yang dag par blangs	ba_0 pha_5 rol_9 tu_13 phyin_16 ba_22 yang_25 'dag_30 ba_34 blangs_38 
K10D0181_H0182:22b-3	te gnas par 'gyur ro //	te_0 gnas_3 ba_8 'gyur_12 ro_18 
K10D0181_H0182:22b-4	de bzhin du tshul khrims kyi pha rol tu phyin pa dang /	de_0 bzhin_3 du_9 tshul_12 khrims_18 kyi_25 pha_29 rol_33 tu_37 phyin_40 ba_46 dang_49 
K10D0181_H0182:22b-5	bzod pa'i pha rol tu phyin pa dang /	bzod_0 ba_5 pha_10 rol_14 tu_18 phyin_21 ba_27 dang_30 
K10D0181_H0182:22b-6	brtson 'grus kyi pha rol tu phyin pa dang /	brtson_0 'grus_7 kyi_13 pha_17 rol_21 tu_25 phyin_28 ba_34 dang_37 
K10D0181_H0182:22b-7	bsam gtan gyi pha rol tu phyin pa yongs su 'dzin te /	bsam_0 gtan_5 gyi_10 pha_14 rol_18 tu_22 phyin_25 ba_31 yongs_34 su_40 'dzin_43 te_49 
K10D0181_H0182:22b-8	yang shes rab kyi pha rol tu phyin pa sgom mo //	yang_0 shes_5 rab_10 kyi_14 pha_18 rol_22 tu_26 phyin_29 ba_35 sgom_38 mo_43 
K10D0181_H0182:22b-9	de ltar na yid la byed pa gang dag gis	de_0 ltar_3 na_8 yid_11 la_15 byed_18 ba_23 gang_26 'dag_31 gis_35 
K10D0181_H0182:22b-10	srid pa mngon par 'grub par 'gyur ba de dag	srid_0 ba_5 mngon_8 ba_14 'grub_18 ba_24 'gyur_28 ba_34 de_37 'dag_40 
K10D0181_H0182:22b-11	ni / byang chub sems dpa' sems dpa' chen pos	ni_0 byang_5 chub_11 sems_16 dpa'_21 sems_26 dpa'_31 chen_36 pos_41 
K10D0181_H0182:22b-12	byang chub kyi snying po la 'dug par ma gyur	byang_0 chub_6 kyi_11 snying_15 po_22 la_25 'dug_28 ba_33 ma_37 gyur_40 
K10D0181_H0182:22b-13	gyi bar du 'dod par bya'o //	gyi_0 ba_4 du_8 'dod_11 ba_16 byed_20 
K10D0181_H0182:22b-14	tshe dang ldan pa gang po /	tshe_0 dang_5 ldan_10 ba_15 gang_18 po_23 
K10D0181_H0182:22b-15	de ltar nyon mongs pa rnams la'ang byang chub sems	de_0 ltar_3 nyon_8 mongs_13 ba_19 rnams_22 la_28 byang_35 chub_41 sems_46 
K10D0181_H0182:22b-16	dpa' sems dpa' chen pos yongs su skyo ba'i sems	dpa'_0 sems_5 dpa'_10 chen_15 pos_20 yongs_24 su_30 skyo_33 ba_38 sems_43 
K10D0181_H0182:22b-17	bskyed par mi bya'o //	skyed_0 ba_7 mi_11 byed_14 
K10D0181_H0182:22b-18	byang chub sems dpas ci'i phyir 'dod par bya zhe na /	byang_0 chub_6 sems_11 dpas_16 ci_21 phyir_26 'dod_32 ba_37 byed_41 zhe_45 na_49 
K10D0181_H0182:22b-19	'di dag ni bdag la phan 'dogs par gyur pa dag ste /	'di_0 'dag_4 ni_8 bdag_11 la_16 phan_19 'dogs_24 ba_30 gyur_34 ba_39 'dag_42 ste_46 
K10D0181_H0182:22b-20	gal te 'di dag gzugs can zhig yin du zin na /	gal_0 te_4 'di_7 'dag_11 gzugs_15 can_21 'jig_25 yin_30 du_34 zin_37 na_41 
K10D0181_H0182:22b-21	bdag gis bsti stang chen pos ri mo bya ba zhig ste /	bdag_0 gis_5 sti_9 stang_14 chen_20 pos_25 ri_29 mo_32 byed_35 ba_39 'jig_42 ste_47 
K10D0181_H0182:22b-22	de ci'i phyir zhe na /	de_0 ci_3 phyir_8 zhe_14 na_18 
K10D0181_H0182:22b-23	'di ltar de dag la de'i phan yon rnams nye bar gnas pa'i phyir ro //	'di_0 ltar_4 de_9 'dag_12 la_16 de_19 phan_24 yon_29 rnams_33 nye_39 ba_43 gnas_47 ba_52 phyir_57 ro_63 
K10D0181_H0182:22b-24	gal te thabs la mkhas pa gzugs can zhig yin du zin na ni /	gal_0 te_4 thabs_7 la_13 mkhas_16 ba_22 gzugs_25 can_31 'jig_35 yin_40 du_44 zin_47 na_51 ni_54 
K10D0181_H0182:22b-25	de la'ang de bzhin gshegs pa bzhin du bdag gis	de_0 la_3 de_10 bzhin_13 gshegs_19 ba_26 bzhin_29 du_35 bdag_38 gis_43 
K10D0181_H0182:22b-26	bsti stang chen pos ri mo bya ba zhig ste	sti_0 stang_5 chen_11 pos_16 ri_20 mo_23 byed_26 ba_30 'jig_33 ste_38 
K10D0181_H0182:22b-27	/ de ci'i phyir zhe na /	de_2 ci_5 phyir_10 zhe_16 na_20 
K10D0181_H0182:23a-0	'di ltar bdag gis thabs la @23a *//	'di_0 ltar_4 bdag_9 gis_14 thabs_18 la_24 
K10D0181_H0182:23a-1	mkhas pa 'di ni srid par kun tu sbyor ba mi gcod la /	mkhas_0 ba_6 'di_9 ni_13 srid_16 ba_21 kun_25 tu_29 sbyor_32 ba_38 mi_41 gcod_44 la_49 
K10D0181_H0182:23a-2	pha rol tu phyin pa drug 'phel ba dang /	pha_0 rol_4 tu_8 phyin_11 ba_17 drug_20 'phel_25 ba_31 dang_34 
K10D0181_H0182:23a-3	yongs su rdzogs par byed cing /	yongs_0 su_6 rdzogs_9 ba_16 byed_20 cing_25 
K10D0181_H0182:23a-4	thams cad mkhyen pa nyid kyang bsgrubs pa yin pa'i phyir ro //	thams_0 cad_6 mkhyen_10 ba_17 nyid_20 kyang_25 sgrub_31 ba_39 yin_42 ba_46 phyir_51 ro_57 
K10D0181_H0182:23a-5	ji lta ji ltar pha rol tu phyin pa drug 'phel ba dang /	ji_0 lta_3 ji_7 ltar_10 pha_15 rol_19 tu_23 phyin_26 ba_32 drug_35 'phel_40 ba_46 dang_49 
K10D0181_H0182:23a-6	yongs su rdzogs par byed cing /	yongs_0 su_6 rdzogs_9 ba_16 byed_20 cing_25 
K10D0181_H0182:23a-7	thams cad mkhyen pa nyid sgrub par byed pa de	thams_0 cad_6 mkhyen_10 ba_17 nyid_20 sgrub_25 ba_31 byed_35 ba_40 de_43 
K10D0181_H0182:23a-8	lta de ltar srid par kun tu sbyor ba rnams	lta_0 de_4 ltar_7 srid_12 ba_17 kun_21 tu_25 sbyor_28 ba_34 rnams_37 
K10D0181_H0182:23a-9	srab par 'gyur / nyam dams par 'gyur /	srab_0 ba_5 'gyur_9 nyam_17 dams_22 ba_27 'gyur_31 
K10D0181_H0182:23a-10	zhan par 'gyur ro //	zhan_0 ba_5 'gyur_9 ro_15 
K10D0181_H0182:23a-11	tshe dang ldan pa gang po /	tshe_0 dang_5 ldan_10 ba_15 gang_18 po_23 
K10D0181_H0182:23a-12	dper na /	dper_0 na_5 
K10D0181_H0182:23a-13	shing rta khal chen po bkal ba ni /	shing_0 rta_6 khal_10 chen_15 po_20 'khel_23 ba_28 ni_31 
K10D0181_H0182:23a-14	ji lta ji ltar shing rta 'gro ba de lta	ji_0 lta_3 ji_7 ltar_10 shing_15 rta_21 'gro_25 ba_30 de_33 lta_36 
K10D0181_H0182:23a-15	de ltar de'i srog shing yongs su zad par 'gyur	de_0 ltar_3 de_8 srog_13 shing_18 yongs_24 su_30 zad_33 ba_37 'gyur_41 
K10D0181_H0182:23a-16	te / srog shing de'ang khal de nyid kyis shin tu non pa dang /	te_0 srog_5 shing_10 de_16 khal_23 de_28 nyid_31 kyis_36 shin_41 tu_46 non_49 ba_53 dang_56 
K10D0181_H0182:23a-17	khal khyer bas yongs su zad par 'gyur zhing zhan par 'gyur mod kyi /	khal_0 'khyer_5 ba_11 yongs_15 su_21 zad_24 ba_28 'gyur_32 zhing_38 zhan_44 ba_49 'gyur_53 mod_59 kyi_63 
K10D0181_H0182:23a-18	srog shing de grong khyer gyi nang du zhugs te /	srog_0 shing_5 de_11 grong_14 'khyer_20 gyi_26 nang_30 du_35 'jug_38 te_44 
K10D0181_H0182:23a-19	bya ba byas nas chag par 'gyur ro //	byed_0 ba_4 byed_7 nas_12 'chag_16 ba_21 'gyur_25 ro_31 
K10D0181_H0182:23a-20	tshe dang ldan pa gang po /	tshe_0 dang_5 ldan_10 ba_15 gang_18 po_23 
K10D0181_H0182:23a-21	de bzhin du byang chub sems dpa' sems dpa' chen	de_0 bzhin_3 du_9 byang_12 chub_18 sems_23 dpa'_28 sems_33 dpa'_38 chen_43 
K10D0181_H0182:23a-22	po'i srid pa 'thob par byed pa'i kun tu sbyor	po_0 srid_5 ba_10 'thob_13 ba_19 byed_23 ba_28 kun_33 tu_37 sbyor_40 
K10D0181_H0182:23a-23	ba gang dag yin pa 'di dag ni gang dag	ba_0 gang_3 'dag_8 yin_12 ba_16 'di_19 'dag_23 ni_27 gang_30 'dag_35 
K10D0181_H0182:23a-24	gis srid pa yongs su 'dzin par byed pa dag	gis_0 srid_4 ba_9 yongs_12 su_18 'dzin_21 ba_27 byed_31 ba_36 'dag_39 
K10D0181_H0182:23a-25	ste / ji lta ji ltar byang chub sems dpa'	ste_0 ji_6 lta_9 ji_13 ltar_16 byang_21 chub_27 sems_32 dpa'_37 
K10D0181_H0182:23a-26	skye ba'i gnas rnams mngon par 'grub par byed pa	skye_0 ba_5 gnas_10 rnams_15 mngon_21 ba_27 'grub_31 ba_37 byed_41 ba_46 
K10D0181_H0182:23a-27	de lta de ltar pha rol tu phyin pa drug	de_0 lta_3 de_7 ltar_10 pha_15 rol_19 tu_23 phyin_26 ba_32 drug_35 
K10D0181_H0182:23a-28	yongs su rdzogs par 'gyur ro //	yongs_0 su_6 rdzogs_9 ba_16 'gyur_20 ro_26 
K10D0181_H0182:23b-0	ji lta ji ltar pha rol tu @23b phyin pa	ji_0 lta_3 ji_7 ltar_10 pha_15 rol_19 tu_23 phyin_31 ba_37 
K10D0181_H0182:23b-1	drug yongs su rdzogs par 'gyur ba de lta de	drug_0 yongs_5 su_11 rdzogs_14 ba_21 'gyur_25 ba_31 de_34 lta_37 de_41 
K10D0181_H0182:23b-2	ltar srid par kun tu sbyor ba rnams srab par	ltar_0 srid_5 ba_10 kun_14 tu_18 sbyor_21 ba_27 rnams_30 srab_36 ba_41 
K10D0181_H0182:23b-3	'gyur ro // ji lta ji ltar srid par kun	'gyur_0 ro_6 ji_12 lta_15 ji_19 ltar_22 srid_27 ba_32 kun_36 
