K01D0001_H0001:1b-0	@1b [dd] #//	[dd]_4 
K01D0001_H0001:121b-21	brtson 'grus brtsams shing spyod pa de gnyis shi zhing dus la bab na 'dir skye bar 'gyur bas /	brtson_0 'grus_7 brtsams_13 shing_21 spyod_27 ba_33 de_36 gnyis_39 'chi_45 zhing_49 dus_55 la_59 'bab_62 na_66 'dir_69 skye_74 ba_79 'gyur_83 ba_89 
K01D0001_H0001:121b-22	de gnyis kyi don du bzhag go zhes mchi'o //	de_0 gnyis_3 kyi_9 don_13 du_17 'jog_20 go_26 zhes_29 mchi_34 
K01D0001_H0001:121b-23	dge tshul gnyis de ltar na phan yon 'di dag	dge_0 tshul_4 gnyis_10 de_16 ltar_19 na_24 phan_27 yon_32 'di_36 'dag_40 
K01D0001_H0001:121b-24	dang gzhan dag kyang brtson 'grus brtsams pa las byung	dang_0 gzhan_5 'dag_11 kyang_15 brtson_21 'grus_28 brtsams_34 ba_42 las_45 'byung_49 
K01D0001_H0001:121b-25	bar 'gyur bas brtson 'grus gyis shig ///	ba_0 'gyur_4 ba_10 brtson_14 'grus_21 gyis_27 shig_32 
K01D0001_H0001:121b-26	'dul ba gzhi /	'dul_0 ba_5 gzhi_8 
K01D0001_H0001:121b-27	bam po brgyad pa /	bam_0 po_4 brgyad_7 ba_14 
K01D0001_H0001:121b-28	de gnyis brtson 'grus rtsom pas bklag par bya bar brtsams te /	de_0 gnyis_3 brtson_9 'grus_16 rtsom_22 ba_28 klog_32 ba_38 byed_42 ba_46 brtsams_50 te_58 
K01D0001_H0001:121b-29	lung nod pa dang /	lung_0 nod_5 ba_9 dang_12 
K01D0001_H0001:121b-30	ji tsam na gleng gzhi dang /	ji_0 tsam_3 na_8 gleng_11 gzhi_17 dang_22 
K01D0001_H0001:121b-31	yang dag par ldan pa'i rgyud du gtogs pa las /	yang_0 'dag_5 ba_9 ldan_13 ba_18 brgyud_23 du_29 gtogs_32 ba_38 las_41 
K01D0001_H0001:121b-32	de nas bcom ldan 'das kyis phyag gis sen mo'i rtse mos rdul dag bzhes nas /	de_0 nas_3 'joms_7 ldan_12 'da'_17 kyis_22 phyag_27 gis_33 sen_37 mo_41 rtse_46 mos_51 rdul_55 'dag_60 bzhes_64 nas_70 
K01D0001_H0001:121b-33	dge slong rnams la bka' stsal pa /	dge_0 slong_4 rnams_10 la_16 bka'_19 stsal_24 ba_30 
K01D0001_H0001:122a-0	dge slong @122a *//	dge_0 slong_4 
K01D0001_H0001:122a-1	dag de ji snyam du sems /	'dag_0 de_4 ji_7 snyam_10 du_16 sems_19 
K01D0001_H0001:122a-2	ngas sen mo'i rtse mo'i rdul dag blangs pa gang dag yin pa dang /	ngas_0 sen_5 mo_9 rtse_14 mo_19 rdul_24 'dag_29 blangs_33 ba_40 gang_43 'dag_48 yin_52 ba_56 dang_59 
K01D0001_H0001:122a-3	sa la gnas pa'i rdul gang dag yin pa de dag gang mang snyam /	sa_0 la_3 gnas_6 ba_11 rdul_16 gang_21 'dag_26 yin_30 ba_34 de_37 'dag_40 gang_44 mang_49 snyam_54 
K01D0001_H0001:122a-4	btsun pa bcom ldan 'das kyis phyag gi sen mo'i	btsun_0 ba_6 'joms_9 ldan_14 'da'_19 kyis_24 phyag_29 gi_35 sen_38 mo_42 
K01D0001_H0001:122a-5	rtse mos rdul dag bzhes pa gang dag lags pa	rtse_0 mos_5 rdul_9 'dag_14 bzhes_18 ba_24 gang_27 'dag_32 lags_36 ba_41 
K01D0001_H0001:122a-6	de dag ni nyung ba dang /	de_0 'dag_3 ni_7 nyung_10 ba_16 dang_19 
K01D0001_H0001:122a-7	nyung ngu dang /	nyung_0 ngu_6 dang_10 
K01D0001_H0001:122a-8	nyung shas dang /	nyung_0 shas_6 dang_11 
K01D0001_H0001:122a-9	nyung zad lags te /	nyung_0 zad_6 lags_10 te_15 
K01D0001_H0001:122a-10	de dag dog sa la gnas pa'i rdul dag dang bsgrun na brgya'i char yang nye bar mi mchi /	de_0 'dag_3 dog_7 sa_11 la_14 gnas_17 ba_22 rdul_27 'dag_32 dang_36 sgrun_41 na_48 brgya_51 char_59 yang_64 nye_69 ba_73 mi_77 mchi_80 
K01D0001_H0001:122a-11	stong gi cha dang /	stong_0 gi_6 cha_9 dang_13 
K01D0001_H0001:122a-12	brgya stong gi cha dang /	brgya_0 stong_6 gi_12 cha_15 dang_19 
K01D0001_H0001:122a-13	grangs dang cha dang bgrang ba dang /	grangs_0 dang_7 cha_12 dang_16 bgrong_21 ba_28 dang_31 
K01D0001_H0001:122a-14	dpe dang rgyur yang nye bar mi mchi'o //	dpe_0 dang_4 rgyur_9 yang_15 nye_20 ba_24 mi_28 mchi_31 
K01D0001_H0001:122a-15	bcom ldan 'das kyis bka' stsal pa /	'joms_0 ldan_5 'da'_10 kyis_15 bka'_20 stsal_25 ba_31 
K01D0001_H0001:122a-16	dge slong dag sa la gnas pa'i rdul ji snyed	dge_0 slong_4 'dag_10 sa_14 la_17 gnas_20 ba_25 rdul_30 ji_35 snyed_38 
K01D0001_H0001:122a-17	pa de snyed kyi sems can dag ni sems can	ba_0 de_3 snyed_6 kyi_12 sems_16 can_21 'dag_25 ni_29 sems_32 can_37 
K01D0001_H0001:122a-18	dmyal ba rnams kyi nang nas shi 'phos te /	dmyal_0 ba_6 rnams_9 kyi_15 nang_19 nas_24 'chi_28 'pho_32 te_38 
K01D0001_H0001:122a-19	sems can dmyal ba rnams kyi nang du skye bar 'gyur gyi /	sems_0 can_5 dmyal_9 ba_15 rnams_18 kyi_24 nang_28 du_33 skye_36 ba_41 'gyur_45 gyi_51 
K01D0001_H0001:122a-20	sen mo'i rtse mo la gnas pa'i rdul dag ji	sen_0 mo_4 rtse_9 mo_14 la_17 gnas_20 ba_25 rdul_30 'dag_35 ji_39 
K01D0001_H0001:122a-21	snyed pa de snyed kyi sems can dag ni sems	snyed_0 ba_6 de_9 snyed_12 kyi_18 sems_22 can_27 'dag_31 ni_35 sems_38 
K01D0001_H0001:122a-22	can dmyal ba rnams kyi nang nas shi 'phos te	can_0 dmyal_4 ba_10 rnams_13 kyi_19 nang_23 nas_28 'chi_32 'pho_36 te_42 
K01D0001_H0001:122a-23	/ mi rnams kyi nang du skye bar 'gyur ro //	mi_2 rnams_5 kyi_11 nang_15 du_20 skye_23 ba_28 'gyur_32 ro_38 
K01D0001_H0001:122a-24	sa la gnas pa'i rdul dag ji snyed pa de	sa_0 la_3 gnas_6 ba_11 rdul_16 'dag_21 ji_25 snyed_28 ba_34 de_37 
K01D0001_H0001:122a-25	snyed kyi sems can dag ni sems can dmyal ba	snyed_0 kyi_6 sems_10 can_15 'dag_19 ni_23 sems_26 can_31 dmyal_35 ba_41 
K01D0001_H0001:122a-26	rnams kyi nang nas shi 'phos te /	rnams_0 kyi_6 nang_10 nas_15 'chi_19 'pho_23 te_29 
K01D0001_H0001:122a-27	dud 'gro rnams kyi nang du skye bar 'gyur gyi /	dud_0 'gro_4 rnams_9 kyi_15 nang_19 du_24 skye_27 ba_32 'gyur_36 gyi_42 
K01D0001_H0001:122a-28	sen mo'i rtse mo la gnas pa'i rdul dag ji	sen_0 mo_4 rtse_9 mo_14 la_17 gnas_20 ba_25 rdul_30 'dag_35 ji_39 
K01D0001_H0001:122a-29	snyed pa de snyed kyi sems can dmyal ba rnams	snyed_0 ba_6 de_9 snyed_12 kyi_18 sems_22 can_27 dmyal_31 ba_37 rnams_40 
K01D0001_H0001:122a-30	kyi nang nas shi 'phos te /	kyi_0 nang_4 nas_9 'chi_13 'pho_17 te_23 
K01D0001_H0001:122a-31	mi rnams kyi nang du skye bar 'gyur ro //	mi_0 rnams_3 kyi_9 nang_13 du_18 skye_21 ba_26 'gyur_30 ro_36 
K01D0001_H0001:122a-32	sa la gnas pa'i rdul dag ji snyed pa de	sa_0 la_3 gnas_6 ba_11 rdul_16 'dag_21 ji_25 snyed_28 ba_34 de_37 
K01D0001_H0001:122a-33	snyed kyi sems can dag ni sems can dmyal ba	snyed_0 kyi_6 sems_10 can_15 'dag_19 ni_23 sems_26 can_31 dmyal_35 ba_41 
K01D0001_H0001:122a-34	rnams kyi nang nas shi 'phos te /	rnams_0 kyi_6 nang_10 nas_15 'chi_19 'pho_23 te_29 
K01D0001_H0001:122b-0	@122b yi dvags rnams kyi nang du skye bar 'gyur gyi /	yi_6 dvags_9 rnams_15 kyi_21 nang_25 du_30 skye_33 ba_38 'gyur_42 gyi_48 
K01D0001_H0001:122b-1	sen mo'i rtse mo la gnas pa'i rdul dag ji	sen_0 mo_4 rtse_9 mo_14 la_17 gnas_20 ba_25 rdul_30 'dag_35 ji_39 
K01D0001_H0001:122b-2	snyed pa de snyed kyi sems can dag ni sems	snyed_0 ba_6 de_9 snyed_12 kyi_18 sems_22 can_27 'dag_31 ni_35 sems_38 
K01D0001_H0001:122b-3	can dmyal ba rnams kyi nang nas shi 'phos te	can_0 dmyal_4 ba_10 rnams_13 kyi_19 nang_23 nas_28 'chi_32 'pho_36 te_42 
K01D0001_H0001:122b-4	/ mi rnams kyi nang du skye bar 'gyur ro //	mi_2 rnams_5 kyi_11 nang_15 du_20 skye_23 ba_28 'gyur_32 ro_38 
K01D0001_H0001:122b-5	sa la gnas pa'i rdul dag ji snyed pa de	sa_0 la_3 gnas_6 ba_11 rdul_16 'dag_21 ji_25 snyed_28 ba_34 de_37 
K01D0001_H0001:122b-6	snyed kyi sems can dag ni sems can dmyal ba	snyed_0 kyi_6 sems_10 can_15 'dag_19 ni_23 sems_26 can_31 dmyal_35 ba_41 
K01D0001_H0001:122b-7	rnams kyi nang nas shi 'phos te sems can dmyal	rnams_0 kyi_6 nang_10 nas_15 'chi_19 'pho_23 te_29 sems_32 can_37 dmyal_41 
K01D0001_H0001:122b-8	ba rnams kyi nang du skye bar 'gyur gyi /	ba_0 rnams_3 kyi_9 nang_13 du_18 skye_21 ba_26 'gyur_30 gyi_36 
K01D0001_H0001:122b-9	sen mo'i rtse mo la gnas pa'i rdul dag ji	sen_0 mo_4 rtse_9 mo_14 la_17 gnas_20 ba_25 rdul_30 'dag_35 ji_39 
K01D0001_H0001:122b-10	snyed pa de snyed kyi sems can dag ni sems	snyed_0 ba_6 de_9 snyed_12 kyi_18 sems_22 can_27 'dag_31 ni_35 sems_38 
K01D0001_H0001:122b-11	can dmyal ba rnams kyi nang nas shi 'phos te	can_0 dmyal_4 ba_10 rnams_13 kyi_19 nang_23 nas_28 'chi_32 'pho_36 te_42 
K01D0001_H0001:122b-12	/ lha rnams kyi nang du skye bar 'gyur ro //	lha_2 rnams_6 kyi_12 nang_16 du_21 skye_24 ba_29 'gyur_33 ro_39 
K01D0001_H0001:122b-13	sa la gnas pa'i rdul dag ji snyed pa de	sa_0 la_3 gnas_6 ba_11 rdul_16 'dag_21 ji_25 snyed_28 ba_34 de_37 
K01D0001_H0001:122b-14	snyed kyi sems can dag ni sems can dmyal ba	snyed_0 kyi_6 sems_10 can_15 'dag_19 ni_23 sems_26 can_31 dmyal_35 ba_41 
K01D0001_H0001:122b-15	rnams kyi nang nas shi 'phos te /	rnams_0 kyi_6 nang_10 nas_15 'chi_19 'pho_23 te_29 
K01D0001_H0001:122b-16	dud 'gro rnams kyi nang du skye bar 'gyur gyi /	dud_0 'gro_4 rnams_9 kyi_15 nang_19 du_24 skye_27 ba_32 'gyur_36 gyi_42 
K01D0001_H0001:122b-17	sen mo'i rtse mo la gnas pa'i rdul dag ji	sen_0 mo_4 rtse_9 mo_14 la_17 gnas_20 ba_25 rdul_30 'dag_35 ji_39 
K01D0001_H0001:122b-18	snyed pa de snyed kyi sems can dag ni sems	snyed_0 ba_6 de_9 snyed_12 kyi_18 sems_22 can_27 'dag_31 ni_35 sems_38 
K01D0001_H0001:122b-19	can dmyal ba rnams kyi nang nas shi 'phos te	can_0 dmyal_4 ba_10 rnams_13 kyi_19 nang_23 nas_28 'chi_32 'pho_36 te_42 
K01D0001_H0001:122b-20	/ lha rnams kyi nang du skye bar 'gyur ro //	lha_2 rnams_6 kyi_12 nang_16 du_21 skye_24 ba_29 'gyur_33 ro_39 
K01D0001_H0001:122b-21	sa la gnas pa'i rdul dag ji snyed pa de	sa_0 la_3 gnas_6 ba_11 rdul_16 'dag_21 ji_25 snyed_28 ba_34 de_37 
K01D0001_H0001:122b-22	snyed kyi sems can dag ni sems can dmyal ba	snyed_0 kyi_6 sems_10 can_15 'dag_19 ni_23 sems_26 can_31 dmyal_35 ba_41 
K01D0001_H0001:122b-23	rnams kyi nang nas shi 'phos te /	rnams_0 kyi_6 nang_10 nas_15 'chi_19 'pho_23 te_29 
K01D0001_H0001:122b-24	yi dvags rnams kyi nang du skye bar 'gyur gyi /	yi_0 dvags_3 rnams_9 kyi_15 nang_19 du_24 skye_27 ba_32 'gyur_36 gyi_42 
K01D0001_H0001:122b-25	sen mo'i rtse mo la gnas pa'i rdul dag ji	sen_0 mo_4 rtse_9 mo_14 la_17 gnas_20 ba_25 rdul_30 'dag_35 ji_39 
K01D0001_H0001:122b-26	snyed pa de snyed kyi sems can dag ni sems	snyed_0 ba_6 de_9 snyed_12 kyi_18 sems_22 can_27 'dag_31 ni_35 sems_38 
K01D0001_H0001:122b-27	can dmyal ba rnams kyi nang nas shi 'phos te	can_0 dmyal_4 ba_10 rnams_13 kyi_19 nang_23 nas_28 'chi_32 'pho_36 te_42 
K01D0001_H0001:122b-28	/ lha rnams kyi nang du skye bar 'gyur ro //	lha_2 rnams_6 kyi_12 nang_16 du_21 skye_24 ba_29 'gyur_33 ro_39 
K01D0001_H0001:122b-29	sa la gnas pa'i rdul dag ji snyed pa de	sa_0 la_3 gnas_6 ba_11 rdul_16 'dag_21 ji_25 snyed_28 ba_34 de_37 
K01D0001_H0001:122b-30	snyed kyi sems can dag ni dud 'gro rnams kyi	snyed_0 kyi_6 sems_10 can_15 'dag_19 ni_23 dud_26 'gro_30 rnams_35 kyi_41 
K01D0001_H0001:122b-31	nang nas shi 'phos te /	nang_0 nas_5 'chi_9 'pho_13 te_19 
K01D0001_H0001:122b-32	dud 'gro rnams kyi nang du skye bar 'gyur gyi /	dud_0 'gro_4 rnams_9 kyi_15 nang_19 du_24 skye_27 ba_32 'gyur_36 gyi_42 
K01D0001_H0001:123a-0	sen mo'i rtse mo la gnas pa'i rdul @123a *//	sen_0 mo_4 rtse_9 mo_14 la_17 gnas_20 ba_25 rdul_30 
K01D0001_H0001:123a-1	dag ji snyed pa de snyed kyi sems can dag	'dag_0 ji_4 snyed_7 ba_13 de_16 snyed_19 kyi_25 sems_29 can_34 'dag_38 
K01D0001_H0001:123a-2	ni dud 'gro rnams kyi nang nas shi 'phos te	ni_0 dud_3 'gro_7 rnams_12 kyi_18 nang_22 nas_27 'chi_31 'pho_35 te_41 
K01D0001_H0001:123a-3	/ mi rnams kyi nang du skye bar 'gyur ro //	mi_2 rnams_5 kyi_11 nang_15 du_20 skye_23 ba_28 'gyur_32 ro_38 
K01D0001_H0001:123a-4	sa la gnas pa'i rdul dag ji snyed pa de	sa_0 la_3 gnas_6 ba_11 rdul_16 'dag_21 ji_25 snyed_28 ba_34 de_37 
K01D0001_H0001:123a-5	snyed kyi sems can dag ni dud 'gro rnams kyi	snyed_0 kyi_6 sems_10 can_15 'dag_19 ni_23 dud_26 'gro_30 rnams_35 kyi_41 
K01D0001_H0001:123a-6	nang nas shi 'phos te /	nang_0 nas_5 'chi_9 'pho_13 te_19 
K01D0001_H0001:123a-7	sems can dmyal ba rnams kyi nang du skye bar 'gyur gyi /	sems_0 can_5 dmyal_9 ba_15 rnams_18 kyi_24 nang_28 du_33 skye_36 ba_41 'gyur_45 gyi_51 
K01D0001_H0001:123a-8	sen mo'i rtse mo la gnas pa'i rdul dag ji	sen_0 mo_4 rtse_9 mo_14 la_17 gnas_20 ba_25 rdul_30 'dag_35 ji_39 
K01D0001_H0001:123a-9	snyed pa de snyed kyi sems can dag ni dud	snyed_0 ba_6 de_9 snyed_12 kyi_18 sems_22 can_27 'dag_31 ni_35 dud_38 
K01D0001_H0001:123a-10	'gro rnams kyi nang nas shi 'phos te /	'gro_0 rnams_5 kyi_11 nang_15 nas_20 'chi_24 'pho_28 te_34 
K01D0001_H0001:123a-11	mi rnams kyi nang du skye bar 'gyur ro //	mi_0 rnams_3 kyi_9 nang_13 du_18 skye_21 ba_26 'gyur_30 ro_36 
K01D0001_H0001:123a-12	sa la gnas pa'i rdul dag ji snyed pa de	sa_0 la_3 gnas_6 ba_11 rdul_16 'dag_21 ji_25 snyed_28 ba_34 de_37 
K01D0001_H0001:123a-13	snyed kyi sems can dag ni dud 'gro rnams kyi	snyed_0 kyi_6 sems_10 can_15 'dag_19 ni_23 dud_26 'gro_30 rnams_35 kyi_41 
K01D0001_H0001:123a-14	nang nas shi 'phos te /	nang_0 nas_5 'chi_9 'pho_13 te_19 
K01D0001_H0001:123a-15	yi dvags rnams kyi nang du skye bar 'gyur gyi /	yi_0 dvags_3 rnams_9 kyi_15 nang_19 du_24 skye_27 ba_32 'gyur_36 gyi_42 
K01D0001_H0001:123a-16	sen mo'i rtse mo la gnas pa'i rdul dag ji	sen_0 mo_4 rtse_9 mo_14 la_17 gnas_20 ba_25 rdul_30 'dag_35 ji_39 
K01D0001_H0001:123a-17	snyed pa de snyed kyi sems can dag ni dud	snyed_0 ba_6 de_9 snyed_12 kyi_18 sems_22 can_27 'dag_31 ni_35 dud_38 
K01D0001_H0001:123a-18	'gro rnams kyi nang nas shi 'phos te /	'gro_0 rnams_5 kyi_11 nang_15 nas_20 'chi_24 'pho_28 te_34 
K01D0001_H0001:123a-19	mi rnams kyi nang du skye bar 'gyur ro //	mi_0 rnams_3 kyi_9 nang_13 du_18 skye_21 ba_26 'gyur_30 ro_36 
K01D0001_H0001:123a-20	sa la gnas pa'i rdul dag ji snyed pa de	sa_0 la_3 gnas_6 ba_11 rdul_16 'dag_21 ji_25 snyed_28 ba_34 de_37 
K01D0001_H0001:123a-21	snyed kyi sems can dag ni dud 'gro rnams kyi	snyed_0 kyi_6 sems_10 can_15 'dag_19 ni_23 dud_26 'gro_30 rnams_35 kyi_41 
K01D0001_H0001:123a-22	nang nas shi 'phos te /	nang_0 nas_5 'chi_9 'pho_13 te_19 
K01D0001_H0001:123a-23	dud 'gro rnams kyi nang du skye bar 'gyur gyi /	dud_0 'gro_4 rnams_9 kyi_15 nang_19 du_24 skye_27 ba_32 'gyur_36 gyi_42 
K01D0001_H0001:123a-24	sen mo'i rtse mo la gnas pa'i rdul dag ji	sen_0 mo_4 rtse_9 mo_14 la_17 gnas_20 ba_25 rdul_30 'dag_35 ji_39 
K01D0001_H0001:123a-25	snyed pa de snyed kyi sems can dag ni dud	snyed_0 ba_6 de_9 snyed_12 kyi_18 sems_22 can_27 'dag_31 ni_35 dud_38 
K01D0001_H0001:123a-26	'gro rnams kyi nang nas shi 'phos te /	'gro_0 rnams_5 kyi_11 nang_15 nas_20 'chi_24 'pho_28 te_34 
K01D0001_H0001:123a-27	lha rnams kyi nang du skye bar 'gyur ro //	lha_0 rnams_4 kyi_10 nang_14 du_19 skye_22 ba_27 'gyur_31 ro_37 
K01D0001_H0001:123a-28	sa la gnas pa'i rdul dag ji snyed pa de	sa_0 la_3 gnas_6 ba_11 rdul_16 'dag_21 ji_25 snyed_28 ba_34 de_37 
K01D0001_H0001:123a-29	snyed kyi sems can dag ni dud 'gro rnams kyi	snyed_0 kyi_6 sems_10 can_15 'dag_19 ni_23 dud_26 'gro_30 rnams_35 kyi_41 
K01D0001_H0001:123a-30	nang nas shi 'phos te /	nang_0 nas_5 'chi_9 'pho_13 te_19 
K01D0001_H0001:123a-31	sems can dmyal ba rnams kyi nang du skye bar 'gyur gyi /	sems_0 can_5 dmyal_9 ba_15 rnams_18 kyi_24 nang_28 du_33 skye_36 ba_41 'gyur_45 gyi_51 
K01D0001_H0001:123a-32	sen mo'i rtse mo la gnas pa'i rdul dag ji	sen_0 mo_4 rtse_9 mo_14 la_17 gnas_20 ba_25 rdul_30 'dag_35 ji_39 
K01D0001_H0001:123a-33	snyed pa de snyed kyi sems can dag ni dud	snyed_0 ba_6 de_9 snyed_12 kyi_18 sems_22 can_27 'dag_31 ni_35 dud_38 
K01D0001_H0001:123b-0	'gro rnams kyi nang nas shi @123b 'phos te /	'gro_0 rnams_5 kyi_11 nang_15 nas_20 'chi_24 'pho_34 te_40 
K01D0001_H0001:123b-1	lha rnams kyi nang du skye bar 'gyur ro //	lha_0 rnams_4 kyi_10 nang_14 du_19 skye_22 ba_27 'gyur_31 ro_37 
K01D0001_H0001:123b-2	sa la gnas pa'i rdul dag ji snyed pa de	sa_0 la_3 gnas_6 ba_11 rdul_16 'dag_21 ji_25 snyed_28 ba_34 de_37 
K01D0001_H0001:123b-3	snyed kyi sems can dag ni dud 'gro rnams kyi	snyed_0 kyi_6 sems_10 can_15 'dag_19 ni_23 dud_26 'gro_30 rnams_35 kyi_41 
K01D0001_H0001:123b-4	nang nas shi 'phos te /	nang_0 nas_5 'chi_9 'pho_13 te_19 
K01D0001_H0001:123b-5	yi dvags rnams kyi nang du skye bar 'gyur gyi /	yi_0 dvags_3 rnams_9 kyi_15 nang_19 du_24 skye_27 ba_32 'gyur_36 gyi_42 
K01D0001_H0001:123b-6	sen mo'i rtse mo la gnas pa'i rdul dag ji	sen_0 mo_4 rtse_9 mo_14 la_17 gnas_20 ba_25 rdul_30 'dag_35 ji_39 
K01D0001_H0001:123b-7	snyed pa de snyed kyi sems can dag ni dud	snyed_0 ba_6 de_9 snyed_12 kyi_18 sems_22 can_27 'dag_31 ni_35 dud_38 
K01D0001_H0001:123b-8	'gro rnams kyi nang nas shi 'phos te /	'gro_0 rnams_5 kyi_11 nang_15 nas_20 'chi_24 'pho_28 te_34 
K01D0001_H0001:123b-9	lha rnams kyi nang du skye bar 'gyur ro //	lha_0 rnams_4 kyi_10 nang_14 du_19 skye_22 ba_27 'gyur_31 ro_37 
K01D0001_H0001:123b-10	sa la gnas pa'i rdul dag ji snyed pa de snyed kyi sems can dag ni /	sa_0 la_3 gnas_6 ba_11 rdul_16 'dag_21 ji_25 snyed_28 ba_34 de_37 snyed_40 kyi_46 sems_50 can_55 'dag_59 ni_63 
K01D0001_H0001:123b-11	yi dvags rnams kyi nang nas shi 'phos te /	yi_0 dvags_3 rnams_9 kyi_15 nang_19 nas_24 'chi_28 'pho_32 te_38 
K01D0001_H0001:123b-12	yi dvags rnams kyi nang du skye bar 'gyur gyi /	yi_0 dvags_3 rnams_9 kyi_15 nang_19 du_24 skye_27 ba_32 'gyur_36 gyi_42 
K01D0001_H0001:123b-13	sen mo'i rtse mo la gnas pa'i rdul dag ji	sen_0 mo_4 rtse_9 mo_14 la_17 gnas_20 ba_25 rdul_30 'dag_35 ji_39 
K01D0001_H0001:123b-14	snyed pa de snyed kyi sems can dag ni yi	snyed_0 ba_6 de_9 snyed_12 kyi_18 sems_22 can_27 'dag_31 ni_35 yi_38 
K01D0001_H0001:123b-15	dvags rnams kyi nang nas shi 'phos te /	dvags_0 rnams_6 kyi_12 nang_16 nas_21 'chi_25 'pho_29 te_35 
K01D0001_H0001:123b-16	mi rnams kyi nang du skye bar 'gyur ro //	mi_0 rnams_3 kyi_9 nang_13 du_18 skye_21 ba_26 'gyur_30 ro_36 
K01D0001_H0001:123b-17	sa la gnas pa'i rdul dag ji snyed pa de	sa_0 la_3 gnas_6 ba_11 rdul_16 'dag_21 ji_25 snyed_28 ba_34 de_37 
K01D0001_H0001:123b-18	snyed kyi sems can dag ni yi dvags rnams kyi	snyed_0 kyi_6 sems_10 can_15 'dag_19 ni_23 yi_26 dvags_29 rnams_35 kyi_41 
K01D0001_H0001:123b-19	nang nas shi 'phos te /	nang_0 nas_5 'chi_9 'pho_13 te_19 
K01D0001_H0001:123b-20	sems can dmyal ba rnams kyi nang du skye bar 'gyur gyi /	sems_0 can_5 dmyal_9 ba_15 rnams_18 kyi_24 nang_28 du_33 skye_36 ba_41 'gyur_45 gyi_51 
K01D0001_H0001:123b-21	sen mo'i rtse mo la gnas pa'i rdul dag ji	sen_0 mo_4 rtse_9 mo_14 la_17 gnas_20 ba_25 rdul_30 'dag_35 ji_39 
K01D0001_H0001:123b-22	snyed pa de snyed kyi sems can dag ni yi	snyed_0 ba_6 de_9 snyed_12 kyi_18 sems_22 can_27 'dag_31 ni_35 yi_38 
K01D0001_H0001:123b-23	dvags rnams kyi nang nas shi 'phos te /	dvags_0 rnams_6 kyi_12 nang_16 nas_21 'chi_25 'pho_29 te_35 
K01D0001_H0001:123b-24	mi rnams kyi nang du skye bar 'gyur ro //	mi_0 rnams_3 kyi_9 nang_13 du_18 skye_21 ba_26 'gyur_30 ro_36 
K01D0001_H0001:123b-25	sa la gnas pa'i rdul dag ji snyed pa de	sa_0 la_3 gnas_6 ba_11 rdul_16 'dag_21 ji_25 snyed_28 ba_34 de_37 
K01D0001_H0001:123b-26	snyed kyi sems can dag ni yi dvags rnams kyi	snyed_0 kyi_6 sems_10 can_15 'dag_19 ni_23 yi_26 dvags_29 rnams_35 kyi_41 
K01D0001_H0001:123b-27	nang nas shi 'phos te /	nang_0 nas_5 'chi_9 'pho_13 te_19 
K01D0001_H0001:123b-28	dud 'gro rnams kyi nang du skye bar 'gyur gyi /	dud_0 'gro_4 rnams_9 kyi_15 nang_19 du_24 skye_27 ba_32 'gyur_36 gyi_42 
K01D0001_H0001:123b-29	sen mo'i rtse mo la gnas pa'i rdul dag ji	sen_0 mo_4 rtse_9 mo_14 la_17 gnas_20 ba_25 rdul_30 'dag_35 ji_39 
K01D0001_H0001:123b-30	snyed pa de snyed kyi sems can dag ni yi	snyed_0 ba_6 de_9 snyed_12 kyi_18 sems_22 can_27 'dag_31 ni_35 yi_38 
K01D0001_H0001:123b-31	dvags rnams kyi nang nas shi 'phos te /	dvags_0 rnams_6 kyi_12 nang_16 nas_21 'chi_25 'pho_29 te_35 
K01D0001_H0001:123b-32	mi rnams kyi nang du skye bar 'gyur ro //	mi_0 rnams_3 kyi_9 nang_13 du_18 skye_21 ba_26 'gyur_30 ro_36 
K01D0001_H0001:123b-33	sa la gnas pa'i rdul dag ji snyed pa de	sa_0 la_3 gnas_6 ba_11 rdul_16 'dag_21 ji_25 snyed_28 ba_34 de_37 
K01D0001_H0001:123b-34	snyed kyi sems can dag ni yi dvags rnams kyi	snyed_0 kyi_6 sems_10 can_15 'dag_19 ni_23 yi_26 dvags_29 rnams_35 kyi_41 
K01D0001_H0001:123b-35	nang nas shi 'phos te /	nang_0 nas_5 'chi_9 'pho_13 te_19 
K01D0001_H0001:124a-0	yi @124a *//	yi_0 
K01D0001_H0001:124a-1	dvags rnams kyi nang du skye bar 'gyur gyi /	dvags_0 rnams_6 kyi_12 nang_16 du_21 skye_24 ba_29 'gyur_33 gyi_39 
K01D0001_H0001:124a-2	sen mo'i rtse mo la gnas pa'i rdul dag ji	sen_0 mo_4 rtse_9 mo_14 la_17 gnas_20 ba_25 rdul_30 'dag_35 ji_39 
K01D0001_H0001:124a-3	snyed pa de snyed kyi sems can dag ni yi	snyed_0 ba_6 de_9 snyed_12 kyi_18 sems_22 can_27 'dag_31 ni_35 yi_38 
K01D0001_H0001:124a-4	dvags rnams kyi nang nas shi 'phos te /	dvags_0 rnams_6 kyi_12 nang_16 nas_21 'chi_25 'pho_29 te_35 
K01D0001_H0001:124a-5	lha rnams kyi nang du skye bar 'gyur ro //	lha_0 rnams_4 kyi_10 nang_14 du_19 skye_22 ba_27 'gyur_31 ro_37 
K01D0001_H0001:124a-6	sa la gnas pa'i rdul dag ji snyed pa de	sa_0 la_3 gnas_6 ba_11 rdul_16 'dag_21 ji_25 snyed_28 ba_34 de_37 
